,timestamp_leitura,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z
8,2023-04-21 20:11:01.468110,3.265691042,1.460463047,8.83699894,-0.102321595,0.018652374,-0.011724349
9,2023-04-21 20:11:01.468110,3.265691042,1.458068848,8.834604263,-0.102321595,0.018652374,-0.011457887
10,2023-04-21 20:11:01.468110,3.260902643,1.458068848,8.834604263,-0.102321595,0.018652374,-0.011457887
11,2023-04-21 20:11:01.468110,3.263296843,1.458068848,8.832210541,-0.102321595,0.018918836,-0.011457887
12,2023-04-21 20:11:01.468110,3.263296843,1.458068848,8.83699894,-0.102321595,0.018918836,-0.011724349
13,2023-04-21 20:11:01.468110,3.260902643,1.458068848,8.846575737,-0.102055125,0.019185297,-0.011724349
14,2023-04-21 20:11:01.468110,3.260902643,1.455674648,8.84896946,-0.102055125,0.019185297,-0.011724349
0,2023-04-21 20:11:01.538128,3.260902643,1.501164436,8.82263279,-0.096725874,0.021316998,-0.010658499
1,2023-04-21 20:11:01.538128,3.260902643,1.498770237,8.827422142,-0.096725874,0.021316998,-0.010392036
2,2023-04-21 20:11:01.538128,3.260902643,1.498770237,8.827422142,-0.096725874,0.021316998,-0.010392036
3,2023-04-21 20:11:01.538128,3.260902643,1.501164436,8.829815865,-0.096725874,0.021316998,-0.010392036
4,2023-04-21 20:11:01.538128,3.260902643,1.501164436,8.832210541,-0.096725874,0.021316998,-0.010392036
5,2023-04-21 20:11:01.538128,3.260902643,1.503558636,8.834604263,-0.096725874,0.021050537,-0.010392036
6,2023-04-21 20:11:01.538128,3.263296843,1.503558636,8.83699894,-0.096992344,0.020784073,-0.010392036
7,2023-04-21 20:11:01.538128,3.265691042,1.503558636,8.834604263,-0.096992344,0.020784073,-0.010658499
8,2023-04-21 20:11:01.538128,3.268085241,1.503558636,8.829815865,-0.097258806,0.020784073,-0.010658499
9,2023-04-21 20:11:01.538128,3.270479441,1.503558636,8.825027466,-0.097525269,0.020784073,-0.010658499
10,2023-04-21 20:11:01.538128,3.270479441,1.503558636,8.825027466,-0.097791731,0.020784073,-0.010658499
11,2023-04-21 20:11:01.538128,3.268085241,1.503558636,8.817844391,-0.097791731,0.020784073,-0.010658499
12,2023-04-21 20:11:01.538128,3.27287364,1.501164436,8.813055992,-0.098324656,0.020784073,-0.010658499
13,2023-04-21 20:11:01.538128,3.270479441,1.498770237,8.805873871,-0.098591112,0.02051761,-0.010658499
14,2023-04-21 20:11:01.538128,3.27287364,1.501164436,8.805873871,-0.098857582,0.020784073,-0.010658499
0,2023-04-21 20:11:01.568128,3.253720045,1.465251446,8.83699894,-0.102055125,0.02051761,-0.012523737
1,2023-04-21 20:11:01.568128,3.253720045,1.465251446,8.839392662,-0.10178867,0.020784073,-0.012790199
2,2023-04-21 20:11:01.568128,3.251325846,1.465251446,8.839392662,-0.10178867,0.020784073,-0.012790199
3,2023-04-21 20:11:01.568128,3.251325846,1.467645645,8.83699894,-0.10178867,0.02051761,-0.012790199
4,2023-04-21 20:11:01.568128,3.248931646,1.467645645,8.83699894,-0.101255737,0.02051761,-0.012790199
5,2023-04-21 20:11:01.568128,3.248931646,1.467645645,8.83699894,-0.100989282,0.02051761,-0.013056661
6,2023-04-21 20:11:01.568128,3.246537447,1.467645645,8.83699894,-0.100989282,0.020251149,-0.013056661
7,2023-04-21 20:11:01.568128,3.246537447,1.467645645,8.841787338,-0.100456357,0.019984685,-0.013056661
8,2023-04-21 20:11:01.568128,3.248931646,1.467645645,8.839392662,-0.100456357,0.019718224,-0.013056661
9,2023-04-21 20:11:01.568128,3.248931646,1.467645645,8.83699894,-0.100189894,0.019718224,-0.013323124
10,2023-04-21 20:11:01.568128,3.248931646,1.467645645,8.839392662,-0.099923424,0.019718224,-0.013323124
11,2023-04-21 20:11:01.568128,3.251325846,1.470039845,8.839392662,-0.099923424,0.019718224,-0.013589587
12,2023-04-21 20:11:01.568128,3.253720045,1.472434044,8.841787338,-0.100189894,0.019984685,-0.013589587
13,2023-04-21 20:11:01.568128,3.251325846,1.474828243,8.846575737,-0.100189894,0.019984685,-0.01385605
14,2023-04-21 20:11:01.568128,3.248931646,1.477222443,8.856152534,-0.100189894,0.019984685,-0.01385605
0,2023-04-21 20:11:01.598103,3.265691042,1.472434044,8.827422142,-0.099656969,0.017852986,-0.012523737
1,2023-04-21 20:11:01.598103,3.265691042,1.470039845,8.82263279,-0.099390499,0.018119449,-0.012257273
2,2023-04-21 20:11:01.598103,3.268085241,1.467645645,8.820239067,-0.099390499,0.018385911,-0.012257273
3,2023-04-21 20:11:01.598103,3.268085241,1.467645645,8.817844391,-0.099124044,0.018385911,-0.012257273
4,2023-04-21 20:11:01.598103,3.27287364,1.470039845,8.815450668,-0.098591112,0.018652374,-0.012523737
5,2023-04-21 20:11:01.598103,3.270479441,1.470039845,8.81066227,-0.098591112,0.019185297,-0.012523737
