[-3, 5, 8, -6, 4, 32, 2, 5]
[3, -5, -8, 5, 8, -24, -13, 8]
[-3, 0, 1, 3, 14, 8, 28, -9]
[0, 1, -1, 3, 9, 16, 9, 0]
[-2, -5, -7, 3, 7, -32, -15, 2]
[-1, 6, 8, -7, 8, 26, 11, -1]
[0, -4, -5, -11, -46, -19, -4, -8]
[-3, -3, -2, 1, 16, 0, -7, -4]
[1, 1, 0, 2, 17, 4, -3, -1]
[-1, -5, -10, 16, 25, -58, -7, -8]
[0, 3, 6, -3, -13, 32, 5, 4]
[1, -6, -10, 1, -14, -42, -5, -5]
[1, -2, -3, 4, -1, -18, -3, -4]
[-3, -2, 0, -3, 2, -3, 1, -2]
[0, 2, 3, 2, -1, 9, 0, 0]
[0, -3, -4, -5, -12, -14, -2, -2]
[-2, 0, 2, -2, 1, 9, 0, 0]
[-1, -1, -2, 0, 5, 1, -1, -1]
[-1, -2, -3, -2, 1, -7, -2, 2]
[-1, 3, 3, 7, 29, 8, 0, 1]
[0, -1, -3, 0, 5, -10, -3, -2]
[-1, 0, -1, -4, 14, 4, -1, 2]
[-1, -1, -1, 0, 2, -2, -1, -2]
[-2, -3, -2, -1, 5, -3, 1, -4]
[-1, -1, 0, -4, -4, 5, -1, 1]
[-1, -3, -1, -3, -18, -3, -2, -2]
[-2, -2, -1, -1, -5, -1, -1, -1]
[0, -1, -1, 0, 3, 5, 0, 0]
[-1, -2, -2, 0, 0, -7, -2, 0]
[0, -1, 0, -5, -12, 2, 1, 2]
[-1, 0, -3, -3, -3, -3, 0, 1]
[-4, -2, -2, -2, -12, -3, -2, -3]
[0, 0, 0, -1, 5, 5, 0, 0]
[0, 0, -2, 0, 2, -7, -1, 0]
[-1, 0, 0, 0, 1, 1, 0, -2]
[1, -2, -1, 0, -4, -2, -1, -1]
[-1, -3, -3, -9, -31, -4, -2, -1]
[0, -3, -4, -2, -3, -9, -2, -4]
[0, 0, 1, 2, 2, 0, 0, -2]
[1, -1, 0, 0, 0, -5, -1, 4]
[1, 2, 3, 2, -6, 3, 1, -2]
[-1, -2, -3, 2, 15, 3, 0, -1]
[0, 1, 0, 4, 7, -1, 0, -1]
[-3, -1, -3, -1, 0, -3, -1, -1]
[0, -2, -1, -2, -1, -1, -2, 0]
[-1, -3, -3, -1, 3, -5, -1, 0]
[-1, -1, 1, -1, -1, 2, -2, 2]
[0, -1, 0, 4, -3, -5, -2, -2]
[0, 1, 2, 1, -9, 0, -1, -1]
[-2, -1, -2, 6, 14, -6, -2, -2]
[-1, -1, -1, 0, -5, -5, -1, -1]
[-1, -2, -1, -3, -3, 2, 1, -1]
[-2, -1, 0, 0, 8, 1, -1, -1]
[-1, 0, -2, -4, -2, 3, 0, 1]
[1, -1, -2, 5, 7, -4, -2, -3]
[0, -1, -2, -4, -2, -4, 1, 0]
[-1, -1, 0, -2, -1, 1, 0, 0]
[-2, -4, -2, -2, 2, 14, 1, 0]
[0, -1, -1, 0, -7, -3, 1, -1]
[-2, -1, 0, -3, -2, -2, -1, -1]
[-1, -3, -2, -1, 10, 2, -1, -1]
[0, -1, -1, -1, -7, -7, -4, -2]
[0, 1, 0, -3, -11, 0, -1, 1]
[-2, -1, 0, 2, 4, 5, -1, -1]
[0, 2, -1, -3, 11, 1, -2, -3]
[0, -1, 0, 0, -3, 1, 1, -1]
[1, -1, -3, 1, 5, -2, -1, -5]
[-1, -1, -1, -2, -3, 1, 0, 1]
[-1, -2, -3, 0, -3, -6, -2, -3]
[1, 1, 3, -2, 4, 3, 0, 1]
[-1, -2, -1, 1, 1, 0, 0, -3]
[0, 0, 4, 0, -5, -1, -1, 0]
[-3, -4, -5, -3, -4, -5, -1, -1]
[-1, -1, -5, -1, 8, 5, 2, 1]
[-1, -1, 0, 2, -4, -6, -3, -1]
[1, 4, 17, 2, 1, 2, 0, 0]
[2, 1, -11, 0, -1, 10, -2, -2]
[1, -1, 0, 15, 8, -3, 0, 0]
[-2, -1, -5, -13, -21, -12, -2, 0]
[-1, 1, 2, 2, 6, 4, -1, -1]
[-1, 2, 7, 0, -4, -1, -1, -2]
[0, -2, -4, -3, -2, -10, -2, -2]
[-1, -3, -5, 4, 13, 3, 3, -1]
[0, -2, -2, 3, 0, -2, 0, -1]
[0, 0, 5, -3, -5, -3, -2, -1]
[-2, -2, -5, 2, 7, 4, 1, 1]
[-2, -2, 0, 2, 2, -9, -1, -1]
[-1, 1, 2, 1, -5, 3, -2, -1]
[-1, 0, 0, 0, -4, 10, -1, 0]
[0, 0, 2, 8, 7, 0, 0, 0]
[-2, -1, 1, -2, 8, -2, -1, 1]
[-2, -2, -1, 2, -1, -2, 0, -1]
[-2, -1, -1, -2, -6, -3, 0, -1]
[-1, -2, 0, 1, -8, -8, -2, -2]
[3, 2, 1, -1, -2, -5, 0, 1]
[-1, 1, 2, 3, 13, 0, 0, -1]
[-3, 1, -2, -6, -16, -3, -3, -2]
[0, 1, 2, 1, 1, 4, 1, 0]
[-2, -2, 0, -3, -8, -3, -2, -2]
[1, -1, -1, -3, 4, 1, -1, 0]
[-3, -3, -4, -2, 0, -7, -1, -1]
[0, -2, -3, 0, 1, -1, -1, -1]
[0, -1, 1, 1, 0, 6, 1, -2]
[2, 0, -3, -3, -5, -8, -1, -2]
[0, -1, -1, -2, 2, 5, 0, 0]
[-1, -1, -1, 0, -1, -5, -1, -3]
[-1, -2, -2, -3, -14, -11, -3, -2]
[0, 0, -1, -4, 2, 5, 1, -1]
[1, 0, -1, 0, 3, 2, 2, 0]
[-2, 1, -1, 0, 1, 5, -1, 1]
[-1, 0, 0, 2, 6, 3, -3, 0]
[-1, 0, -2, -1, 2, -1, 0, 1]
[-2, -2, -3, 0, 6, -4, -2, -2]
[1, -2, -1, -1, 3, -5, -1, 1]
[-3, -3, -2, -4, -19, -3, 0, -1]
[-1, -1, 0, 2, -1, -3, -1, -1]
[-1, -2, 0, 2, 19, 7, 0, 0]
[0, 0, 0, -4, -2, 1, -2, 1]
[1, 0, -1, 1, -4, -3, 0, 0]
[-3, -1, 0, -5, -10, -3, -5, 1]
[0, -3, -3, -4, -9, -6, -2, -4]
[0, 1, 1, -2, -2, -2, 0, -1]
[-2, -2, -1, 3, -1, -6, 0, -1]
[0, -1, 1, 3, -1, 5, 0, 0]
[-1, -3, -2, -6, -3, -5, -1, -1]
[-1, 0, 0, 1, -5, 0, 0, 0]
[-1, -2, -2, -3, 0, -5, -1, -1]
[0, -1, -1, 2, -6, -5, -3, -2]
[0, 1, 0, -1, 0, 4, 2, -1]
[0, -1, -1, 2, 9, 0, -1, 0]
[-1, -1, -1, -4, -4, 5, 2, -1]
[-1, 0, 2, -1, 1, 3, 1, 0]
[0, 0, -1, 0, -3, 0, -2, -2]
[-1, -2, -3, -2, 0, -6, 0, -2]
[-1, -1, 0, 0, 2, 1, -1, 0]
[1, 0, -2, -2, -1, -6, -4, -2]
[0, -1, 0, 0, 3, 2, 0, -1]
[-1, -1, -4, -1, 10, -6, -2, -1]
[-1, -2, -2, -2, 1, 5, 0, -1]
[-1, -1, 0, 0, -1, -6, 1, -1]
[-2, 1, 1, 0, 2, 1, -2, 1]
[-1, -1, 2, 1, -5, -6, -1, -1]
[0, 0, -1, -1, -1, 4, 0, -1]
[1, 0, -4, 0, 3, -5, 0, -1]
[-1, -2, 0, 2, 12, 1, 1, 0]
[-3, -1, -2, -7, -20, -3, 0, -1]
[-2, -1, 0, -2, 3, 2, 0, 0]
[-2, 0, -1, 1, -1, -4, -2, -2]
[1, 0, 3, 5, 4, 2, 0, -1]
[1, -1, 1, 1, 1, 0, -2, 0]
[-2, -2, -1, 0, 2, -3, -1, -2]
[2, 0, -1, 3, 7, -5, -2, -1]
[-2, -1, -2, 1, 1, 1, -1, -1]
[0, -1, -1, 0, -3, -6, -2, -2]
[-2, 0, 0, 1, 1, 4, 0, 0]
[-1, -1, -1, -2, 0, 1, -1, -1]
[-1, -1, -2, -6, -2, -6, -2, -3]
[0, -2, -3, 2, -1, -2, -1, 0]
[0, 0, 1, -2, -1, 3, -1, -1]
[-1, -1, -2, 0, 1, -11, -2, -1]
[-1, -1, 1, 0, 2, 6, 2, 0]
[0, -2, -1, -1, -3, -8, 1, -3]
[0, -1, -1, -1, -3, -1, -1, 1]
[-1, -1, -2, -3, -1, -7, -3, -2]
[-1, -1, 0, -1, 3, 3, -1, 1]
[-1, -1, -1, 1, 2, -3, -2, -3]
[-1, -1, 0, -1, -2, -3, -1, 1]
[-1, -1, 1, -1, 4, 3, 0, -1]
[-1, 2, -1, 0, 9, 2, 0, 0]
[-1, -1, -1, 0, -2, -4, -2, -2]
[-2, -1, -1, -3, -7, 0, -1, 0]
[1, 2, 2, -1, 2, 5, 0, 1]
[-1, -2, -3, 3, 3, -6, -1, -1]
[0, -2, -2, -7, -11, -2, -1, -1]
[-1, 0, 0, -1, 5, -1, -3, -1]
[-1, 0, 0, -2, -3, 0, -1, 0]
[0, -1, -2, -3, -2, -6, -2, -2]
[-1, -2, 0, 0, 0, 2, 0, -2]
[-1, -1, -1, 0, -5, -1, 0, 0]
[-2, 0, -1, 1, 0, -7, 0, -3]
[0, 1, 2, 0, -3, 4, -1, 1]
[2, -1, -1, 0, -1, -2, 0, 1]
[-1, -1, -1, -1, 1, -2, -1, -1]
[-2, 0, 1, 3, 2, 5, 1, -1]
[-1, -2, 0, -2, -3, 2, -1, 0]
[0, 2, 1, -3, -2, 4, -1, 1]
[-2, 0, 0, 0, -2, -3, -2, -1]
[-1, -2, -3, -3, -2, -6, -2, -2]
[0, 1, 0, 1, -3, -2, -1, -1]
[0, -2, 0, 2, 6, 5, 0, 0]
[-1, 0, 0, -3, -1, 3, 1, 0]
[-2, 0, 0, -1, -4, -4, -1, -1]
[-2, 1, 1, 3, 5, 5, 2, 2]
[1, 0, -3, 0, 0, -7, -3, -2]
[0, -1, -2, 0, 3, 1, -1, 0]
[-1, 1, -1, -1, -5, -5, -3, 0]
[-1, -1, 0, -3, -4, 3, 0, -1]
[-1, -4, -3, -3, -6, -9, -1, -2]
[-3, 0, -2, -4, -9, -1, -1, 1]
[0, -1, -1, -2, -2, -4, 0, 0]
[0, -4, 0, -3, -2, -8, -2, -2]
[-1, -2, 1, 1, 3, 22, -1, 0]
[0, 2, 8, 5, 2, -1, 1, -1]
[-2, -2, 2, -8, -3, -10, -3, -2]
[-2, -3, -8, -9, 0, 8, 0, 0]
[2, 2, -1, 8, 1, -1, -1, 1]
[0, 2, 3, 3, -3, -2, 1, 0]
[-3, -8, -29, 0, 3, -1, -1, -1]
[-1, -4, -13, -16, -6, 0, 0, -1]
[5, 17, 49, 42, 15, 19, 0, 0]
[-5, -8, -31, -21, -8, -6, -2, -1]
[0, 0, 11, -17, 6, -5, -3, -2]
[-1, 1, 6, -15, -5, 1, -2, -1]
[1, -6, -42, -27, -5, -6, 1, 1]
[0, 7, 19, 15, 2, -5, 2, -2]
[-2, -6, -11, -18, -5, -9, -2, -3]
[-2, 1, 7, 7, 1, 3, -1, -1]
[-1, -3, -4, -28, -5, -6, -1, 0]
[-1, -1, 2, 11, 2, -13, 0, 1]
[-2, -5, -12, -8, -1, 7, -1, 0]
[-1, -5, -2, 0, 1, 6, 0, -1]
[0, -3, -2, 5, 2, 0, 0, -1]
[0, -3, -7, 22, -2, -3, -2, -1]
[6, 19, 47, 45, 8, 15, 1, 2]
[1, 1, -3, 5, 7, 5, -4, 0]
[3, 5, 22, 2, 6, -12, -1, -1]
[-3, -6, -22, -14, -2, -2, -2, -4]
[-1, 0, -4, -10, -6, 7, 2, 1]
[-1, -3, -2, 4, -6, -12, -1, 1]
[-2, -4, 1, -5, -13, -4, -2, 0]
[0, -2, -9, 2, 9, -1, -4, -2]
[2, 2, 2, 3, 9, -18, -1, -3]
[0, -4, -9, -6, -9, 1, -1, 0]
[-2, -4, -9, -17, 20, -3, -1, -1]
[2, 13, 32, 9, 11, 18, 2, 1]
[2, 2, 6, 18, -19, -40, -2, 0]
[-3, -5, -7, -14, -25, -20, -6, -3]
[-2, -3, -13, 5, 58, 12, 4, -1]
[-3, -3, -6, -14, 17, 14, -2, -4]
[0, -2, -3, 8, 17, 31, 3, 0]
[0, -3, -15, -18, -6, 15, 3, -1]
[-4, -7, -6, 31, 48, -2, 0, -4]
[-1, 4, 26, -5, -51, -21, -5, -4]
[3, 6, 4, -12, 2, 42, -1, 3]
[-5, -7, -9, 40, -27, -13, 0, -1]
[-3, -10, -14, 26, 4, -5, -2, -1]
[1, -4, -19, -18, -32, -8, 0, -2]
[-1, 8, 48, 66, 31, 27, 0, -1]
[4, 14, 52, 7, 14, -27, -1, 5]
[2, 0, -8, 4, -2, -32, -1, 2]
[-6, -10, -16, -17, 12, 22, -5, -6]
[-1, 1, -5, -46, -53, 10, 0, -2]
[-10, -10, -18, -13, 0, 30, 5, -3]
[-17, -6, -47, -37, 17, -20, -27, -18]
[7, 1, 9, -11, -21, -27, 4, 13]
[-12, -8, -18, -25, -23, -4, -24, -22]
[7, 8, 2, 10, 2, 45, 14, 21]
[30, -1, 5, 7, 25, -9, 24, 18]
[-17, -26, 10, 24, 5, 5, 14, -11]
[-20, 5, 4, 0, 7, -33, -9, -11]
[57, -22, -24, -3, -13, -10, -23, 10]
[5, 15, 9, 20, 2, -5, 19, 31]
[1, -41, -55, -32, -17, -46, -7, -31]
[13, 28, 35, 66, 24, 12, 83, 17]
[-31, -14, -46, -73, -39, -28, -46, -18]
[-4, 11, 4, 23, -7, 3, 66, 12]
[-89, -12, 0, 5, -22, -16, -78, -100]
[-98, -22, 5, -38, -1, 48, -39, -44]
[-10, -2, -8, 12, 8, -87, 12, -40]
[32, 1, -1, 10, 60, -16, -71, -34]
[102, -41, -100, -30, -10, -82, 22, -22]
[77, 49, 69, 96, 82, 9, -91, -7]
[-44, -20, -38, -31, -44, 44, 127, 21]
[127, 37, 31, -48, -9, -26, 109, 127]
[-85, 0, 17, 22, 10, 4, 1, -27]
[12, -22, -12, -32, -47, -19, 14, -8]
[-65, 0, -2, -31, -9, 28, -62, -36]
[45, 10, -1, -5, -52, 24, 8, 22]
[12, -2, 10, 13, 21, 13, -29, 11]
[95, 18, 16, 39, 13, 9, -75, 24]
[-51, -5, 2, 12, 17, -16, -16, -35]
[-15, -5, -9, 4, 41, -6, -10, -3]
[-1, -7, -12, -23, -45, -10, -4, -1]
[12, 0, 0, -9, -11, -6, 54, 15]
[16, -8, -10, -18, -2, 17, -57, -31]
[-12, 2, 3, 12, 0, 13, 25, 5]
[8, 0, 6, 26, 15, -21, 31, 2]
[-29, -19, -23, -65, -85, -36, -95, -96]
[3, 3, -6, -34, -25, 9, 42, 30]
[-1, 0, 1, 16, 32, 12, 0, -15]
[2, 4, 8, 2, -1, -1, -4, 6]
[4, 6, 5, 7, 3, 5, 15, 19]
[-1, -2, -13, 5, 27, 0, 8, 20]
[-2, -2, -9, 18, 12, -5, -11, -7]
[3, 11, 31, 28, 29, 11, 10, 10]
[-1, 0, -5, -24, 2, -4, -2, -1]
[-2, -2, -4, 3, -22, -6, 0, -1]
[0, 0, -5, -9, -27, -2, -3, 0]
[-1, 1, -3, 10, 4, 3, 1, 1]
[0, 1, 1, -3, -8, 0, 3, 4]
[-1, -1, 3, 10, 2, -1, -4, -5]
[-2, 0, 3, 11, -24, 1, -1, 1]
[-2, -3, -6, 26, 24, 3, 2, 1]
[1, 0, -1, 11, 25, 3, 0, -1]
[0, 1, 7, 2, -1, -6, -3, -3]
[-2, -2, 4, -2, -18, 0, 1, 0]
[2, -1, -5, -5, 11, 3, 1, 1]
[-3, -2, -5, -8, -4, -3, 0, 1]
[-1, -2, -7, -6, 1, 0, -3, -2]
[1, 3, 5, 7, -4, 1, 0, 1]
[-1, -1, 4, -5, 7, -2, -1, 0]
[1, -1, -3, -11, 2, 0, 2, -1]
[-3, -3, -9, -8, 8, 6, -2, -3]
[0, 1, 7, 6, 22, 1, 2, 3]
[-1, -3, -13, -6, 1, -6, -1, -2]
[0, -1, -5, -2, 6, 0, -2, -2]
[0, 1, 0, 0, 6, -2, 1, -1]
[-3, -3, 3, 27, -4, -5, -2, -1]
[1, 4, -2, 9, 13, -1, -1, 1]
[0, -2, 6, 9, 6, 2, 0, -2]
[-3, -2, 0, 1, 8, 13, 3, 0]
[1, 3, 9, -8, -2, -1, -1, 2]
[-2, -1, -5, -6, -6, -2, -2, 0]
[-2, -1, -4, -14, -2, -3, -2, -1]
[-3, -2, 8, 12, 1, -2, 1, 0]
[1, 2, 12, 18, 3, -5, 1, 0]
[2, 10, 29, 6, 10, -1, 2, 2]
[-1, 1, 13, 5, -9, 1, -2, 0]
[0, -6, -26, -15, 7, 6, 1, 0]
[-1, -3, 1, 2, 23, 1, -1, -1]
[2, 2, -3, -14, -12, 3, 0, 1]
[2, 0, -4, -4, -18, -1, 0, 1]
[2, 6, 22, 15, -7, -3, -1, 0]
[0, 0, -6, -1, 15, -8, -2, -1]
[-1, -2, 0, 3, 20, 1, 1, -1]
[-1, 0, 18, 13, 9, -1, 0, -1]
[-2, -4, -16, -4, 9, 0, 1, -1]
[0, 1, -5, -10, 0, -5, -2, -2]
[-2, 2, 4, 1, -10, -2, -3, -2]
[-1, -2, -9, -14, -26, 1, 0, 0]
[-1, -3, -10, -5, -7, -15, -1, -2]
[0, -1, -1, 2, -19, -5, 1, 0]
[3, 8, 20, 11, -1, 1, 2, 2]
[-1, -3, -15, -12, -4, -2, -4, -2]
[-1, 0, 2, 4, 17, 6, 0, 0]
[-1, -3, -4, -3, -14, 2, -2, -1]
[-2, -5, -6, -1, -1, -1, -1, -1]
[-1, 0, -4, -8, 0, 2, 0, 0]
[0, 1, 16, 2, -11, -3, -1, 1]
[-2, -1, -1, 4, 7, 1, -1, -2]
[-2, -2, -1, -7, -17, -3, -2, -4]
[0, 0, -2, -1, 2, 3, 0, 0]
[1, -2, -2, -3, 8, -1, 0, -1]
[0, -1, 4, 8, 0, -4, -1, -1]
[-1, 1, 0, 7, 18, 5, 0, 0]
[-2, 0, -5, -13, -31, -8, -2, -3]
[-3, -4, -3, -10, -1, -4, -1, -1]
[-1, -2, -2, -1, 3, 3, 0, 0]
[-1, -2, -4, -8, -19, -3, -2, -2]
[-1, 0, -3, -1, -2, 0, -2, -1]
[1, 0, 2, 7, 15, 1, 7, 3]
[0, -1, -1, -4, -39, -3, 0, 0]
[1, 7, 0, -6, -1, 2, 0, -1]
[-2, 0, -1, 1, 6, 1, -2, 0]
[-1, -2, -4, -2, 8, 0, -1, 0]
[-1, -3, -3, -7, 6, 0, -3, -5]
[-1, -3, -4, -5, 1, -1, -2, -1]
[0, -1, 1, 2, 13, 1, -3, -1]
[0, -2, -2, -1, 1, -1, -2, 0]
[0, 1, 0, 2, 36, 5, -1, 0]
[-1, -1, 2, 8, 27, 5, 1, -1]
[0, 1, 0, 2, -11, -1, -1, 0]
[-2, -1, 0, -2, -16, -2, -2, -1]
[-1, -1, 0, -2, -8, -1, 0, 1]
[-1, 0, 10, 8, -4, -2, -2, 0]
[-2, -2, -8, -5, -17, -4, -4, -4]
[-2, -1, -3, 2, 9, 0, -1, -1]
[-4, -3, -6, -9, -6, -4, 0, -2]
[0, 3, -3, -9, -18, -10, 2, 1]
[0, -3, -6, -5, -2, -5, -3, 0]
[1, 3, 30, 10, 19, 1, 1, 1]
[0, 2, 20, 12, 8, 7, 0, 1]
[0, -2, -3, -2, 2, -1, -2, -1]
[0, 0, -3, 0, -9, -2, -1, -1]
[-1, 0, -10, -2, -9, -1, -2, 0]
[0, -3, -3, 6, 17, 10, 1, -2]
[1, -2, -6, -11, -12, -1, -1, 1]
[-2, -2, -8, -7, -5, 3, -1, 1]
