,timestamp_leitura,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z
5,1683959045.6698232,1.400607944,-0.088585466,9.255983353,-0.105252676,0.022649311,-0.013056661
6,1683959045.6698232,1.400607944,-0.090979666,9.258378029,-0.105252676,0.022649311,-0.013056661
7,1683959045.6698232,1.403002143,-0.088585466,9.25358963,-0.105252676,0.022649311,-0.013056661
8,1683959045.6698232,1.403002143,-0.088585466,9.251194954,-0.105252676,0.022649311,-0.013056661
9,1683959045.6698232,1.403002143,-0.086191259,9.25358963,-0.105252676,0.022382848,-0.013323124
10,1683959045.6698232,1.405396342,-0.086191259,9.25358963,-0.104986221,0.022382848,-0.013056661
11,1683959045.6698232,1.405396342,-0.086191259,9.255983353,-0.105252676,0.022649311,-0.013056661
12,1683959045.6698232,1.405396342,-0.086191259,9.260771751,-0.104986221,0.022382848,-0.013056661
13,1683959045.6698232,1.407790542,-0.08379706,9.260771751,-0.104986221,0.022382848,-0.013056661
14,1683959045.6698232,1.405396342,-0.079008654,9.258378029,-0.105252676,0.022382848,-0.013056661
0,1683959045.7098002,1.395819545,-0.090979666,9.277531624,-0.104986221,0.022649311,-0.012523737
1,1683959045.7098002,1.398213744,-0.088585466,9.270348549,-0.104719758,0.022649311,-0.012523737
2,1683959045.7098002,1.398213744,-0.088585466,9.270348549,-0.104986221,0.022649311,-0.012523737
3,1683959045.7098002,1.395819545,-0.090979666,9.275136948,-0.104986221,0.022649311,-0.012523737
4,1683959045.7098002,1.398213744,-0.086191259,9.277531624,-0.104986221,0.022649311,-0.012523737
5,1683959045.7098002,1.395819545,-0.086191259,9.277531624,-0.104986221,0.022382848,-0.012523737
6,1683959045.7098002,1.395819545,-0.086191259,9.277531624,-0.104986221,0.022382848,-0.012523737
7,1683959045.7098002,1.391031146,-0.086191259,9.277531624,-0.104986221,0.022382848,-0.012523737
8,1683959045.7098002,1.391031146,-0.088585466,9.272743225,-0.104986221,0.022382848,-0.012523737
9,1683959045.7098002,1.391031146,-0.088585466,9.270348549,-0.104986221,0.022382848,-0.012523737
10,1683959045.7098002,1.393425345,-0.093373865,9.26556015,-0.104986221,0.022382848,-0.012790199
11,1683959045.7098002,1.393425345,-0.090979666,9.267954826,-0.104719758,0.022382848,-0.012790199
12,1683959045.7098002,1.393425345,-0.090979666,9.270348549,-0.104986221,0.022116385,-0.012790199
13,1683959045.7098002,1.395819545,-0.08379706,9.270348549,-0.104986221,0.022116385,-0.012790199
14,1683959045.7098002,1.395819545,-0.086191259,9.270348549,-0.105252676,0.022382848,-0.012523737
0,1683959045.7487755,1.393425345,-0.086191259,9.287108421,-0.104986221,0.022382848,-0.012523737
1,1683959045.7487755,1.393425345,-0.08379706,9.289502144,-0.104986221,0.022382848,-0.012523737
2,1683959045.7487755,1.393425345,-0.081402861,9.287108421,-0.104986221,0.022649311,-0.012523737
3,1683959045.7487755,1.393425345,-0.081402861,9.284713745,-0.104719758,0.022382848,-0.012523737
4,1683959045.7487755,1.393425345,-0.081402861,9.279925346,-0.104719758,0.022382848,-0.012523737
5,1683959045.7487755,1.393425345,-0.08379706,9.277531624,-0.104719758,0.022382848,-0.012523737
6,1683959045.7487755,1.395819545,-0.086191259,9.277531624,-0.104719758,0.022382848,-0.012790199
7,1683959045.7487755,1.395819545,-0.086191259,9.275136948,-0.104719758,0.022649311,-0.012790199
8,1683959045.7487755,1.398213744,-0.088585466,9.277531624,-0.104986221,0.022649311,-0.012790199
9,1683959045.7487755,1.398213744,-0.088585466,9.275136948,-0.104986221,0.022649311,-0.012790199
10,1683959045.7487755,1.400607944,-0.088585466,9.275136948,-0.105252676,0.022382848,-0.012790199
