,timestamp,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z,left_data_flex_1,left_data_flex_2,left_data_flex_3,left_data_flex_4,left_data_flex_5
2,1693677650572931000,1.013944387,-0.845153213,10.24838066,-0.061819296,-0.002264931,-0.008393568,-26,39,86,3,-8
3,1693677650573931000,1.012747288,-0.843956113,10.24838066,-0.061686065,-0.002797856,-0.008393568,-28,38,89,11,-9
4,1693677650574931000,1.015141487,-0.849941611,10.25675964,-0.061552834,-0.002931087,-0.008526799,-26,41,92,11,-7
0,1693677650591917500,1.018732786,-0.85473001,10.26753426,-0.062352221,-0.0021317,-0.008660031,-24,45,90,10,-18
1,1693677650592917500,1.019929886,-0.85473001,10.26394272,-0.062218986,-0.0021317,-0.008793262,-23,45,89,13,-8
2,1693677650593917500,1.022324085,-0.85353291,10.25316906,-0.062218986,-0.001865237,-0.008926493,-24,43,81,6,-12
3,1693677650594917500,1.023521185,-0.85353291,10.25077438,-0.062218986,-0.001598775,-0.008793262,-23,47,90,8,-3
4,1693677650595917500,1.027112484,-0.852335811,10.24957752,-0.062085759,-0.001332312,-0.008926493,-21,46,90,13,-12
0,1693677650608910200,1.024718285,-0.842759013,10.26753426,-0.062352221,-0.001332312,-0.008526799,-16,45,89,11,-7
1,1693677650609910200,1.021126986,-0.846350312,10.26633644,-0.062485453,-0.001598775,-0.008526799,-30,37,83,8,-7
2,1693677650610910200,1.019929886,-0.852335811,10.26035118,-0.062485453,-0.001865237,-0.008526799,-24,41,85,11,-9
3,1693677650611910200,1.022324085,-0.851138711,10.25915432,-0.062218986,-0.001865237,-0.008526799,-24,43,90,8,-9
4,1693677650612910200,1.022324085,-0.851138711,10.25077438,-0.062352221,-0.001998469,-0.008526799,-16,47,90,13,-3
0,1693677650658998200,1.021126986,-0.849941611,10.26992798,-0.062751912,-0.001732006,-0.008793262,-20,42,90,7,-4
1,1693677650659998200,1.023521185,-0.847547412,10.26753426,-0.062751912,-0.001465544,-0.008793262,-26,41,86,0,-15
2,1693677650660998200,1.023521185,-0.845153213,10.26753426,-0.06261868,-0.001598775,-0.008660031,-27,39,89,8,-5
3,1693677650661998200,1.025915384,-0.842759013,10.27112484,-0.06261868,-0.001598775,-0.008793262,-20,43,90,10,-6
4,1693677650662998200,1.023521185,-0.842759013,10.26992798,-0.06261868,-0.001598775,-0.008793262,-19,44,89,12,-5
0,1693677650713416700,1.022324085,-0.851138711,10.25795746,-0.062085759,-0.001865237,-0.008526799,-30,45,85,3,-5
1,1693677650714416700,1.023521185,-0.848744512,10.25915432,-0.062085759,-0.001998469,-0.008526799,-27,43,84,10,-12
2,1693677650715416700,1.018732786,-0.847547412,10.25675964,-0.062085759,-0.0021317,-0.008660031,-20,45,84,10,-8
3,1693677650716416700,1.018732786,-0.845153213,10.25915432,-0.062218986,-0.0021317,-0.008793262,-27,43,85,13,-4
4,1693677650717416700,1.016338587,-0.846350312,10.25795746,-0.062485453,-0.0021317,-0.008793262,-20,51,87,7,-7
0,1693677650827140100,1.021126986,-0.849941611,10.25436592,-0.062218986,-0.0021317,-0.008127105,-24,46,84,3,-14
1,1693677650828140100,1.023521185,-0.848744512,10.25436592,-0.062218986,-0.001998469,-0.008393568,-23,38,84,9,-11
2,1693677650829140100,1.024718285,-0.849941611,10.25436592,-0.062352221,-0.001998469,-0.008260337,-22,41,89,12,-7
3,1693677650830140100,1.023521185,-0.852335811,10.24718285,-0.062352221,-0.001732006,-0.008260337,-23,43,89,13,-8
4,1693677650831140100,1.022324085,-0.851138711,10.24718285,-0.062352221,-0.001732006,-0.008393568,-24,47,89,13,-4
0,1693677650869543400,1.022324085,-0.859518409,10.25556278,-0.062485453,-0.001465544,-0.008793262,-19,37,80,9,-15
1,1693677650870543400,1.023521185,-0.857124209,10.26154804,-0.062485453,-0.001332312,-0.008793262,-24,43,84,13,-7
2,1693677650871543400,1.024718285,-0.859518409,10.26154804,-0.062485453,-0.001332312,-0.008526799,-22,45,89,3,-9
3,1693677650872543400,1.022324085,-0.858321309,10.26154804,-0.062352221,-0.001332312,-0.008526799,-26,42,83,12,-9
4,1693677650873543400,1.025915384,-0.858321309,10.26873112,-0.062218986,-0.001465544,-0.008526799,-24,45,85,10,-9
0,1693677650954016400,1.028309584,-0.847547412,10.25316906,-0.062085759,-0.001732006,-0.008526799,-26,43,89,6,-11
1,1693677650955016400,1.030703783,-0.851138711,10.25675964,-0.062085759,-0.001732006,-0.008393568,-23,38,88,10,-9
2,1693677650956016400,1.029506683,-0.849941611,10.25795746,-0.061952524,-0.001598775,-0.008526799,-11,46,90,10,-7
3,1693677650957016400,1.027112484,-0.852335811,10.26154804,-0.062085759,-0.001598775,-0.008526799,-20,37,88,10,-9
4,1693677650958016400,1.024718285,-0.852335811,10.26274586,-0.061952524,-0.001465544,-0.008526799,-21,41,88,8,-9
0,1693677651027677600,1.021126986,-0.842759013,10.26154804,-0.062352221,-0.001332312,-0.008660031,-25,47,89,12,-8
1,1693677651028677600,1.019929886,-0.841561913,10.26154804,-0.062352221,-0.001332312,-0.008660031,-26,42,87,8,-6
2,1693677651029677600,1.015141487,-0.842759013,10.26154804,-0.062352221,-0.001465544,-0.008660031,-16,44,90,13,-6
3,1693677651030677600,1.017535686,-0.841561913,10.25915432,-0.062352221,-0.001865237,-0.008660031,-30,47,90,11,-7
4,1693677651031677600,1.018732786,-0.841561913,10.25795746,-0.062218986,-0.001865237,-0.008660031,-22,43,85,3,-5
0,1693677651065585400,1.022324085,-0.859518409,10.25556278,-0.06261868,-0.001598775,-0.008393568,-24,42,87,8,-4
1,1693677651066585400,1.022324085,-0.860715508,10.25556278,-0.062485453,-0.001465544,-0.008526799,-18,47,89,13,-5
2,1693677651067585400,1.022324085,-0.859518409,10.25675964,-0.062485453,-0.001465544,-0.008526799,-27,44,91,13,-3
3,1693677651068585400,1.023521185,-0.857124209,10.26394272,-0.062485453,-0.001598775,-0.008393568,-22,46,87,4,-8
4,1693677651069585400,1.019929886,-0.85592711,10.26274586,-0.062485453,-0.001598775,-0.008393568,-27,37,90,10,-9
0,1693677651127072600,1.030703783,-0.852335811,10.27471638,-0.062352221,-0.001998469,-0.008127105,-23,43,90,10,-9
1,1693677651128072600,1.029506683,-0.85473001,10.27351952,-0.062352221,-0.001998469,-0.008127105,-24,47,89,-1,-5
2,1693677651129072600,1.029506683,-0.859518409,10.26633644,-0.062352221,-0.001865237,-0.008393568,-23,48,90,11,-12
3,1693677651130072600,1.028309584,-0.858321309,10.26633644,-0.062352221,-0.001732006,-0.008393568,-24,35,85,8,-12
4,1693677651131072600,1.028309584,-0.857124209,10.26154804,-0.062485453,-0.001865237,-0.008393568,-34,35,89,4,-11
0,1693677651187932800,1.027112484,-0.847547412,10.25197124,-0.062085759,-0.001199081,-0.008393568,-18,48,90,12,-5
1,1693677651188932800,1.027112484,-0.847547412,10.25556278,-0.062218986,-0.001199081,-0.008660031,-23,47,89,13,-2
2,1693677651189932800,1.027112484,-0.848744512,10.25556278,-0.062218986,-0.001199081,-0.008660031,-23,41,85,12,-5
3,1693677651190932800,1.025915384,-0.852335811,10.25436592,-0.062218986,-0.001332312,-0.008660031,-30,41,86,11,-13
4,1693677651191932800,1.024718285,-0.852335811,10.25795746,-0.062352221,-0.00106585,-0.008660031,-37,39,83,9,-11
0,1693677651276045900,1.024718285,-0.845153213,10.26873112,-0.062485453,-0.001199081,-0.008660031,-16,43,85,13,-3
1,1693677651277045900,1.022324085,-0.846350312,10.26873112,-0.062485453,-0.001465544,-0.008660031,-24,35,90,13,-8
2,1693677651278045900,1.022324085,-0.847547412,10.26274586,-0.062485453,-0.001598775,-0.008660031,-24,38,83,13,-7
3,1693677651279045900,1.022324085,-0.843956113,10.26274586,-0.062485453,-0.001465544,-0.008393568,-18,43,85,10,-11
4,1693677651280045900,1.021126986,-0.845153213,10.26513958,-0.06261868,-0.001465544,-0.008393568,-24,42,91,12,-9
0,1693677651335540500,1.031900883,-0.846350312,10.27112484,-0.062485453,-0.001332312,-0.009059724,-22,45,86,10,-12
1,1693677651336540500,1.031900883,-0.847547412,10.26633644,-0.062485453,-0.001332312,-0.009059724,-33,37,89,12,-5
2,1693677651337540500,1.031900883,-0.848744512,10.26753426,-0.062485453,-0.001332312,-0.009059724,-28,41,87,10,-12
3,1693677651338540500,1.031900883,-0.851138711,10.26753426,-0.06261868,-0.001199081,-0.008926493,-19,43,84,9,-8
4,1693677651339540500,1.027112484,-0.848744512,10.27591324,-0.06261868,-0.001332312,-0.008793262,-23,41,85,7,-8
0,1693677651400822200,1.027112484,-0.85592711,10.26154804,-0.06261868,-0.000932619,-0.008393568,-20,37,87,9,-8
1,1693677651401822200,1.025915384,-0.857124209,10.26633644,-0.062485453,-0.000932619,-0.008526799,-24,45,87,6,-7
2,1693677651402822200,1.028309584,-0.85592711,10.26873112,-0.06261868,-0.000932619,-0.008660031,-26,45,89,7,-11
3,1693677651403822200,1.025915384,-0.85592711,10.26753426,-0.062485453,-0.000932619,-0.008660031,-26,46,90,7,-12
4,1693677651404822200,1.023521185,-0.85473001,10.26633644,-0.062352221,-0.00106585,-0.008660031,-20,57,90,12,7
0,1693677651459995800,1.030703783,-0.85353291,10.26394272,-0.062218986,-0.001598775,-0.008526799,-27,48,89,4,-9
1,1693677651460995800,1.028309584,-0.852335811,10.26513958,-0.062218986,-0.001732006,-0.008393568,-22,28,101,7,-4
2,1693677651461995800,1.025915384,-0.85473001,10.25915432,-0.062218986,-0.001732006,-0.008526799,-27,43,85,13,-11
3,1693677651462995800,1.021126986,-0.852335811,10.25556278,-0.062085759,-0.001598775,-0.008526799,-23,47,87,10,-8
4,1693677651463995800,1.018732786,-0.85473001,10.25795746,-0.061952524,-0.001598775,-0.008660031,-34,47,90,16,-3
0,1693677651545501100,1.030703783,-0.847547412,10.27591324,-0.061952524,-0.001598775,-0.008793262,-28,34,81,10,-7
1,1693677651546501100,1.028309584,-0.848744512,10.27351952,-0.061952524,-0.001732006,-0.008793262,-29,45,85,13,-9
2,1693677651547501100,1.029506683,-0.852335811,10.27830791,-0.061819296,-0.001865237,-0.008660031,-23,44,87,13,-7
3,1693677651548501100,1.025915384,-0.852335811,10.27232265,-0.061819296,-0.001865237,-0.008526799,-18,42,90,6,-6
4,1693677651549501100,1.024718285,-0.849941611,10.26873112,-0.061686065,-0.001732006,-0.008660031,-22,46,90,11,-5
0,1693677651611536100,1.022324085,-0.85473001,10.25915432,-0.061952524,-0.002264931,-0.008526799,-27,45,83,10,8
1,1693677651612536100,1.022324085,-0.85473001,10.25316906,-0.061819296,-0.0021317,-0.008526799,-20,37,79,9,-7
2,1693677651613536100,1.022324085,-0.852335811,10.26035118,-0.061952524,-0.0021317,-0.008393568,-20,42,90,12,-7
3,1693677651614536100,1.019929886,-0.852335811,10.26274586,-0.061952524,-0.0021317,-0.008526799,-20,37,93,13,-3
4,1693677651615536100,1.022324085,-0.849941611,10.26394272,-0.062085759,-0.001998469,-0.008393568,-20,39,87,8,-8
0,1693677651667997200,1.021126986,-0.834379315,10.25795746,-0.062352221,-0.001998469,-0.008660031,-30,33,78,-1,-7
1,1693677651668997200,1.022324085,-0.833182216,10.25915432,-0.062218986,-0.001998469,-0.008660031,-20,37,83,5,-7
2,1693677651669997200,1.022324085,-0.833182216,10.26394272,-0.062352221,-0.001998469,-0.008660031,-29,41,89,11,-16
3,1693677651670997200,1.022324085,-0.834379315,10.26274586,-0.062352221,-0.001998469,-0.008793262,-17,49,90,2,1
4,1693677651671997200,1.024718285,-0.837970614,10.26035118,-0.062352221,-0.001865237,-0.008660031,-23,45,83,10,-9
0,1693677651745936700,1.017535686,-0.852335811,10.25915432,-0.06261868,-0.002664625,-0.008926493,-24,45,85,10,-11
1,1693677651746936700,1.021126986,-0.851138711,10.25316906,-0.062485453,-0.002664625,-0.008926493,-24,43,90,6,-9
2,1693677651747936700,1.021126986,-0.85473001,10.24957752,-0.062485453,-0.002664625,-0.008793262,-31,42,83,9,-11
3,1693677651748936700,1.019929886,-0.85353291,10.24718285,-0.06261868,-0.002797856,-0.008793262,-21,49,90,7,-5
4,1693677651749936700,1.019929886,-0.85473001,10.24957752,-0.06261868,-0.002797856,-0.008926493,-20,41,84,7,-9
0,1693677651802567600,1.025915384,-0.851138711,10.24478912,-0.062485453,-0.001598775,-0.008260337,-20,32,80,6,-7
1,1693677651803567600,1.027112484,-0.849941611,10.24119759,-0.062485453,-0.001465544,-0.008393568,-24,43,88,6,-8
2,1693677651804567600,1.027112484,-0.846350312,10.24359226,-0.062485453,-0.001598775,-0.008127105,-26,47,88,13,0
3,1693677651805567600,1.024718285,-0.846350312,10.24598598,-0.062218986,-0.001732006,-0.008127105,-33,47,89,11,-8
4,1693677651806567600,1.024718285,-0.846350312,10.25077438,-0.062218986,-0.001465544,-0.008260337,-25,41,82,7,-13
0,1693677651899538700,1.021126986,-0.85353291,10.25795746,-0.062485453,-0.001598775,-0.008793262,-27,41,84,8,-9
1,1693677651900538700,1.022324085,-0.85592711,10.25675964,-0.062352221,-0.001732006,-0.008660031,-26,43,83,8,-6
2,1693677651901538700,1.025915384,-0.85592711,10.25436592,-0.062218986,-0.001598775,-0.008526799,-18,47,89,12,-9
3,1693677651902538700,1.028309584,-0.85473001,10.25675964,-0.062218986,-0.001732006,-0.008526799,-26,42,87,6,-8
4,1693677651903538700,1.028309584,-0.859518409,10.26035118,-0.062218986,-0.001732006,-0.008526799,-22,41,87,8,-8
0,1693677651947481900,1.027112484,-0.849941611,10.26753426,-0.062352221,-0.001732006,-0.008926493,-23,38,87,11,-4
1,1693677651948481900,1.027112484,-0.848744512,10.26753426,-0.06261868,-0.001465544,-0.008793262,-28,44,89,8,-9
2,1693677651949481900,1.031900883,-0.847547412,10.26873112,-0.062485453,-0.001465544,-0.008926493,-22,41,80,8,-11
3,1693677651950481900,1.027112484,-0.847547412,10.26513958,-0.062485453,-0.001465544,-0.008793262,-24,47,89,10,-13
4,1693677651951481900,1.023521185,-0.848744512,10.26873112,-0.062485453,-0.001598775,-0.008793262,-29,37,79,2,-12
0,1693677652048553200,1.028309584,-0.857124209,10.27471638,-0.062085759,-0.001732006,-0.008926493,-18,48,88,11,-9
1,1693677652049553200,1.029506683,-0.857124209,10.27351952,-0.062085759,-0.001732006,-0.008926493,-20,38,90,8,-3
2,1693677652050553200,1.027112484,-0.857124209,10.27591324,-0.062085759,-0.001598775,-0.009059724,-26,46,88,10,-6
3,1693677652051553200,1.027112484,-0.85353291,10.27591324,-0.061952524,-0.001598775,-0.009059724,-27,45,90,2,-9
4,1693677652052553200,1.028309584,-0.858321309,10.27351952,-0.062085759,-0.001732006,-0.009059724,-28,38,86,12,-9
0,1693677652089566000,1.030703783,-0.849941611,10.26513958,-0.062218986,-0.001598775,-0.008526799,-20,45,89,6,-7
1,1693677652090566000,1.029506683,-0.851138711,10.26633644,-0.062352221,-0.001732006,-0.008260337,-25,41,89,7,-7
2,1693677652091566000,1.027112484,-0.849941611,10.26633644,-0.062352221,-0.001732006,-0.008260337,-23,47,84,9,-11
3,1693677652092566000,1.023521185,-0.851138711,10.26394272,-0.062352221,-0.001865237,-0.008260337,-20,41,85,8,-14
4,1693677652093566000,1.027112484,-0.852335811,10.26394272,-0.062485453,-0.001865237,-0.008260337,-28,53,91,11,-14
0,1693677652149990300,1.022324085,-0.849941611,10.26274586,-0.062218986,-0.001465544,-0.008393568,-20,45,91,14,-2
1,1693677652150990300,1.024718285,-0.847547412,10.26154804,-0.062085759,-0.001332312,-0.008393568,-26,42,79,11,-9
2,1693677652151990300,1.023521185,-0.849941611,10.26394272,-0.062218986,-0.001332312,-0.008260337,-20,43,85,9,-9
3,1693677652152990300,1.022324085,-0.85353291,10.26154804,-0.062218986,-0.001332312,-0.008127105,-23,45,81,10,-11
4,1693677652153990300,1.024718285,-0.85592711,10.25915432,-0.062085759,-0.001199081,-0.007993874,-26,43,87,9,-8
0,1693677652232795900,1.023521185,-0.859518409,10.27112484,-0.062352221,-0.001732006,-0.008260337,-24,39,90,8,-9
1,1693677652233795900,1.022324085,-0.857124209,10.26753426,-0.062218986,-0.001598775,-0.008393568,-28,44,87,2,-9
2,1693677652234795900,1.022324085,-0.858321309,10.26394272,-0.062352221,-0.001598775,-0.008393568,-23,45,83,6,-9
3,1693677652235795900,1.023521185,-0.859518409,10.26513958,-0.062352221,-0.001732006,-0.008393568,-27,42,95,12,-9
4,1693677652236795900,1.022324085,-0.860715508,10.27232265,-0.062352221,-0.001598775,-0.008526799,-23,42,85,10,-9
0,1693677652289269600,1.011550188,-0.857124209,10.26394272,-0.062085759,-0.001332312,-0.008926493,-24,43,89,-2,-6
1,1693677652290269600,1.013944387,-0.857124209,10.26394272,-0.062085759,-0.001332312,-0.009059724,-24,46,84,13,-8
2,1693677652291269600,1.019929886,-0.858321309,10.26513958,-0.062218986,-0.001332312,-0.008926493,-24,34,89,13,-12
3,1693677652292269600,1.023521185,-0.860715508,10.26753426,-0.062352221,-0.001332312,-0.008926493,-26,38,87,9,-2
4,1693677652293269600,1.023521185,-0.858321309,10.26753426,-0.062352221,-0.001332312,-0.008793262,-20,44,84,7,-11
0,1693677652348418500,1.017535686,-0.85473001,10.25436592,-0.062352221,-0.001465544,-0.008660031,-24,42,87,6,-11
1,1693677652349418500,1.017535686,-0.85473001,10.25077438,-0.062218986,-0.001598775,-0.008660031,-28,37,87,13,-8
2,1693677652350418500,1.021126986,-0.85353291,10.25077438,-0.062218986,-0.001465544,-0.008660031,-33,35,81,6,-11
3,1693677652351418500,1.022324085,-0.85473001,10.25436592,-0.062218986,-0.001598775,-0.008660031,-19,41,84,9,-9
4,1693677652352418500,1.019929886,-0.852335811,10.25197124,-0.062218986,-0.001465544,-0.008793262,-19,36,89,8,-4
0,1693677652437659900,1.023521185,-0.845153213,10.26753426,-0.062352221,-0.001732006,-0.008393568,-26,45,88,8,-12
1,1693677652438659900,1.024718285,-0.847547412,10.27112484,-0.062218986,-0.001598775,-0.008260337,-31,33,89,8,-13
2,1693677652439659900,1.023521185,-0.849941611,10.26873112,-0.062485453,-0.001865237,-0.008393568,-23,43,87,3,-9
3,1693677652440659900,1.024718285,-0.852335811,10.27112484,-0.062352221,-0.001732006,-0.008393568,-30,47,83,9,-8
4,1693677652441659900,1.024718285,-0.851138711,10.27351952,-0.062352221,-0.001732006,-0.008660031,-22,41,85,4,-5
0,1693677652505562800,1.035492182,-0.848744512,10.25915432,-0.062085759,-0.001465544,-0.008660031,-28,42,86,2,-9
1,1693677652506562800,1.034295082,-0.849941611,10.26274586,-0.061952524,-0.001598775,-0.008660031,-22,38,84,19,-8
2,1693677652507562800,1.033097982,-0.847547412,10.25675964,-0.061952524,-0.001465544,-0.008660031,-22,37,87,8,-8
3,1693677652508562800,1.030703783,-0.846350312,10.25316906,-0.061819296,-0.001465544,-0.008660031,-24,44,86,2,-9
4,1693677652509562800,1.025915384,-0.847547412,10.25556278,-0.062085759,-0.001465544,-0.008926493,-22,41,88,4,-5
0,1693677652560320500,1.029506683,-0.85473001,10.26035118,-0.062218986,-0.001199081,-0.009059724,-23,33,86,12,-13
1,1693677652561320500,1.028309584,-0.85592711,10.26035118,-0.062085759,-0.001332312,-0.008926493,-22,45,74,7,-9
2,1693677652562320500,1.028309584,-0.859518409,10.26035118,-0.062085759,-0.001332312,-0.009059724,-20,41,90,10,-12
3,1693677652563320500,1.025915384,-0.863109708,10.26035118,-0.062218986,-0.001332312,-0.008793262,-33,47,85,13,-9
4,1693677652564320500,1.025915384,-0.863109708,10.25915432,-0.062218986,-0.001332312,-0.008660031,-22,31,85,7,-8
0,1693677652610923200,1.033097982,-0.845153213,10.25436592,-0.06261868,-0.001732006,-0.008526799,-11,34,86,7,-12
1,1693677652611923200,1.034295082,-0.843956113,10.25556278,-0.06261868,-0.001865237,-0.008526799,-28,38,80,10,-11
2,1693677652612923200,1.034295082,-0.842759013,10.25915432,-0.062485453,-0.001732006,-0.008393568,-20,39,86,6,-4
3,1693677652613923200,1.034295082,-0.842759013,10.25556278,-0.06261868,-0.001865237,-0.008526799,-23,37,89,5,-9
4,1693677652614923200,1.035492182,-0.843956113,10.25795746,-0.06261868,-0.001998469,-0.008526799,-24,49,87,13,-7
0,1693677652691981800,1.024718285,-0.848744512,10.26513958,-0.062085759,-0.001732006,-0.008660031,-34,43,85,8,-15
1,1693677652692981800,1.024718285,-0.851138711,10.26513958,-0.062085759,-0.001998469,-0.008660031,-30,43,87,10,-8
2,1693677652693981800,1.023521185,-0.85353291,10.26154804,-0.062218986,-0.0021317,-0.008660031,-24,45,90,12,-8
3,1693677652694981800,1.023521185,-0.851138711,10.26035118,-0.062218986,-0.001865237,-0.008793262,-22,41,90,13,-10
4,1693677652695981800,1.021126986,-0.851138711,10.26035118,-0.062218986,-0.001865237,-0.008660031,-27,37,89,13,-8
0,1693677652752312700,1.016338587,-0.851138711,10.26035118,-0.061952524,-0.001465544,-0.008526799,-27,41,87,11,-9
1,1693677652753312700,1.019929886,-0.851138711,10.26513958,-0.061952524,-0.001465544,-0.008660031,-20,42,87,11,-8
2,1693677652754312700,1.018732786,-0.85353291,10.26633644,-0.061952524,-0.001332312,-0.008660031,-26,45,86,11,-6
3,1693677652755312700,1.017535686,-0.85353291,10.27232265,-0.062085759,-0.001598775,-0.008660031,-23,47,87,11,-11
4,1693677652756312700,1.018732786,-0.85353291,10.27112484,-0.061952524,-0.001598775,-0.008526799,-26,42,87,8,-9
0,1693677652832996600,1.021126986,-0.85473001,10.25915432,-0.062352221,-0.001332312,-0.009059724,-30,47,83,10,-8
1,1693677652833996600,1.022324085,-0.857124209,10.25915432,-0.062218986,-0.001332312,-0.009059724,-22,43,90,13,-6
2,1693677652834996600,1.022324085,-0.857124209,10.26154804,-0.062218986,-0.001465544,-0.009059724,-27,46,90,10,-8
3,1693677652835996600,1.021126986,-0.85473001,10.26154804,-0.062218986,-0.001199081,-0.009059724,-31,37,89,4,-7
4,1693677652836996600,1.021126986,-0.85473001,10.26035118,-0.062085759,-0.001332312,-0.009059724,-33,45,84,6,-15
0,1693677652892047500,1.040280581,-0.864306808,10.26992798,-0.062218986,-0.001732006,-0.008660031,-30,45,90,8,-13
1,1693677652893047500,1.039083481,-0.860715508,10.26513958,-0.062218986,-0.001732006,-0.008793262,-21,47,85,8,-3
2,1693677652894047500,1.042674899,-0.860715508,10.26274586,-0.062218986,-0.001598775,-0.008660031,-27,49,88,6,-9
3,1693677652895047500,1.043871999,-0.864306808,10.26753426,-0.062218986,-0.001598775,-0.008526799,-23,43,77,12,-8
4,1693677652896047500,1.040280581,-0.860715508,10.26753426,-0.062218986,-0.001465544,-0.008526799,-28,39,81,10,-13
0,1693677652952500000,1.024718285,-0.848744512,10.25077438,-0.062085759,-0.001865237,-0.008127105,-22,41,90,8,-3
1,1693677652953500000,1.019929886,-0.846350312,10.25077438,-0.061952524,-0.001865237,-0.008260337,-16,49,77,12,-11
2,1693677652954500000,1.021126986,-0.845153213,10.25436592,-0.061952524,-0.001998469,-0.008260337,-22,47,87,9,-9
3,1693677652955500000,1.021126986,-0.847547412,10.25795746,-0.062085759,-0.001998469,-0.008260337,-27,41,85,8,-12
4,1693677652956500000,1.023521185,-0.846350312,10.25915432,-0.062085759,-0.001865237,-0.008260337,-27,42,86,13,-9
0,1693677653035584400,1.028309584,-0.847547412,10.26154804,-0.062485453,-0.001598775,-0.008660031,-24,44,86,12,-16
1,1693677653036584400,1.030703783,-0.849941611,10.26154804,-0.062485453,-0.001465544,-0.008660031,-20,41,88,11,-8
2,1693677653037584400,1.027112484,-0.851138711,10.26154804,-0.062352221,-0.001332312,-0.008526799,-22,44,85,2,-9
3,1693677653038584400,1.025915384,-0.85592711,10.26873112,-0.062218986,-0.001199081,-0.008526799,-22,43,88,13,-10
4,1693677653039584400,1.028309584,-0.85473001,10.27112484,-0.062218986,-0.001332312,-0.008526799,-23,45,87,13,-7
0,1693677653091015400,1.022324085,-0.847547412,10.26992798,-0.061819296,-0.001732006,-0.008260337,-28,47,90,9,-12
1,1693677653092015400,1.022324085,-0.851138711,10.26992798,-0.061686065,-0.001865237,-0.008393568,-20,41,83,8,-11
2,1693677653093015400,1.018732786,-0.851138711,10.26513958,-0.061819296,-0.001732006,-0.008393568,-30,43,83,7,-15
3,1693677653094015400,1.016338587,-0.849941611,10.26154804,-0.061819296,-0.001598775,-0.008260337,-27,41,81,6,-9
4,1693677653095015400,1.017535686,-0.847547412,10.26154804,-0.061952524,-0.001732006,-0.008393568,-24,44,87,7,-7
0,1693677653194420300,1.028309584,-0.859518409,10.27351952,-0.062085759,-0.001598775,-0.008526799,-28,46,84,12,-12
1,1693677653195420300,1.027112484,-0.859518409,10.27471638,-0.062085759,-0.001598775,-0.008393568,-24,39,85,10,-7
2,1693677653196420300,1.025915384,-0.857124209,10.26873112,-0.062085759,-0.001732006,-0.008393568,-20,46,87,10,-13
3,1693677653197420300,1.023521185,-0.859518409,10.26753426,-0.062085759,-0.001732006,-0.008393568,-28,44,87,0,-8
4,1693677653198420300,1.023521185,-0.857124209,10.26753426,-0.062085759,-0.001732006,-0.008393568,-28,42,83,8,-8
0,1693677653229050500,1.021126986,-0.851138711,10.24478912,-0.062485453,-0.001732006,-0.008660031,-30,41,87,10,-9
1,1693677653230050500,1.019929886,-0.85473001,10.25077438,-0.06261868,-0.001732006,-0.008526799,-20,34,85,12,-15
2,1693677653231050500,1.022324085,-0.85353291,10.25675964,-0.062485453,-0.001598775,-0.008660031,-30,44,91,7,-15
3,1693677653232050500,1.024718285,-0.852335811,10.25556278,-0.062352221,-0.001598775,-0.008660031,-31,38,87,3,-8
4,1693677653233050500,1.025915384,-0.85353291,10.25197124,-0.06261868,-0.001732006,-0.008526799,-14,45,89,11,-8
0,1693677653288947700,1.029506683,-0.848744512,10.25077438,-0.062085759,-0.001598775,-0.008926493,-26,41,79,10,-9
1,1693677653289947700,1.033097982,-0.851138711,10.24957752,-0.062085759,-0.001465544,-0.009059724,-31,38,77,3,-9
2,1693677653290947700,1.029506683,-0.849941611,10.25077438,-0.062218986,-0.001332312,-0.009059724,-22,46,87,13,-7
3,1693677653291947700,1.029506683,-0.852335811,10.25556278,-0.062085759,-0.001332312,-0.008926493,-25,43,91,6,-6
4,1693677653292947700,1.030703783,-0.85473001,10.25795746,-0.061952524,-0.001199081,-0.008926493,-27,36,87,12,-5
0,1693677653377475400,1.029506683,-0.843956113,10.26154804,-0.062352221,-0.001732006,-0.008127105,-24,43,84,10,-11
1,1693677653378475400,1.029506683,-0.846350312,10.26035118,-0.062218986,-0.001732006,-0.008127105,-24,41,88,4,-12
2,1693677653379475400,1.028309584,-0.847547412,10.26035118,-0.062218986,-0.001598775,-0.007993874,-28,47,84,9,-8
3,1693677653380475400,1.029506683,-0.848744512,10.25915432,-0.062218986,-0.001465544,-0.007993874,-22,43,80,16,-8
4,1693677653381475400,1.030703783,-0.847547412,10.25915432,-0.062085759,-0.001598775,-0.007993874,-28,42,90,10,-4
0,1693677653449186800,1.034295082,-0.858321309,10.26154804,-0.062485453,-0.001332312,-0.008393568,-29,35,79,2,-13
1,1693677653450186800,1.031900883,-0.857124209,10.26035118,-0.06261868,-0.001332312,-0.008393568,-21,38,80,4,-4
2,1693677653451186800,1.030703783,-0.857124209,10.25556278,-0.062751912,-0.001199081,-0.008260337,-27,34,89,4,-8
3,1693677653452186800,1.030703783,-0.858321309,10.24718285,-0.06261868,-0.00106585,-0.008127105,-21,41,85,13,-9
4,1693677653453186800,1.028309584,-0.85473001,10.24598598,-0.06261868,-0.00106585,-0.007993874,-28,45,81,-1,-8
