timestamp,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z
1689140540865512100,15.0,11.0,-1.0,-4.0,-15.0,-3.0,-45.0,-9.0,,,,,,,,,,,,
1689140540879624500,18.0,12.0,-30.0,-12.0,-16.0,-5.0,17.0,28.0,,,,,,,,,,,,
1689140540881648100,10.0,-10.0,-12.0,15.0,13.0,5.0,-20.0,32.0,,,,,,,,,,,,
1689140540887490900,57.0,17.0,38.0,5.0,-6.0,-4.0,-13.0,-44.0,,,,,,,,,,,,
1689140540888496800,-29.0,-36.0,-32.0,-11.0,-10.0,-9.0,3.0,-2.0,,,,,,,,,,,,
1689140540902781600,-50.0,-7.0,-24.0,-10.0,-10.0,-10.0,-8.0,-12.0,,,,,,,,,,,,
1689140540904780000,-5.0,-18.0,14.0,-15.0,-3.0,5.0,9.0,-11.0,,,,,,,,,,,,
1689140540905779200,-8.0,-20.0,-89.0,-59.0,-37.0,-20.0,-10.0,23.0,,,,,,,,,,,,
1689140540906778500,46.0,68.0,102.0,88.0,70.0,22.0,23.0,22.0,,,,,,,,,,,,
1689140540918771900,-15.0,26.0,38.0,32.0,15.0,-1.0,-11.0,-28.0,,,,,,,,,,,,
1689140540919794300,8.0,14.0,10.0,3.0,-2.0,-1.0,25.0,4.0,,,,,,,,,,,,
1689140540924770500,21.0,-6.0,-49.0,-47.0,0.0,-4.0,-14.0,1.0,,,,,,,,,,,,
1689140540925790000,-55.0,-28.0,-13.0,-60.0,-53.0,-26.0,-7.0,-24.0,,,,,,,,,,,,
1689140540939760000,-31.0,-27.0,36.0,60.0,11.0,17.0,4.0,9.0,,,,,,,,,,,,
1689140540940765300,13.0,-13.0,-32.0,23.0,56.0,11.0,9.0,-24.0,,,,,,,,,,,,
1689140540946757300,-23.0,48.0,10.0,-31.0,-3.0,2.0,9.0,9.0,,,,,,,,,,,,
1689140540948774100,25.0,-51.0,-31.0,-38.0,-30.0,-11.0,-8.0,0.0,,,,,,,,,,,,
1689140540963748100,-40.0,20.0,-65.0,-27.0,-28.0,-11.0,1.0,-8.0,,,,,,,,,,,,
1689140540964746300,-17.0,-52.0,26.0,-32.0,-30.0,-12.0,-18.0,-15.0,,,,,,,,,,,,
1689140540965744800,6.0,17.0,7.0,30.0,-4.0,2.0,-14.0,-10.0,,,,,,,,,,,,
1689140540967746300,-44.0,46.0,22.0,19.0,19.0,16.0,19.0,18.0,,,,,,,,,,,,
1689140540978737000,58.0,-77.0,-42.0,-28.0,-12.0,-10.0,-11.0,-14.0,,,,,,,,,,,,
1689140540980735400,16.0,26.0,-8.0,-21.0,-10.0,-7.0,-9.0,1.0,,,,,,,,,,,,
1689140540984734100,18.0,40.0,38.0,35.0,33.0,12.0,12.0,9.0,,,,,,,,,,,,
1689140540985733100,-6.0,-1.0,-2.0,-43.0,-41.0,-18.0,-10.0,-11.0,,,,,,,,,,,,
1689140540999724900,-35.0,4.0,43.0,59.0,31.0,8.0,-1.0,-5.0,,,,,,,,,,,,
1689140541000728600,-27.0,14.0,-32.0,-54.0,-11.0,-11.0,-2.0,-4.0,,,,,,,,,,,,
1689140541007721100,43.0,-65.0,32.0,123.0,57.0,24.0,13.0,22.0,,,,,,,,,,,,
1689140541008721200,20.0,10.0,-9.0,-40.0,-15.0,-12.0,-10.0,-11.0,,,,,,,,,,,,
1689140541022410800,-12.0,24.0,-65.0,-88.0,-48.0,-11.0,3.0,10.0,,,,,,,,,,,,
1689140541024415300,-9.0,-19.0,57.0,108.0,-3.0,17.0,12.0,7.0,,,,,,,,,,,,
1689140541029572900,-46.0,-4.0,-12.0,-69.0,-27.0,-8.0,-4.0,-16.0,,,,,,,,,,,,
1689140541031542800,53.0,23.0,16.0,-26.0,-13.0,-1.0,4.0,-10.0,,,,,,,,,,,,
1689140541038812400,20.0,-46.0,-7.0,-43.0,-3.0,-2.0,-14.0,-10.0,,,,,,,,,,,,
1689140541039811500,24.0,19.0,-30.0,-16.0,-46.0,-19.0,-14.0,1.0,,,,,,,,,,,,
1689140541044807900,-9.0,-32.0,19.0,-12.0,-11.0,-4.0,-3.0,-4.0,,,,,,,,,,,,
1689140541045805800,46.0,13.0,5.0,57.0,16.0,5.0,7.0,18.0,,,,,,,,,,,,
1689140541059796500,28.0,6.0,-31.0,-35.0,9.0,2.0,-1.0,4.0,,,,,,,,,,,,
1689140541061799100,39.0,53.0,31.0,46.0,35.0,20.0,10.0,7.0,,,,,,,,,,,,
1689140541066793700,-31.0,10.0,5.0,-4.0,-1.0,-1.0,-1.0,-4.0,,,,,,,,,,,,
1689140541068791300,5.0,-22.0,4.0,23.0,34.0,7.0,0.0,5.0,,,,,,,,,,,,
1689140541083782900,-30.0,-56.0,-20.0,-19.0,-46.0,-23.0,-7.0,-11.0,,,,,,,,,,,,
1689140541084782400,-16.0,20.0,-13.0,-21.0,-4.0,-4.0,0.0,4.0,,,,,,,,,,,,
1689140541089778900,10.0,14.0,-7.0,-44.0,-6.0,2.0,-4.0,2.0,,,,,,,,,,,,
1689140541091778300,-41.0,13.0,11.0,-51.0,-57.0,-18.0,-5.0,-11.0,,,,,,,,,,,,
1689140541098774400,43.0,26.0,17.0,32.0,71.0,25.0,14.0,22.0,,,,,,,,,,,,
1689140541100794700,-2.0,-4.0,-3.0,-17.0,-14.0,-3.0,-2.0,-4.0,,,,,,,,,,,,
1689140541112773600,-19.0,-11.0,25.0,57.0,22.0,5.0,4.0,-1.0,0.799663365,-0.248996973,10.65419769,0.106318533,0.011990812,-0.015987748,-0.275333196,0.316034615,9.246406555,-0.104186833,0.022116385,-0.012257273
1689140541114768300,6.0,-4.0,-16.0,-27.0,8.0,-1.0,0.0,-2.0,,,,,,,,,,,,
1689140541119761900,-3.0,2.0,-22.0,-62.0,-3.0,-9.0,-3.0,3.0,,,,,,,,,,,,
1689140541120761800,-63.0,-41.0,13.0,67.0,-7.0,-4.0,-7.0,-17.0,,,,,,,,,,,,
1689140541127505800,85.0,39.0,-17.0,24.0,35.0,9.0,6.0,17.0,,,,,,,,,,,,
1689140541128522900,-56.0,-82.0,12.0,25.0,28.0,21.0,0.0,-6.0,,,,,,,,,,,,
1689140541142111600,39.0,58.0,20.0,29.0,-11.0,-32.0,1.0,6.0,,,,,,,,,,,,
1689140541143124500,-76.0,-35.0,-26.0,-54.0,4.0,14.0,0.0,-6.0,,,,,,,,,,,,
1689140541157772200,54.0,-59.0,-36.0,-32.0,-46.0,-7.0,-2.0,6.0,,,,,,,,,,,,
1689140541159777500,-1.0,65.0,7.0,20.0,10.0,5.0,3.0,-1.0,,,,,,,,,,,,
1689140541165331400,23.0,1.0,-1.0,32.0,-11.0,-5.0,-4.0,0.0,,,,,,,,,,,,
1689140541167340200,-22.0,28.0,3.0,-67.0,6.0,0.0,2.0,1.0,,,,,,,,,,,,
1689140541168350300,-37.0,-19.0,24.0,67.0,16.0,18.0,8.0,2.0,,,,,,,,,,,,
1689140541169333900,-32.0,-6.0,-17.0,-21.0,-44.0,-14.0,-9.0,-13.0,,,,,,,,,,,,
1689140541179613300,-16.0,11.0,-9.0,-107.0,-55.0,1.0,1.0,4.0,,,,,,,,,,,,
1689140541181631100,51.0,16.0,7.0,-60.0,-34.0,-6.0,1.0,11.0,,,,,,,,,,,,
1689140541187615300,-51.0,-1.0,10.0,1.0,13.0,0.0,-4.0,-12.0,,,,,,,,,,,,
1689140541188613100,-3.0,6.0,-17.0,30.0,-12.0,-3.0,2.0,6.0,,,,,,,,,,,,
1689140541202614900,-22.0,17.0,-19.0,-44.0,-5.0,2.0,-8.0,-10.0,,,,,,,,,,,,
1689140541203614100,34.0,-1.0,22.0,-5.0,-9.0,-9.0,6.0,5.0,,,,,,,,,,,,
1689140541209598600,-39.0,26.0,16.0,-12.0,-38.0,-24.0,-14.0,-20.0,,,,,,,,,,,,
1689140541210601700,96.0,27.0,-7.0,-6.0,44.0,5.0,11.0,19.0,,,,,,,,,,,,
1689140541225590100,-20.0,-71.0,-38.0,-29.0,-34.0,-9.0,-2.0,2.0,,,,,,,,,,,,
1689140541226590600,27.0,-9.0,-11.0,-26.0,-16.0,6.0,-2.0,-6.0,,,,,,,,,,,,
1689140541227599100,17.0,8.0,-52.0,-56.0,-18.0,-9.0,-2.0,-5.0,,,,,,,,,,,,
1689140541228606000,18.0,36.0,7.0,32.0,63.0,26.0,14.0,11.0,,,,,,,,,,,,
1689140541239581400,-6.0,28.0,6.0,63.0,63.0,16.0,-6.0,-2.0,,,,,,,,,,,,
1689140541240603700,-40.0,2.0,52.0,7.0,-3.0,6.0,7.0,0.0,,,,,,,,,,,,
1689140541249575900,13.0,-10.0,70.0,93.0,21.0,34.0,9.0,10.0,,,,,,,,,,,,
1689140541250598400,-52.0,-23.0,5.0,-6.0,-24.0,-10.0,-8.0,-17.0,,,,,,,,,,,,
1689140541262411400,82.0,35.0,-37.0,-101.0,-25.0,3.0,0.0,11.0,,,,,,,,,,,,
1689140541264415300,-107.0,-68.0,-97.0,26.0,-42.0,-7.0,-20.0,-21.0,,,,,,,,,,,,
1689140541269676300,36.0,25.0,-8.0,-17.0,-6.0,-17.0,-5.0,1.0,,,,,,,,,,,,
1689140541271702400,-23.0,-31.0,49.0,61.0,44.0,39.0,12.0,5.0,,,,,,,,,,,,
1689140541285165400,0.0,6.0,50.0,127.0,58.0,14.0,1.0,-8.0,,,,,,,,,,,,
1689140541287191700,13.0,12.0,27.0,-53.0,-83.0,-40.0,-10.0,-16.0,,,,,,,,,,,,
1689140541288169600,56.0,2.0,34.0,-8.0,30.0,5.0,12.0,27.0,,,,,,,,,,,,
1689140541289189600,-47.0,-41.0,-44.0,-25.0,-30.0,-5.0,-8.0,-12.0,,,,,,,,,,,,
1689140541300264800,21.0,-32.0,-23.0,-109.0,-119.0,-44.0,-11.0,-12.0,,,,,,,,,,,,
1689140541301282300,60.0,26.0,17.0,86.0,54.0,25.0,-1.0,1.0,,,,,,,,,,,,
1689140541307264900,-27.0,-34.0,-72.0,-128.0,-100.0,-41.0,-16.0,-8.0,,,,,,,,,,,,
1689140541309256800,10.0,1.0,88.0,104.0,91.0,56.0,18.0,13.0,,,,,,,,,,,,
1689140541322338200,0.0,0.0,-11.0,-6.0,-6.0,5.0,-3.0,-1.0,,,,,,,,,,,,
1689140541324337500,-19.0,-42.0,-41.0,-53.0,-34.0,-52.0,-13.0,-9.0,,,,,,,,,,,,
1689140541330337400,17.0,2.0,50.0,-13.0,-17.0,-29.0,2.0,-2.0,,,,,,,,,,,,
1689140541331348500,15.0,51.0,-89.0,-128.0,-108.0,-48.0,-22.0,-12.0,,,,,,,,,,,,
1689140541345323700,60.0,43.0,59.0,73.0,17.0,17.0,9.0,8.0,,,,,,,,,,,,
1689140541346321500,-30.0,-61.0,-9.0,29.0,87.0,27.0,2.0,3.0,,,,,,,,,,,,
1689140541348320300,13.0,-23.0,-91.0,-53.0,-78.0,-28.0,-15.0,-4.0,,,,,,,,,,,,
1689140541349319400,-31.0,41.0,41.0,45.0,46.0,-38.0,-3.0,-10.0,,,,,,,,,,,,
1689140541361312700,19.0,5.0,55.0,27.0,63.0,28.0,17.0,14.0,,,,,,,,,,,,
1689140541362313600,19.0,59.0,-49.0,-51.0,15.0,27.0,4.0,0.0,,,,,,,,,,,,
1689140541367308600,31.0,7.0,65.0,71.0,40.0,54.0,12.0,10.0,,,,,,,,,,,,
1689140541368308900,97.0,-43.0,-29.0,-64.0,-31.0,-14.0,-4.0,10.0,,,,,,,,,,,,
1689140541382301600,-79.0,-30.0,64.0,60.0,55.0,72.0,15.0,-1.0,,,,,,,,,,,,
1689140541384299500,48.0,-2.0,-35.0,-54.0,39.0,-26.0,0.0,5.0,,,,,,,,,,,,
1689140541390296500,-118.0,68.0,-101.0,-54.0,-42.0,-28.0,-14.0,-29.0,,,,,,,,,,,,
1689140541392295600,5.0,-12.0,12.0,2.0,20.0,63.0,13.0,2.0,,,,,,,,,,,,
1689140541405287900,71.0,-29.0,-87.0,-94.0,-48.0,-52.0,-12.0,1.0,,,,,,,,,,,,
1689140541408286400,-123.0,-44.0,-51.0,-78.0,-70.0,-34.0,2.0,-12.0,,,,,,,,,,,,
1689140541410284900,86.0,45.0,17.0,29.0,23.0,17.0,-13.0,0.0,,,,,,,,,,,,
1689140541412284200,-45.0,17.0,-39.0,-6.0,-23.0,-40.0,-4.0,7.0,,,,,,,,,,,,
1689140541420283800,21.0,35.0,65.0,95.0,71.0,52.0,5.0,-8.0,,,,,,,,,,,,
1689140541425276800,37.0,-33.0,40.0,-46.0,-76.0,7.0,5.0,14.0,,,,,,,,,,,,
1689140541428275700,-37.0,-26.0,32.0,30.0,42.0,-21.0,-11.0,-13.0,,,,,,,,,,,,
1689140541431273900,-76.0,-32.0,-30.0,-66.0,-49.0,-14.0,-7.0,-10.0,,,,,,,,,,,,
1689140541442272100,-23.0,-8.0,8.0,85.0,81.0,1.0,-6.0,-11.0,,,,,,,,,,,,
1689140541444265800,127.0,84.0,1.0,-58.0,-16.0,23.0,10.0,16.0,,,,,,,,,,,,
1689140541449263200,6.0,-72.0,87.0,118.0,78.0,12.0,10.0,7.0,,,,,,,,,,,,
1689140541451261800,10.0,-28.0,-19.0,-73.0,-28.0,20.0,3.0,-3.0,,,,,,,,,,,,
1689140541466252500,-42.0,12.0,-93.0,-95.0,-77.0,-51.0,6.0,6.0,,,,,,,,,,,,
1689140541468252300,-48.0,-8.0,54.0,66.0,41.0,7.0,-10.0,-10.0,,,,,,,,,,,,
1689140541470250500,-11.0,33.0,-35.0,-21.0,1.0,-3.0,12.0,7.0,,,,,,,,,,,,
1689140541472249500,46.0,-11.0,4.0,22.0,-2.0,-14.0,-61.0,10.0,,,,,,,,,,,,
1689140541480244500,114.0,54.0,-10.0,-18.0,-32.0,-18.0,0.0,23.0,,,,,,,,,,,,
1689140541482245100,-107.0,-59.0,-51.0,36.0,23.0,-5.0,-14.0,-34.0,,,,,,,,,,,,
1689140541487239500,82.0,-23.0,36.0,-9.0,49.0,37.0,17.0,10.0,,,,,,,,,,,,
1689140541488240400,49.0,93.0,49.0,-21.0,-53.0,-34.0,9.0,3.0,,,,,,,,,,,,
1689140541502231300,10.0,-117.0,44.0,15.0,22.0,41.0,11.0,-2.0,,,,,,,,,,,,
1689140541503231800,37.0,60.0,-20.0,62.0,4.0,-11.0,-6.0,4.0,,,,,,,,,,,,
1689140541509229100,-39.0,48.0,-78.0,-98.0,-106.0,-78.0,-3.0,5.0,,,,,,,,,,,,
1689140541511228600,-57.0,-2.0,-50.0,-20.0,-33.0,-50.0,5.0,-14.0,,,,,,,,,,,,
1689140541525219100,61.0,96.0,49.0,37.0,11.0,47.0,9.0,19.0,,,,,,,,,,,,
1689140541526218400,-81.0,-17.0,-53.0,-39.0,1.0,-9.0,-3.0,-29.0,,,,,,,,,,,,
1689140541527220100,-9.0,-6.0,35.0,88.0,83.0,25.0,2.0,-4.0,,,,,,,,,,,,
1689140541529218400,46.0,19.0,-3.0,5.0,50.0,2.0,5.0,0.0,,,,,,,,,,,,
1689140541541209300,-80.0,-39.0,-10.0,-128.0,-128.0,-44.0,-3.0,14.0,,,,,,,,,,,,
1689140541543207600,123.0,-13.0,-54.0,-47.0,-20.0,-18.0,-4.0,23.0,,,,,,,,,,,,
1689140541550206000,-88.0,-1.0,-34.0,-21.0,-36.0,-21.0,-5.0,-15.0,,,,,,,,,,,,
1689140541552203400,70.0,4.0,111.0,127.0,105.0,91.0,30.0,21.0,,,,,,,,,,,,
1689140541562622800,-68.0,-71.0,-42.0,-81.0,-4.0,4.0,6.0,0.0,,,,,,,,,,,,
1689140541563622100,-13.0,-6.0,52.0,-5.0,5.0,-13.0,10.0,9.0,,,,,,,,,,,,
1689140541569630000,68.0,-13.0,-73.0,-128.0,-119.0,-39.0,-10.0,3.0,,,,,,,,,,,,
1689140541570655300,6.0,16.0,-32.0,-28.0,-58.0,-12.0,1.0,-15.0,,,,,,,,,,,,
1689140541585727800,-30.0,20.0,-7.0,1.0,26.0,4.0,-2.0,-12.0,,,,,,,,,,,,
1689140541586730100,-49.0,-22.0,4.0,-32.0,-23.0,11.0,9.0,10.0,,,,,,,,,,,,
1689140541587729800,-3.0,9.0,-5.0,-43.0,-23.0,-51.0,-25.0,-23.0,,,,,,,,,,,,
1689140541588729700,96.0,-62.0,-55.0,-12.0,-10.0,-14.0,-2.0,10.0,,,,,,,,,,,,
1689140541608785900,14.0,-11.0,-56.0,-69.0,-59.0,-28.0,-11.0,-4.0,,,,,,,,,,,,
1689140541610784100,37.0,30.0,90.0,74.0,93.0,41.0,8.0,1.0,,,,,,,,,,,,
1689140541611783700,-62.0,-19.0,17.0,-40.0,-6.0,24.0,-4.0,-11.0,,,,,,,,,,,,
1689140541612782200,-42.0,19.0,28.0,-25.0,0.0,20.0,8.0,2.0,,,,,,,,,,,,
1689140541621884500,-23.0,-12.0,-36.0,-13.0,-19.0,-47.0,-20.0,-12.0,,,,,,,,,,,,
1689140541623908400,2.0,18.0,10.0,28.0,-6.0,-3.0,5.0,-5.0,,,,,,,,,,,,
1689140541629884800,7.0,0.0,17.0,13.0,1.0,13.0,9.0,16.0,,,,,,,,,,,,
1689140541630886200,42.0,-19.0,-7.0,-9.0,-10.0,-14.0,-10.0,-3.0,,,,,,,,,,,,
1689140541644892800,-11.0,-3.0,-18.0,3.0,10.0,7.0,-6.0,-17.0,,,,,,,,,,,,
1689140541646878700,20.0,15.0,-4.0,15.0,-10.0,6.0,-8.0,7.0,,,,,,,,,,,,
1689140541647879100,6.0,4.0,11.0,13.0,27.0,28.0,34.0,-3.0,,,,,,,,,,,,
1689140541648877500,-105.0,-18.0,-13.0,-24.0,-14.0,-8.0,7.0,7.0,,,,,,,,,,,,
1689140541659867400,-7.0,15.0,-14.0,2.0,-15.0,-25.0,-8.0,-21.0,,,,,,,,,,,,
1689140541660889800,49.0,10.0,25.0,20.0,3.0,8.0,8.0,25.0,,,,,,,,,,,,
1689140541666885900,-6.0,-9.0,3.0,1.0,22.0,27.0,0.0,5.0,,,,,,,,,,,,
1689140541668865600,-17.0,-16.0,-13.0,-6.0,-10.0,-15.0,4.0,-9.0,,,,,,,,,,,,
1689140541681854600,-2.0,-1.0,8.0,13.0,6.0,1.0,-8.0,1.0,,,,,,,,,,,,
1689140541683866800,2.0,11.0,3.0,5.0,8.0,12.0,12.0,-4.0,,,,,,,,,,,,
1689140541690849600,1.0,-16.0,-7.0,-10.0,5.0,9.0,-3.0,-2.0,,,,,,,,,,,,
1689140541692849400,-20.0,-12.0,-13.0,-11.0,2.0,10.0,2.0,2.0,,,,,,,,,,,,
1689140541713480300,-8.0,7.0,6.0,11.0,1.0,-3.0,-9.0,-5.0,,,,,,,,,,,,
1689140541714496800,-12.0,0.0,2.0,-6.0,-8.0,-2.0,-5.0,-15.0,,,,,,,,,,,,
1689140541715499200,28.0,2.0,-9.0,-9.0,3.0,10.0,-2.0,2.0,,,,,,,,,,,,
1689140541716498200,-13.0,-11.0,2.0,0.0,0.0,-9.0,-2.0,-15.0,,,,,,,,,,,,
1689140541721368000,-17.0,2.0,1.0,8.0,1.0,-1.0,-8.0,8.0,,,,,,,,,,,,
1689140541722367100,-14.0,2.0,-4.0,2.0,-5.0,-6.0,-1.0,13.0,,,,,,,,,,,,
1689140541727894800,43.0,-5.0,1.0,2.0,9.0,6.0,5.0,-18.0,,,,,,,,,,,,
1689140541728892800,-28.0,-17.0,0.0,-2.0,-3.0,16.0,-4.0,-4.0,,,,,,,,,,,,
1689140541742411400,-17.0,-7.0,-1.0,1.0,2.0,-5.0,-2.0,-7.0,,,,,,,,,,,,
1689140541743417700,15.0,-18.0,-1.0,2.0,-5.0,0.0,-10.0,1.0,,,,,,,,,,,,
1689140541750413400,-14.0,-17.0,-1.0,-1.0,8.0,4.0,-2.0,14.0,,,,,,,,,,,,
1689140541751412400,-15.0,-16.0,-7.0,-10.0,-15.0,-16.0,-14.0,-1.0,,,,,,,,,,,,
1689140541765015700,-12.0,0.0,-2.0,4.0,6.0,7.0,9.0,-8.0,,,,,,,,,,,,
1689140541767014600,13.0,3.0,4.0,2.0,-4.0,-3.0,1.0,-14.0,,,,,,,,,,,,
1689140541768014100,-45.0,8.0,0.0,4.0,5.0,12.0,11.0,-23.0,,,,,,,,,,,,
1689140541768991600,22.0,8.0,-6.0,-4.0,-4.0,-2.0,-25.0,16.0,,,,,,,,,,,,
1689140541780984800,29.0,14.0,5.0,8.0,8.0,5.0,10.0,34.0,,,,,,,,,,,,
1689140541781987300,0.0,8.0,-1.0,-2.0,-6.0,-6.0,-8.0,-6.0,,,,,,,,,,,,
1689140541787004000,-18.0,2.0,-3.0,-2.0,-1.0,5.0,7.0,-1.0,,,,,,,,,,,,
1689140541787983400,-26.0,3.0,-3.0,-4.0,-5.0,-5.0,5.0,-21.0,,,,,,,,,,,,
1689140541801972000,0.0,3.0,-1.0,2.0,1.0,-2.0,-11.0,1.0,,,,,,,,,,,,
1689140541802994800,-12.0,5.0,1.0,-1.0,1.0,0.0,0.0,-14.0,,,,,,,,,,,,
1689140541809968300,-3.0,-3.0,0.0,-1.0,3.0,1.0,-8.0,7.0,,,,,,,,,,,,
1689140541810967900,-8.0,-3.0,2.0,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,
1689140541825962400,7.0,0.0,0.0,0.0,-6.0,-6.0,12.0,-22.0,,,,,,,,,,,,
1689140541827959200,5.0,6.0,1.0,2.0,6.0,4.0,-12.0,29.0,,,,,,,,,,,,
1689140541828961400,21.0,-4.0,-1.0,-1.0,1.0,1.0,-4.0,8.0,,,,,,,,,,,,
1689140541829959700,10.0,3.0,1.0,-2.0,0.0,0.0,-1.0,-6.0,,,,,,,,,,,,
1689140541841078400,13.0,-4.0,-2.0,2.0,2.0,-1.0,8.0,18.0,,,,,,,,,,,,
1689140541843082500,-21.0,6.0,-3.0,-1.0,-3.0,3.0,16.0,-17.0,,,,,,,,,,,,
1689140541847144100,-8.0,-4.0,1.0,1.0,1.0,2.0,-6.0,2.0,,,,,,,,,,,,
1689140541849079400,5.0,-1.0,-3.0,-3.0,1.0,1.0,-1.0,3.0,,,,,,,,,,,,
1689140541862413900,-15.0,-5.0,0.0,0.0,2.0,0.0,1.0,-1.0,,,,,,,,,,,,
1689140541863438800,10.0,-1.0,-2.0,1.0,0.0,-3.0,-4.0,-3.0,,,,,,,,,,,,
1689140541869658400,15.0,8.0,-1.0,-1.0,-4.0,-1.0,0.0,20.0,,,,,,,,,,,,
1689140541870667700,-4.0,-3.0,-3.0,-2.0,-1.0,-6.0,3.0,5.0,,,,,,,,,,,,
1689140541885708200,-33.0,-2.0,-1.0,0.0,3.0,4.0,-2.0,-19.0,,,,,,,,,,,,
1689140541887709800,21.0,-5.0,-4.0,-2.0,-1.0,-8.0,-4.0,12.0,,,,,,,,,,,,
1689140541888709000,-4.0,-4.0,0.0,-1.0,0.0,2.0,0.0,-17.0,,,,,,,,,,,,
1689140541890710800,-11.0,-2.0,1.0,-3.0,0.0,-2.0,0.0,16.0,,,,,,,,,,,,
1689140541916185700,-12.0,-2.0,0.0,3.0,-1.0,2.0,2.0,-6.0,,,,,,,,,,,,
1689140541918184400,9.0,1.0,-1.0,-1.0,-3.0,-1.0,-4.0,3.0,,,,,,,,,,,,
1689140541919182100,2.0,0.0,0.0,3.0,2.0,0.0,-2.0,6.0,,,,,,,,,,,,
1689140541920182500,2.0,-1.0,2.0,3.0,1.0,4.0,3.0,-8.0,,,,,,,,,,,,
1689140541922179000,7.0,-1.0,-7.0,-3.0,-5.0,-6.0,-5.0,1.0,,,,,,,,,,,,
1689140541923201200,-13.0,0.0,4.0,1.0,2.0,1.0,7.0,-2.0,,,,,,,,,,,,
1689140541930176800,0.0,-2.0,-3.0,-2.0,-2.0,-4.0,-4.0,-8.0,,,,,,,,,,,,
1689140541931176100,9.0,-3.0,-7.0,-1.0,-6.0,-7.0,-3.0,3.0,,,,,,,,,,,,
1689140541945166800,9.0,10.0,8.0,3.0,-1.0,-1.0,1.0,0.0,,,,,,,,,,,,
1689140541947167600,-5.0,0.0,16.0,6.0,14.0,7.0,3.0,3.0,,,,,,,,,,,,
1689140541948167200,3.0,4.0,7.0,0.0,7.0,4.0,-2.0,3.0,,,,,,,,,,,,
1689140541949166800,-11.0,-9.0,0.0,-4.0,-1.0,4.0,-1.0,-12.0,,,,,,,,,,,,
1689140541961160300,0.0,0.0,-5.0,-32.0,-13.0,-5.0,-6.0,3.0,,,,,,,,,,,,
1689140541962157800,6.0,0.0,3.0,42.0,15.0,1.0,2.0,3.0,,,,,,,,,,,,
1689140541971153900,4.0,-3.0,-5.0,-4.0,-3.0,-5.0,-4.0,-2.0,,,,,,,,,,,,
1689140541973151700,-6.0,0.0,1.0,-5.0,-3.0,1.0,3.0,-1.0,,,,,,,,,,,,
1689140541990264700,-2.0,-4.0,-1.0,4.0,5.0,0.0,-3.0,-6.0,,,,,,,,,,,,
1689140541992267100,-5.0,-4.0,-9.0,-25.0,-15.0,-4.0,-1.0,-5.0,,,,,,,,,,,,
1689140541993289600,-5.0,-4.0,-5.0,3.0,-5.0,-1.0,2.0,4.0,,,,,,,,,,,,
1689140541994288400,2.0,2.0,1.0,4.0,6.0,1.0,-1.0,-4.0,,,,,,,,,,,,
1689140542004282700,1.0,-1.0,-3.0,-12.0,-3.0,1.0,-5.0,-5.0,,,,,,,,,,,,
1689140542006259700,1.0,0.0,-3.0,-2.0,-1.0,-3.0,1.0,3.0,,,,,,,,,,,,
1689140542021249700,3.0,-2.0,-1.0,4.0,2.0,3.0,1.0,7.0,,,,,,,,,,,,
1689140542022250600,-4.0,-1.0,-12.0,-6.0,-2.0,-1.0,0.0,-14.0,,,,,,,,,,,,
1689140542024250200,9.0,2.0,11.0,11.0,4.0,1.0,0.0,9.0,,,,,,,,,,,,
1689140542025249300,-7.0,1.0,10.0,-7.0,-3.0,0.0,-1.0,-2.0,,,,,,,,,,,,
1689140542027249100,2.0,0.0,0.0,-4.0,-1.0,-3.0,-1.0,1.0,,,,,,,,,,,,
1689140542028266600,-4.0,-9.0,-36.0,-3.0,-3.0,0.0,-1.0,-4.0,,,,,,,,,,,,
1689140542042410200,-5.0,-1.0,4.0,4.0,8.0,2.0,0.0,-2.0,,,,,,,,,,,,
1689140542044416900,-6.0,-17.0,-44.0,-12.0,-7.0,-6.0,-2.0,-5.0,,,,,,,,,,,,
1689140542049413600,3.0,-4.0,5.0,-8.0,-3.0,1.0,0.0,-8.0,,,,,,,,,,,,
1689140542050425100,0.0,1.0,-6.0,-1.0,-3.0,-2.0,0.0,11.0,,,,,,,,,,,,
1689140542065047200,-3.0,2.0,1.0,6.0,-1.0,0.0,-2.0,-4.0,,,,,,,,,,,,
1689140542066046600,1.0,2.0,0.0,-4.0,-3.0,-2.0,1.0,-15.0,,,,,,,,,,,,
1689140542072065300,-1.0,5.0,5.0,3.0,0.0,0.0,0.0,22.0,,,,,,,,,,,,
1689140542073043600,-1.0,2.0,17.0,2.0,4.0,1.0,2.0,-3.0,,,,,,,,,,,,
1689140542088034300,-2.0,-2.0,-11.0,-38.0,-21.0,-7.0,-3.0,-3.0,,,,,,,,,,,,
1689140542089037200,1.0,0.0,4.0,22.0,15.0,6.0,1.0,1.0,,,,,,,,,,,,
1689140542090036300,-2.0,-3.0,-10.0,-36.0,-5.0,-1.0,0.0,-5.0,,,,,,,,,,,,
