,timestamp,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z,left_data_flex_1,left_data_flex_2,left_data_flex_3,left_data_flex_4,left_data_flex_5
4,1693677620378427600,1.033097982,-0.843956113,10.28070164,-0.062751912,-0.001332312,-0.008660031,-20,47,88,13,-1
0,1693677620397414500,1.025915384,-0.848744512,10.27471638,-0.06261868,-0.001598775,-0.008660031,-23,45,91,10,-8
1,1693677620398414500,1.025915384,-0.845153213,10.27112484,-0.06261868,-0.001465544,-0.008526799,-20,46,85,13,-7
2,1693677620399414500,1.027112484,-0.845153213,10.26992798,-0.062751912,-0.001598775,-0.008526799,-15,53,91,13,-2
3,1693677620400414500,1.025915384,-0.845153213,10.26753426,-0.062751912,-0.001598775,-0.008393568,-20,45,95,13,0
4,1693677620401414500,1.027112484,-0.845153213,10.26873112,-0.062885143,-0.001732006,-0.008393568,-24,49,86,19,-1
0,1693677620421400500,1.028309584,-0.85353291,10.27112484,-0.062218986,-0.001598775,-0.008793262,-26,43,87,13,-7
1,1693677620422400500,1.030703783,-0.852335811,10.27112484,-0.062218986,-0.001465544,-0.008793262,-18,47,91,8,-3
2,1693677620423400500,1.027112484,-0.849941611,10.26992798,-0.062352221,-0.001465544,-0.008793262,-19,45,91,13,1
3,1693677620424400500,1.024718285,-0.847547412,10.26753426,-0.062352221,-0.001598775,-0.008793262,-18,52,90,14,-2
4,1693677620425400500,1.023521185,-0.843956113,10.26394272,-0.062352221,-0.001598775,-0.008793262,-17,51,90,10,-3
0,1693677620442388500,1.023521185,-0.839167714,10.25316906,-0.062485453,-0.001865237,-0.008660031,-1,71,108,29,14
1,1693677620443388500,1.022324085,-0.839167714,10.25077438,-0.062352221,-0.001732006,-0.008793262,5,49,87,15,-1
2,1693677620444388500,1.024718285,-0.836773515,10.25556278,-0.062218986,-0.001998469,-0.008926493,-22,53,93,19,-2
3,1693677620445388500,1.027112484,-0.833182216,10.25675964,-0.062218986,-0.001998469,-0.008793262,-21,47,91,13,-5
4,1693677620446388500,1.028309584,-0.834379315,10.26154804,-0.062352221,-0.001998469,-0.008660031,-18,53,87,13,-2
0,1693677620465374900,1.029506683,-0.847547412,10.25436592,-0.06261868,-0.0021317,-0.008660031,-16,49,90,13,-3
1,1693677620466374900,1.028309584,-0.849941611,10.25197124,-0.06261868,-0.001998469,-0.008660031,-16,54,90,14,-2
2,1693677620467374900,1.028309584,-0.847547412,10.25316906,-0.062485453,-0.001998469,-0.008526799,-20,49,93,17,-3
3,1693677620468374900,1.023521185,-0.847547412,10.24957752,-0.06261868,-0.0021317,-0.008526799,-20,51,89,13,-3
4,1693677620469374900,1.024718285,-0.848744512,10.24838066,-0.062485453,-0.002264931,-0.008660031,-20,50,90,14,-3
0,1693677620491359900,1.027112484,-0.847547412,10.26633644,-0.062885143,-0.001998469,-0.008260337,-19,51,89,12,-1
1,1693677620492359900,1.027112484,-0.846350312,10.26992798,-0.063018374,-0.0021317,-0.008526799,-14,49,90,16,-2
2,1693677620493359900,1.028309584,-0.846350312,10.26873112,-0.062885143,-0.0021317,-0.008526799,-15,65,85,13,0
3,1693677620494359900,1.029506683,-0.846350312,10.26753426,-0.062885143,-0.002264931,-0.008393568,-18,48,88,13,-4
4,1693677620495359900,1.025915384,-0.842759013,10.26873112,-0.062885143,-0.002264931,-0.008526799,-22,47,90,13,-3
0,1693677620519344600,1.019929886,-0.85473001,10.24957752,-0.062352221,-0.001998469,-0.009326187,-18,46,90,13,-3
1,1693677620520344600,1.019929886,-0.852335811,10.25197124,-0.062352221,-0.001998469,-0.009326187,-14,47,90,13,-5
2,1693677620521344600,1.021126986,-0.851138711,10.25316906,-0.062352221,-0.001998469,-0.009192956,-20,46,90,13,-4
3,1693677620522344600,1.018732786,-0.85353291,10.25436592,-0.062485453,-0.001998469,-0.009192956,-20,46,92,18,-1
4,1693677620523344600,1.022324085,-0.85353291,10.25436592,-0.062485453,-0.001998469,-0.009059724,-20,37,88,12,-8
0,1693677620549326600,1.019929886,-0.840364814,10.26274586,-0.063018374,-0.002264931,-0.008926493,-22,51,95,13,-2
1,1693677620550326600,1.021126986,-0.840364814,10.26513958,-0.063018374,-0.001998469,-0.009059724,-18,48,89,13,-3
2,1693677620551326600,1.023521185,-0.837970614,10.26513958,-0.062885143,-0.001865237,-0.009059724,-20,38,90,11,-3
3,1693677620552326600,1.022324085,-0.836773515,10.26394272,-0.062751912,-0.0021317,-0.009059724,-20,45,90,10,-3
4,1693677620553326600,1.023521185,-0.837970614,10.26513958,-0.062885143,-0.001998469,-0.009059724,-15,51,88,10,-5
0,1693677620576311700,1.021126986,-0.840364814,10.27351952,-0.062885143,-0.002264931,-0.008660031,-16,57,90,13,-2
1,1693677620577311700,1.021126986,-0.840364814,10.27591324,-0.062885143,-0.002264931,-0.008526799,-21,41,90,13,-2
2,1693677620578311700,1.024718285,-0.842759013,10.27830791,-0.063018374,-0.002264931,-0.008660031,-18,49,89,13,-5
3,1693677620579311700,1.024718285,-0.845153213,10.27591324,-0.062885143,-0.0021317,-0.008660031,-20,45,89,10,-4
4,1693677620580311700,1.024718285,-0.846350312,10.27711105,-0.062751912,-0.002264931,-0.008660031,-6,46,91,13,-4
0,1693677620606294000,1.030703783,-0.840364814,10.25675964,-0.062085759,-0.0021317,-0.008660031,-20,57,91,11,7
1,1693677620607294000,1.031900883,-0.837970614,10.25915432,-0.062218986,-0.0021317,-0.008660031,-21,40,89,13,-2
2,1693677620608294000,1.031900883,-0.839167714,10.25316906,-0.062218986,-0.002264931,-0.008660031,-23,45,90,15,-4
3,1693677620609294000,1.029506683,-0.841561913,10.24957752,-0.062218986,-0.002398162,-0.008526799,-22,50,90,12,-2
4,1693677620610294000,1.030703783,-0.841561913,10.25316906,-0.062352221,-0.002531394,-0.008526799,-23,51,90,13,-4
0,1693677620629281300,1.015141487,-0.847547412,10.27351952,-0.062485453,-0.002398162,-0.008393568,-15,50,95,19,-11
1,1693677620630281300,1.017535686,-0.846350312,10.27351952,-0.06261868,-0.002264931,-0.008260337,-16,41,90,10,-5
2,1693677620631281300,1.017535686,-0.846350312,10.27351952,-0.062751912,-0.002264931,-0.008393568,-18,46,97,8,-5
3,1693677620632281300,1.019929886,-0.848744512,10.27591324,-0.06261868,-0.002398162,-0.008393568,-6,49,90,13,-5
4,1693677620633281300,1.019929886,-0.851138711,10.27232265,-0.062751912,-0.002398162,-0.008526799,-16,49,90,12,-3
0,1693677620657264100,1.025915384,-0.846350312,10.26394272,-0.06261868,-0.002398162,-0.008660031,-10,47,87,13,-6
1,1693677620658264100,1.023521185,-0.842759013,10.26513958,-0.062485453,-0.002398162,-0.008793262,-24,48,94,13,-2
2,1693677620659264100,1.019929886,-0.841561913,10.26992798,-0.062485453,-0.002398162,-0.008660031,-20,38,89,10,-3
3,1693677620660264100,1.018732786,-0.843956113,10.26753426,-0.06261868,-0.002398162,-0.008660031,-19,46,88,10,-7
4,1693677620661264100,1.018732786,-0.846350312,10.26154804,-0.06261868,-0.002264931,-0.008793262,-19,42,90,13,-4
0,1693677620680251900,1.025915384,-0.837970614,10.26154804,-0.06261868,-0.001865237,-0.008393568,-23,45,92,16,-4
1,1693677620681251900,1.023521185,-0.839167714,10.25795746,-0.062885143,-0.001732006,-0.008526799,-23,31,85,2,-9
2,1693677620682251900,1.022324085,-0.837970614,10.25675964,-0.062751912,-0.001865237,-0.008660031,-24,48,87,8,-7
3,1693677620683251900,1.023521185,-0.841561913,10.26035118,-0.06261868,-0.001732006,-0.008793262,-20,46,91,11,-5
4,1693677620684251900,1.023521185,-0.840364814,10.25436592,-0.06261868,-0.001465544,-0.008793262,-14,49,89,12,-5
0,1693677620704238200,1.022324085,-0.846350312,10.26274586,-0.062352221,-0.001865237,-0.008926493,-15,38,86,10,-5
1,1693677620705238200,1.023521185,-0.849941611,10.25915432,-0.062218986,-0.001865237,-0.008926493,-10,43,89,10,-11
2,1693677620706238200,1.018732786,-0.848744512,10.25436592,-0.062352221,-0.001865237,-0.008926493,-20,47,88,11,-5
3,1693677620707238200,1.017535686,-0.847547412,10.25316906,-0.062485453,-0.001998469,-0.009192956,-22,46,90,12,-5
4,1693677620708238200,1.019929886,-0.848744512,10.25556278,-0.062352221,-0.0021317,-0.008793262,-18,42,87,10,-7
0,1693677620732222800,1.016338587,-0.834379315,10.25556278,-0.062485453,-0.002264931,-0.008926493,-22,49,85,7,-4
1,1693677620733222800,1.018732786,-0.834379315,10.25795746,-0.062485453,-0.002264931,-0.008926493,-23,47,89,14,-8
2,1693677620734222800,1.015141487,-0.836773515,10.26154804,-0.062751912,-0.002398162,-0.008793262,-28,37,90,13,-7
3,1693677620735222800,1.016338587,-0.837970614,10.26513958,-0.062751912,-0.002264931,-0.009059724,-19,51,90,13,-5
4,1693677620736222800,1.013944387,-0.837970614,10.26873112,-0.062751912,-0.002398162,-0.008926493,-14,34,90,10,-7
0,1693677620763204400,1.027112484,-0.840364814,10.26394272,-0.06261868,-0.002264931,-0.008793262,-26,51,109,6,-13
1,1693677620764204400,1.030703783,-0.840364814,10.26513958,-0.062485453,-0.002264931,-0.008926493,-22,37,87,12,-4
2,1693677620765204400,1.034295082,-0.841561913,10.26633644,-0.062485453,-0.002264931,-0.008926493,-22,47,86,3,-6
3,1693677620766204400,1.035492182,-0.841561913,10.26274586,-0.062352221,-0.0021317,-0.009059724,-24,47,86,13,-4
4,1693677620767204400,1.034295082,-0.842759013,10.26154804,-0.062352221,-0.002264931,-0.008926493,-16,46,88,8,-8
0,1693677620793186500,1.027112484,-0.846350312,10.25915432,-0.062485453,-0.002531394,-0.008660031,-23,47,89,8,-7
1,1693677620794186500,1.025915384,-0.846350312,10.25915432,-0.062485453,-0.002531394,-0.008526799,-23,49,90,10,-7
2,1693677620795186500,1.028309584,-0.845153213,10.26274586,-0.062485453,-0.002531394,-0.008526799,-16,50,89,13,-4
3,1693677620796186500,1.029506683,-0.842759013,10.26154804,-0.06261868,-0.002398162,-0.008526799,-16,47,95,18,-7
4,1693677620797186500,1.028309584,-0.842759013,10.26513958,-0.062485453,-0.002398162,-0.008660031,-22,45,85,8,-5
0,1693677620851154000,1.034295082,-0.843956113,10.26873112,-0.062885143,-0.002264931,-0.008926493,-19,45,89,10,-3
1,1693677620852154000,1.029506683,-0.845153213,10.26753426,-0.062751912,-0.002264931,-0.008926493,-27,41,88,13,-2
2,1693677620853154000,1.027112484,-0.843956113,10.26513958,-0.062751912,-0.002264931,-0.008793262,-31,46,85,10,-7
3,1693677620854154000,1.028309584,-0.843956113,10.26394272,-0.062751912,-0.002264931,-0.008926493,-23,34,88,10,-7
4,1693677620855154000,1.030703783,-0.845153213,10.26513958,-0.062751912,-0.002264931,-0.008926493,-26,42,87,10,-5
0,1693677620884135600,1.023521185,-0.843956113,10.26873112,-0.062485453,-0.001998469,-0.008926493,-15,48,90,18,-9
1,1693677620885135600,1.024718285,-0.843956113,10.26633644,-0.062485453,-0.001865237,-0.008793262,-20,54,93,14,-5
2,1693677620886135600,1.022324085,-0.845153213,10.26633644,-0.062485453,-0.001865237,-0.008793262,-19,49,91,12,-3
3,1693677620887135600,1.023521185,-0.848744512,10.27232265,-0.062485453,-0.001865237,-0.008660031,-16,35,90,13,-5
4,1693677620888135600,1.027112484,-0.846350312,10.27711105,-0.062485453,-0.001865237,-0.008793262,-26,49,89,13,-4
0,1693677620914116800,1.037886381,-0.848744512,10.27112484,-0.062485453,-0.001598775,-0.008793262,-19,57,88,13,-3
1,1693677620915116800,1.04147768,-0.847547412,10.26992798,-0.062218986,-0.001732006,-0.008926493,-20,46,91,13,-7
2,1693677620916116800,1.04147768,-0.843956113,10.26753426,-0.062485453,-0.001865237,-0.008926493,-28,45,90,13,-5
3,1693677620917116800,1.042674899,-0.842759013,10.26513958,-0.062485453,-0.001865237,-0.008926493,-32,44,86,12,-5
4,1693677620918116800,1.040280581,-0.845153213,10.26633644,-0.062485453,-0.001865237,-0.008926493,-22,50,86,10,-5
0,1693677620943101700,1.034295082,-0.848744512,10.26394272,-0.062485453,-0.001998469,-0.008793262,-19,48,90,14,-7
1,1693677620944101700,1.036689281,-0.842759013,10.26394272,-0.062485453,-0.001998469,-0.008793262,-22,48,91,13,-6
2,1693677620945101700,1.037886381,-0.840364814,10.26394272,-0.06261868,-0.0021317,-0.008660031,-20,46,87,13,-11
3,1693677620946101700,1.034295082,-0.842759013,10.26394272,-0.06261868,-0.001998469,-0.008793262,-20,51,90,13,-3
4,1693677620947101700,1.034295082,-0.841561913,10.26394272,-0.062485453,-0.001732006,-0.008660031,-16,46,85,15,-5
0,1693677620970085700,1.025915384,-0.845153213,10.27591324,-0.063018374,-0.001732006,-0.008660031,-19,47,90,13,-2
1,1693677620971085700,1.022324085,-0.845153213,10.27830791,-0.063018374,-0.001732006,-0.008926493,-18,49,87,10,-5
2,1693677620972085700,1.023521185,-0.846350312,10.28070164,-0.063018374,-0.001732006,-0.008926493,-22,48,90,13,-3
3,1693677620973085700,1.019929886,-0.845153213,10.28309631,-0.063018374,-0.001865237,-0.008793262,-20,47,90,13,-3
4,1693677620974085700,1.018732786,-0.849941611,10.27950478,-0.063018374,-0.001865237,-0.008793262,-16,54,90,14,-3
0,1693677620996071800,1.021126986,-0.849941611,10.26513958,-0.062485453,-0.0021317,-0.009059724,-18,49,90,10,-3
1,1693677620997071800,1.017535686,-0.852335811,10.26274586,-0.06261868,-0.001998469,-0.008926493,-24,41,90,9,-5
2,1693677620998071800,1.017535686,-0.849941611,10.26394272,-0.062485453,-0.0021317,-0.009059724,-19,46,92,13,-8
3,1693677620999071800,1.016338587,-0.848744512,10.26035118,-0.062485453,-0.0021317,-0.009192956,-20,46,90,13,-2
4,1693677621000071800,1.018732786,-0.846350312,10.25795746,-0.06261868,-0.001998469,-0.009192956,-20,57,91,13,-2
0,1693677621027053000,1.028309584,-0.85473001,10.26753426,-0.062885143,-0.0021317,-0.008793262,-14,43,92,13,-3
1,1693677621028053000,1.027112484,-0.85592711,10.26633644,-0.062885143,-0.001998469,-0.008660031,-23,47,90,11,-7
2,1693677621029053000,1.027112484,-0.85353291,10.26274586,-0.062885143,-0.0021317,-0.008793262,-16,45,95,14,-2
3,1693677621030053000,1.025915384,-0.849941611,10.25795746,-0.063018374,-0.001998469,-0.008793262,-19,55,90,10,-3
4,1693677621031053000,1.027112484,-0.852335811,10.26154804,-0.062885143,-0.001998469,-0.008793262,-23,49,90,13,0
0,1693677621056036800,1.017535686,-0.852335811,10.24957752,-0.062485453,-0.001865237,-0.008926493,-18,46,86,13,-8
1,1693677621057036800,1.016338587,-0.852335811,10.25077438,-0.062485453,-0.001865237,-0.008793262,-16,49,89,13,-5
2,1693677621058036800,1.018732786,-0.85353291,10.25316906,-0.06261868,-0.001865237,-0.008926493,-18,53,89,13,-2
3,1693677621059036800,1.022324085,-0.857124209,10.25436592,-0.062485453,-0.001865237,-0.008926493,-29,49,90,13,-3
4,1693677621060036800,1.021126986,-0.857124209,10.25675964,-0.062485453,-0.001998469,-0.008793262,-18,50,90,17,-3
0,1693677621081021900,1.024718285,-0.843956113,10.26992798,-0.06261868,-0.002264931,-0.008793262,-27,38,90,12,-5
1,1693677621082021900,1.023521185,-0.845153213,10.27112484,-0.06261868,-0.0021317,-0.008926493,-19,47,90,15,-1
2,1693677621083021900,1.023521185,-0.843956113,10.27351952,-0.06261868,-0.001998469,-0.008793262,-14,49,90,13,-7
3,1693677621084021900,1.022324085,-0.843956113,10.27112484,-0.062485453,-0.001998469,-0.008793262,-18,53,96,14,-4
4,1693677621085021900,1.018732786,-0.843956113,10.27112484,-0.06261868,-0.001865237,-0.008660031,-18,50,90,13,-3
0,1693677621104008800,1.016338587,-0.845153213,10.26873112,-0.062218986,-0.001998469,-0.008526799,-26,44,89,10,-5
1,1693677621105008800,1.017535686,-0.845153213,10.26513958,-0.062218986,-0.001732006,-0.008526799,-22,47,90,13,-4
2,1693677621106008800,1.019929886,-0.846350312,10.26513958,-0.062352221,-0.001865237,-0.008393568,-21,46,93,19,-2
3,1693677621107008800,1.019929886,-0.848744512,10.26154804,-0.062352221,-0.001865237,-0.008393568,-6,45,92,13,-8
4,1693677621108008800,1.019929886,-0.851138711,10.26035118,-0.062352221,-0.001732006,-0.008260337,-21,51,90,12,-4
0,1693677621130993900,1.012747288,-0.85353291,10.26513958,-0.063018374,-0.001732006,-0.008393568,-18,48,88,13,-4
1,1693677621131993900,1.012747288,-0.847547412,10.26274586,-0.062885143,-0.001865237,-0.008260337,-20,47,91,12,-2
2,1693677621132993900,1.015141487,-0.843956113,10.26154804,-0.063018374,-0.001865237,-0.008526799,-27,47,90,7,-1
3,1693677621133993900,1.012747288,-0.845153213,10.25675964,-0.063018374,-0.001865237,-0.008526799,-20,47,90,11,-2
4,1693677621134993900,1.016338587,-0.846350312,10.25197124,-0.063151613,-0.001998469,-0.008526799,-18,48,86,10,-3
0,1693677621152981000,1.024718285,-0.848744512,10.27112484,-0.062485453,-0.001732006,-0.008526799,-15,50,91,13,-5
1,1693677621153981000,1.019929886,-0.848744512,10.27112484,-0.062352221,-0.001598775,-0.008660031,-18,50,91,13,-7
2,1693677621154981000,1.021126986,-0.846350312,10.26873112,-0.062485453,-0.001732006,-0.008526799,-14,51,90,14,-2
3,1693677621155981000,1.022324085,-0.845153213,10.27232265,-0.062352221,-0.001732006,-0.008393568,-18,43,90,10,-7
4,1693677621156981000,1.019929886,-0.847547412,10.27711105,-0.062352221,-0.001732006,-0.008526799,-21,37,89,14,-5
0,1693677621176966800,1.027112484,-0.851138711,10.26753426,-0.062485453,-0.001998469,-0.009192956,-24,43,90,13,-4
1,1693677621177966800,1.028309584,-0.847547412,10.26394272,-0.062485453,-0.001998469,-0.009326187,-34,41,92,12,-3
2,1693677621178966800,1.029506683,-0.843956113,10.26394272,-0.062485453,-0.001998469,-0.009192956,-21,47,90,16,-7
3,1693677621179966800,1.028309584,-0.843956113,10.26513958,-0.062485453,-0.001998469,-0.009059724,-19,43,89,13,-5
4,1693677621180966800,1.025915384,-0.842759013,10.26513958,-0.062485453,-0.001998469,-0.008926493,-21,45,90,13,-5
0,1693677621199954300,1.025915384,-0.846350312,10.28429317,-0.062218986,-0.0021317,-0.008793262,-20,49,95,13,-2
1,1693677621200954300,1.024718285,-0.847547412,10.28070164,-0.062218986,-0.001998469,-0.008793262,-27,51,88,13,-2
2,1693677621201954300,1.023521185,-0.848744512,10.27950478,-0.062352221,-0.001998469,-0.008526799,-22,46,93,10,-7
3,1693677621202954300,1.024718285,-0.845153213,10.27950478,-0.062352221,-0.001998469,-0.008660031,-16,46,88,8,-5
4,1693677621203954300,1.023521185,-0.848744512,10.27591324,-0.062352221,-0.001865237,-0.008660031,-24,47,85,13,-7
0,1693677621220942700,1.030703783,-0.860715508,10.26992798,-0.062751912,-0.001598775,-0.008526799,-22,45,90,12,-3
1,1693677621221942700,1.031900883,-0.857124209,10.26992798,-0.062751912,-0.001732006,-0.008526799,-16,55,89,16,0
2,1693677621222942700,1.031900883,-0.851138711,10.26992798,-0.062751912,-0.001865237,-0.008660031,-16,50,88,13,-4
3,1693677621223942700,1.030703783,-0.845153213,10.26513958,-0.062885143,-0.001865237,-0.008526799,-18,49,88,13,-7
4,1693677621224942700,1.029506683,-0.842759013,10.26154804,-0.062751912,-0.001732006,-0.008526799,-22,41,89,8,-7
0,1693677621249924900,1.025915384,-0.85473001,10.27950478,-0.062218986,-0.0021317,-0.008393568,-14,57,91,8,0
1,1693677621250924900,1.023521185,-0.857124209,10.28189945,-0.062218986,-0.001865237,-0.008393568,-14,54,91,13,-1
2,1693677621251924900,1.024718285,-0.858321309,10.28429317,-0.062218986,-0.001998469,-0.008526799,-19,53,89,13,-7
3,1693677621252924900,1.021126986,-0.85353291,10.28549004,-0.062218986,-0.001865237,-0.008526799,-17,44,91,13,-4
4,1693677621253924900,1.022324085,-0.852335811,10.28788471,-0.062352221,-0.001998469,-0.008393568,-24,42,91,13,-5
0,1693677621282906300,1.028309584,-0.849941611,10.27471638,-0.062885143,-0.001732006,-0.008926493,-16,45,91,10,-7
1,1693677621283906300,1.028309584,-0.849941611,10.27471638,-0.062885143,-0.001732006,-0.009059724,-24,47,89,13,-4
2,1693677621284906300,1.025915384,-0.848744512,10.27830791,-0.062885143,-0.001598775,-0.009059724,-16,45,90,14,-4
3,1693677621285906300,1.023521185,-0.849941611,10.27711105,-0.06261868,-0.001732006,-0.009059724,-16,46,90,13,-9
4,1693677621286906300,1.023521185,-0.849941611,10.27471638,-0.062485453,-0.001598775,-0.009059724,-12,45,90,11,-7
0,1693677621317886000,1.024718285,-0.843956113,10.28908157,-0.062218986,-0.001998469,-0.008660031,-32,38,98,22,14
1,1693677621318886000,1.027112484,-0.846350312,10.28668785,-0.062352221,-0.001865237,-0.008660031,-1,71,107,30,14
2,1693677621319886000,1.028309584,-0.846350312,10.28549004,-0.062352221,-0.001732006,-0.008793262,-8,65,111,32,17
3,1693677621320886000,1.029506683,-0.845153213,10.28788471,-0.062352221,-0.001865237,-0.008793262,-1,67,116,32,15
4,1693677621321886000,1.022324085,-0.851138711,10.27950478,-0.062218986,-0.0021317,-0.008526799,0,65,91,13,-4
0,1693677621346869700,1.013944387,-0.845153213,10.26873112,-0.062885143,-0.001865237,-0.008926493,1,64,109,32,13
1,1693677621347869700,1.016338587,-0.849941611,10.26633644,-0.062885143,-0.001732006,-0.008926493,-22,46,86,10,-1
2,1693677621348869700,1.015141487,-0.849941611,10.26513958,-0.062885143,-0.001732006,-0.008793262,-1,69,108,29,14
3,1693677621349869700,1.016338587,-0.851138711,10.26633644,-0.062885143,-0.001732006,-0.008793262,2,66,112,34,12
4,1693677621350869700,1.018732786,-0.848744512,10.26633644,-0.062885143,-0.001732006,-0.008926493,-27,47,99,14,-5
0,1693677621373853500,1.022324085,-0.847547412,10.27591324,-0.062352221,-0.001998469,-0.009192956,-24,43,90,11,-5
1,1693677621374853500,1.019929886,-0.842759013,10.27471638,-0.062218986,-0.001998469,-0.009192956,16,51,90,15,-2
2,1693677621375853500,1.018732786,-0.841561913,10.27591324,-0.062218986,-0.001865237,-0.009192956,-20,49,90,15,-3
3,1693677621376853500,1.019929886,-0.842759013,10.27591324,-0.062218986,-0.001865237,-0.009059724,-11,49,90,16,-3
4,1693677621377853500,1.022324085,-0.845153213,10.27950478,-0.062085759,-0.001865237,-0.009059724,-17,49,90,13,-4
0,1693677621402837400,1.019929886,-0.845153213,10.27351952,-0.061952524,-0.001998469,-0.008526799,-21,47,87,13,-7
1,1693677621403837400,1.023521185,-0.841561913,10.26992798,-0.061952524,-0.001998469,-0.008393568,-20,50,91,12,-3
2,1693677621404837400,1.027112484,-0.842759013,10.26274586,-0.062085759,-0.0021317,-0.008393568,-14,50,90,13,-3
3,1693677621405837400,1.029506683,-0.839167714,10.26873112,-0.062218986,-0.001998469,-0.008393568,-18,50,90,13,-3
4,1693677621406837400,1.027112484,-0.837970614,10.26753426,-0.062218986,-0.001998469,-0.008393568,-19,51,91,13,-4
0,1693677621429823500,1.027112484,-0.847547412,10.26154804,-0.062485453,-0.001598775,-0.008127105,-17,64,93,13,-5
1,1693677621430823500,1.029506683,-0.843956113,10.26274586,-0.06261868,-0.001598775,-0.008127105,-14,47,90,15,-3
2,1693677621431823500,1.030703783,-0.845153213,10.26154804,-0.062751912,-0.001598775,-0.008260337,-12,40,92,13,2
3,1693677621432823500,1.031900883,-0.843956113,10.26274586,-0.062751912,-0.001465544,-0.008260337,-18,38,90,18,-7
4,1693677621433823500,1.033097982,-0.842759013,10.26154804,-0.062885143,-0.001465544,-0.008393568,-27,47,90,13,-3
0,1693677621452808800,1.025915384,-0.851138711,10.26633644,-0.062885143,-0.001732006,-0.008793262,-20,51,91,15,-3
1,1693677621453808800,1.027112484,-0.849941611,10.26753426,-0.062751912,-0.0021317,-0.008660031,-19,50,92,13,-1
