timestamp,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z,left_data_flex_1,left_data_flex_2,left_data_flex_3,left_data_flex_4,left_data_flex_5,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,right_data_flex_1,right_data_flex_2,right_data_flex_3,right_data_flex_4,right_data_flex_5
1693677863138568000,1.016338587,-0.859518409,10.24598598,-0.061552834,-0.000532925,-0.007727412,-8,45,71,9,-7,-0.116118781,2.41574955,10.21366405,0.053825419,-0.027179174,0.037837673,19,30,-21,-22,52
1693677863139568000,1.016338587,-0.85592711,10.24718285,-0.061686065,-0.000666156,-0.007594181,-24,35,86,10,-7,-0.116118781,2.41694665,10.21605873,0.053825419,-0.027045943,0.037704438,20,38,-24,-27,53
1693677863140568000,1.016338587,-0.858321309,10.24359226,-0.061552834,-0.000666156,-0.007727412,-22,45,89,13,8,-0.114921682,2.422932148,10.21246719,0.053692192,-0.027179174,0.037837673,21,43,-28,-17,42
1693677863141568000,1.018732786,-0.858321309,10.24359226,-0.061419602,-0.000532925,-0.007727412,-24,45,90,13,-5,-0.113724582,2.421735048,10.21007347,0.053958651,-0.027045943,0.037837673,10,41,-23,-23,45
1693677863142568000,1.016338587,-0.859518409,10.25316906,-0.06115314,-0.000133231,-0.007860643,-25,43,83,11,-3,-0.114921682,2.420537949,10.21486187,0.053825419,-0.027045943,0.037837673,15,33,-23,-20,60
1693677863208354600,1.022324085,-0.859518409,10.23281765,-0.060886677,-0.000799387,-0.008260337,-27,49,89,8,-11,-0.117315881,2.420537949,10.23281765,0.053159267,-0.027445635,0.037837673,15,37,-32,-23,48
1693677863209354600,1.021126986,-0.863109708,10.22922707,-0.061286367,-0.000399694,-0.008526799,-27,45,87,13,-6,-0.119710088,2.421735048,10.22443867,0.053026035,-0.027179174,0.037704438,17,41,-21,-19,57
1693677863210354600,1.017535686,-0.864306808,10.22563553,-0.061286367,-0.000799387,-0.008393568,-24,45,90,13,-16,-0.123301387,2.419340849,10.22324085,0.053159267,-0.027045943,0.037837673,15,36,-23,-22,50
1693677863211354600,1.024718285,-0.865503907,10.23880386,-0.061019909,-0.000666156,-0.008260337,-19,48,85,10,-9,-0.128089786,2.420537949,10.22204399,0.053292494,-0.02691271,0.037837673,18,39,-23,-22,53
1693677863212354600,1.021126986,-0.865503907,10.24000072,-0.06115314,-0.000666156,-0.008260337,-26,41,83,13,-9,-0.128089786,2.419340849,10.22563553,0.053292494,-0.02691271,0.037704438,17,35,-24,-17,48
1693677863259317900,1.019929886,-0.85353291,10.23760605,-0.061552834,-0.000532925,-0.007993874,-26,38,85,8,-11,-0.108936176,2.418143749,10.21725559,0.054091886,-0.027312404,0.037837673,15,32,-31,-23,39
1693677863260317900,1.018732786,-0.85592711,10.23640919,-0.061552834,-0.000666156,-0.008127105,-20,48,83,13,-7,-0.108936176,2.41694665,10.21486187,0.054091886,-0.027045943,0.037704438,19,35,-25,-24,52
1693677863261317900,1.019929886,-0.85592711,10.23640919,-0.061419602,-0.000799387,-0.007993874,-20,47,88,11,0,-0.108936176,2.41574955,10.21845245,0.053958651,-0.027045943,0.03757121,20,36,-23,-27,51
1693677863262317900,1.019929886,-0.85353291,10.23880386,-0.061419602,-0.000666156,-0.007860643,-23,43,86,10,-8,-0.111330383,2.41574955,10.21486187,0.054091886,-0.027045943,0.037704438,13,41,-25,-19,53
1693677863263317900,1.018732786,-0.849941611,10.24000072,-0.061286367,-0.000532925,-0.007727412,-26,43,80,10,-8,-0.112527482,2.418143749,10.21605873,0.054091886,-0.027045943,0.037704438,20,39,-31,-24,52
1693677863301292800,1.011550188,-0.85473001,10.23880386,-0.061419602,-0.00106585,-0.007860643,-24,42,103,19,-5,-0.114921682,2.404975653,10.23042393,0.053425729,-0.026646247,0.037704438,15,35,-32,-18,50
1693677863302292800,1.013944387,-0.859518409,10.24239445,-0.061552834,-0.00106585,-0.007860643,-23,49,88,6,-6,-0.118512981,2.406172752,10.22443867,0.053425729,-0.02691271,0.037970904,17,36,-21,-24,55
1693677863303292800,1.012747288,-0.859518409,10.24359226,-0.061419602,-0.000932619,-0.007860643,-25,42,83,12,-9,-0.117315881,2.409764051,10.22683239,0.053825419,-0.027312404,0.038104136,21,45,-15,-20,55
1693677863304292800,1.011550188,-0.858321309,10.24478912,-0.061552834,-0.000932619,-0.007993874,-23,43,90,11,-8,-0.116118781,2.412158251,10.23401546,0.054091886,-0.027712099,0.038104136,20,43,-29,-26,52
1693677863305292800,1.012747288,-0.858321309,10.23640919,-0.061552834,-0.000799387,-0.007993874,-37,41,90,10,-6,-0.112527482,2.41574955,10.23760605,0.054225113,-0.027712099,0.038104136,18,37,-23,-24,52
1693677863337272600,1.016338587,-0.849941611,10.22922707,-0.06115314,-0.000399694,-0.007727412,-31,43,91,13,-9,-0.113724582,2.421735048,10.22443867,0.053558957,-0.026646247,0.037171517,14,39,-23,-28,51
1693677863338272600,1.017535686,-0.847547412,10.23162079,-0.06115314,-0.000532925,-0.007727412,-27,46,85,13,-5,-0.113724582,2.419340849,10.22204399,0.053558957,-0.026646247,0.03757121,19,39,-21,-22,50
1693677863339272600,1.018732786,-0.845153213,10.23162079,-0.06115314,-0.000532925,-0.007860643,-1,71,109,34,14,-0.117315881,2.41574955,10.22084713,0.053692192,-0.02691271,0.037704438,20,44,-24,-13,53
1693677863340272600,1.018732786,-0.841561913,10.23042393,-0.061019909,-0.000666156,-0.007993874,-21,41,79,11,-9,-0.119710088,2.41455245,10.21845245,0.053692192,-0.027179174,0.037970904,18,41,-25,-26,50
1693677863341272600,1.017535686,-0.847547412,10.23042393,-0.061019909,-0.000666156,-0.008127105,-23,38,83,6,-13,-0.120907187,2.41694665,10.21845245,0.053825419,-0.027312404,0.038237367,18,46,-21,-26,52
1693677863378249200,1.024718285,-0.85592711,10.23162079,-0.06115314,-0.000399694,-0.007727412,-20,42,91,13,-4,-0.111330383,2.410961151,10.22683239,0.053825419,-0.02691271,0.037704438,19,36,-23,-18,50
1693677863379249200,1.025915384,-0.85353291,10.22802925,-0.061286367,-0.000399694,-0.007727412,-16,46,90,7,-8,-0.111330383,2.41335535,10.22802925,0.053825419,-0.026646247,0.03757121,15,40,-25,-26,50
1693677863380249200,1.027112484,-0.85473001,10.22443867,-0.061286367,-0.000133231,-0.007860643,-26,41,89,12,-12,-0.112527482,2.41455245,10.23401546,0.053825419,-0.026513018,0.03757121,15,35,-25,-25,53
1693677863381249200,1.029506683,-0.85592711,10.22683239,-0.061286367,-0.000266462,-0.007860643,-33,51,88,11,-7,-0.112527482,2.41335535,10.24000072,0.053958651,-0.026379786,0.037704438,17,41,-25,-16,52
1693677863382249200,1.031900883,-0.858321309,10.22922707,-0.061286367,-0.000399694,-0.007993874,-24,45,87,10,-7,-0.112527482,2.409764051,10.24000072,0.053958651,-0.026779478,0.037837673,15,30,-23,-26,52
1693677863417227600,1.031900883,-0.864306808,10.24359226,-0.061552834,-0.000799387,-0.008127105,-30,45,87,12,-7,-0.105344877,2.408566952,10.22922707,0.053425729,-0.026246555,0.037704438,20,44,-17,-17,38
1693677863418227600,1.031900883,-0.861912608,10.24718285,-0.061552834,-0.000666156,-0.008260337,-24,43,83,9,-8,-0.108936176,2.409764051,10.22802925,0.053425729,-0.026379786,0.037704438,20,36,-21,-24,82
1693677863419227600,1.035492182,-0.861912608,10.25316906,-0.061552834,-0.000799387,-0.008127105,-27,45,84,12,-8,-0.105344877,2.409764051,10.22922707,0.053692192,-0.02691271,0.037704438,17,41,-21,-28,55
1693677863420227600,1.031900883,-0.860715508,10.25915432,-0.061419602,-0.000932619,-0.008127105,-19,42,84,3,-4,-0.104147777,2.408566952,10.22802925,0.054091886,-0.027179174,0.037704438,17,35,-25,-20,51
1693677863421227600,1.029506683,-0.858321309,10.25556278,-0.061419602,-0.000932619,-0.007860643,-26,48,87,13,-9,-0.106541976,2.408566952,10.22563553,0.054091886,-0.027445635,0.037970904,20,41,-22,-20,49
1693677863451207000,1.012747288,-0.85473001,10.26035118,-0.061419602,-0.000399694,-0.007594181,-17,43,91,12,-6,-0.111330383,2.410961151,10.23521233,0.053558957,-0.027045943,0.037704438,23,44,-19,-19,54
1693677863452207000,1.013944387,-0.85353291,10.26154804,-0.061552834,-0.000399694,-0.007727412,-28,45,89,13,-8,-0.111330383,2.409764051,10.23281765,0.053558957,-0.027045943,0.037837673,20,36,-25,-28,55
