timestamp,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z,left_data_flex_1,left_data_flex_2,left_data_flex_3,left_data_flex_4,left_data_flex_5,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,right_data_flex_1,right_data_flex_2,right_data_flex_3,right_data_flex_4,right_data_flex_5
1692755899730651500,-1.0,-6.0,6.0,17.0,-32.0,-9.0,-3.0,-2.0,1.379060149,-5.266046524,8.723274231,-0.05768913,0.010258805,-0.004396631,-35.0,-11.0,11.0,14.0,46.0,3.169923067,2.041056871,9.92636013,0.004796324,-0.08513476,0.001598775,185.0,62.0,60.0,63.0,290.0
1692755899731651200,3.0,7.0,-25.0,17.0,39.0,12.0,4.0,3.0,1.379060149,-5.266046524,8.723274231,-0.05768913,0.010258805,-0.004396631,-35.0,-11.0,11.0,14.0,46.0,3.169923067,2.041056871,9.92636013,0.004796324,-0.08513476,0.001598775,185.0,62.0,60.0,63.0,290.0
1692755899746640600,1.0,-5.0,15.0,17.0,11.0,8.0,1.0,1.0,1.379060149,-5.266046524,8.723274231,-0.05768913,0.010258805,-0.004396631,-35.0,-11.0,11.0,14.0,46.0,3.169923067,2.041056871,9.92636013,0.004796324,-0.08513476,0.001598775,185.0,62.0,60.0,63.0,290.0
1692755899748642700,-5.0,-14.0,-4.0,-10.0,-3.0,-6.0,-3.0,-4.0,1.379060149,-5.266046524,8.723274231,-0.05768913,0.010258805,-0.004396631,-35.0,-11.0,11.0,14.0,46.0,3.169923067,2.041056871,9.92636013,0.004796324,-0.08513476,0.001598775,185.0,62.0,60.0,63.0,290.0
1692755899751638800,2.0,1.0,3.0,-18.0,7.0,-3.0,-2.0,1.0,1.379060149,-5.266046524,8.723274231,-0.05768913,0.010258805,-0.004396631,-35.0,-11.0,11.0,14.0,46.0,3.169923067,2.041056871,9.92636013,0.004796324,-0.08513476,0.001598775,185.0,62.0,60.0,63.0,290.0
1692755899752637800,1.0,15.0,-5.0,-3.0,-10.0,-6.0,-2.0,0.0,1.379060149,-5.266046524,8.723274231,-0.05768913,0.010258805,-0.004396631,-35.0,-11.0,11.0,14.0,46.0,3.169923067,2.041056871,9.92636013,0.004796324,-0.08513476,0.001598775,185.0,62.0,60.0,63.0,290.0
1692755899766629000,-2.0,-29.0,4.0,6.0,3.0,-2.0,-1.0,-2.0,1.379060149,-5.266046524,8.723274231,-0.05768913,0.010258805,-0.004396631,-35.0,-11.0,11.0,14.0,46.0,3.169923067,2.041056871,9.92636013,0.004796324,-0.08513476,0.001598775,185.0,62.0,60.0,63.0,290.0
1692755899767628900,-3.0,-7.0,6.0,-4.0,0.0,-2.0,-3.0,-2.0,1.379060149,-5.266046524,8.723274231,-0.05768913,0.010258805,-0.004396631,-35.0,-11.0,11.0,14.0,46.0,3.169923067,2.041056871,9.92636013,0.004796324,-0.08513476,0.001598775,185.0,62.0,60.0,63.0,290.0
1692755899779623600,4.0,1.0,19.0,9.0,22.0,6.0,3.0,0.0,1.379060149,-5.266046524,8.723274231,-0.05768913,0.010258805,-0.004396631,-35.0,-11.0,11.0,14.0,46.0,3.169923067,2.041056871,9.92636013,0.004796324,-0.08513476,0.001598775,185.0,62.0,60.0,63.0,290.0
1692755899780619300,4.0,1.0,19.0,9.0,22.0,6.0,3.0,0.0,1.37546885,-5.251681328,8.729259491,-0.058621746,0.005728943,-0.008926493,-38.0,-15.0,7.0,19.0,45.0,3.216609955,2.014720678,9.92037487,-0.036638591,-0.071145482,-0.006928025,223.0,87.0,61.0,73.0,297.0
