,timestamp,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z,left_data_flex_1,left_data_flex_2,left_data_flex_3,left_data_flex_4,left_data_flex_5
2,1690861075903512500,0.531512797,-0.086191259,9.279925346,-0.105785601,0.022915773,-0.012523737,344625.4375,336567.125,310320.6563,204234.75,297959.1875
3,1690861075904512500,0.531512797,-0.08379706,9.282320023,-0.105785601,0.023182238,-0.012523737,328347.2813,367465.75,308682.5313,205369.1719,304644.2188
4,1690861075905512500,0.533906996,-0.086191259,9.282320023,-0.105785601,0.023182238,-0.012523737,331052.625,351986.875,302654.8125,205369.1719,305044.5625
0,1690861075925668100,0.536301196,-0.081402861,9.284713745,-0.105519146,0.023715161,-0.012257273,328347.2813,327453.0313,306249.9375,207894.7656,299902.3125
1,1690861075926668100,0.536301196,-0.08379706,9.282320023,-0.105785601,0.023715161,-0.012257273,349506.0313,334252.3438,311971.8438,204914.3594,304644.2188
2,1690861075927668100,0.541089594,-0.081402861,9.279925346,-0.105785601,0.023715161,-0.012523737,336567.125,354495.0938,294129.0,199780.4063,299902.3125
3,1690861075928668100,0.541089594,-0.079008654,9.279925346,-0.105785601,0.023448698,-0.012523737,346564.75,360112.4063,296802.3125,205597.0,299122.9063
4,1690861075929668100,0.543483794,-0.076614454,9.277531624,-0.105785601,0.023448698,-0.012523737,326118.6563,348521.3438,318711.5938,199342.0625,303448.3438
0,1690861075945686100,0.529118598,-0.088585466,9.279925346,-0.105785601,0.023448698,-0.012523737,321296.2188,349506.0313,308682.5313,202660.75,303846.0938
1,1690861075946686100,0.531512797,-0.08379706,9.275136948,-0.105785601,0.023448698,-0.012523737,327007.3125,367465.75,294129.0,202437.2188,305445.5938
2,1690861075947686100,0.531512797,-0.081402861,9.272743225,-0.106052071,0.023182238,-0.012523737,342702.75,341747.4688,302654.8125,206053.7813,299512.1875
3,1690861075948686100,0.533906996,-0.08379706,9.275136948,-0.106052071,0.023448698,-0.012523737,341271.4688,358053.625,293750.0,201324.5156,299902.3125
4,1690861075949686100,0.533906996,-0.08379706,9.272743225,-0.106052071,0.023448698,-0.012523737,322600.6563,334252.3438,306653.3438,204460.9531,305445.5938
0,1690861075964800800,0.543483794,-0.08379706,9.282320023,-0.105519146,0.023715161,-0.012790199,323913.0625,334252.3438,313636.375,199342.0625,304244.75
1,1690861075965800800,0.543483794,-0.08379706,9.279925346,-0.105785601,0.023715161,-0.012790199,342702.75,344143.0625,295270.2813,204460.9531,299902.3125
2,1690861075966800800,0.538695395,-0.086191259,9.282320023,-0.105519146,0.023715161,-0.012790199,341271.4688,335638.375,309090.9375,202660.75,304244.75
3,1690861075967800800,0.541089594,-0.086191259,9.277531624,-0.105519146,0.023715161,-0.012790199,335175.4375,344143.0625,306653.3438,202884.6094,304644.2188
4,1690861075968800800,0.543483794,-0.08379706,9.277531624,-0.105519146,0.023448698,-0.013056661,343181.8438,358053.625,306653.3438,201546.4063,299512.1875
0,1690861075985779100,0.543483794,-0.086191259,9.277531624,-0.106318533,0.023182238,-0.012523737,325233.6875,334252.3438,307868.5625,202884.6094,304644.2188
1,1690861075986779100,0.543483794,-0.088585466,9.279925346,-0.106318533,0.023182238,-0.012790199,328795.8125,349013.1563,306653.3438,204234.75,304244.75
2,1690861075987779100,0.545877993,-0.088585466,9.279925346,-0.106052071,0.023182238,-0.012523737,334713.3438,359596.0313,296802.3125,201768.5625,299902.3125
3,1690861075988779100,0.543483794,-0.088585466,9.284713745,-0.105785601,0.023182238,-0.012523737,322165.0,360112.4063,299512.1875,200660.7344,297959.1875
4,1690861075989779100,0.541089594,-0.090979666,9.282320023,-0.105785601,0.023182238,-0.012790199,331962.0,344143.0625,299512.1875,197818.2188,303846.0938
