timestamp,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z
1689140534251154100,0.802057564,-0.260968,10.64940929,0.106052071,0.011990812,-0.016520673,-0.270544797,0.313640416,9.232041359,-0.104453288,0.022382848,-0.012523737
1689140534252154100,0.802057564,-0.260968,10.64940929,0.106052071,0.011990812,-0.016520673,-0.270544797,0.313640416,9.232041359,-0.104186833,0.022649311,-0.012523737
1689140534253154100,0.797269166,-0.260968,10.64701462,0.106052071,0.011990812,-0.016520673,-0.270544797,0.313640416,9.229647636,-0.104186833,0.022382848,-0.012523737
1689140534254154100,0.797269166,-0.260968,10.6398325,0.106052071,0.011990812,-0.016520673,-0.272938997,0.313640416,9.222464561,-0.104186833,0.022382848,-0.012523737
1689140534255154100,0.797269166,-0.258573771,10.63743782,0.106052071,0.011724349,-0.016254211,-0.272938997,0.313640416,9.224859238,-0.104453288,0.022382848,-0.012523737
1689140534256154100,0.799663365,-0.256179571,10.63743782,0.106318533,0.011724349,-0.016254211,-0.272938997,0.316034615,9.220070839,-0.104453288,0.022382848,-0.012790199
1689140534257154100,0.797269166,-0.253785372,10.6398325,0.106052071,0.011990812,-0.016254211,-0.270544797,0.318428814,9.222464561,-0.104453288,0.022649311,-0.012523737
1689140534258154100,0.797269166,-0.253785372,10.64701462,0.106052071,0.011990812,-0.016254211,-0.272938997,0.316034615,9.229647636,-0.104186833,0.022915773,-0.012523737
1689140534259154100,0.797269166,-0.253785372,10.64701462,0.106318533,0.011990812,-0.015987748,-0.275333196,0.316034615,9.236829758,-0.104186833,0.022649311,-0.012523737
1689140534260154100,0.799663365,-0.248996973,10.64940929,0.106318533,0.011990812,-0.015987748,-0.272938997,0.316034615,9.239224434,-0.104186833,0.022649311,-0.012790199
1689140534261154100,0.797269166,-0.248996973,10.64940929,0.106318533,0.011724349,-0.015987748,-0.275333196,0.316034615,9.236829758,-0.104453288,0.022649311,-0.012790199
1689140534341099600,0.802057564,-0.258573771,10.66616821,0.106052071,0.012257273,-0.016254211,-0.280121595,0.301669419,9.222464561,-0.103920363,0.022382848,-0.011724349
1689140534342099600,0.799663365,-0.258573771,10.67095661,0.106052071,0.012257273,-0.016254211,-0.280121595,0.301669419,9.222464561,-0.103920363,0.022649311,-0.011724349
1689140534343099600,0.802057564,-0.256179571,10.66377449,0.106052071,0.012523737,-0.016254211,-0.277727395,0.301669419,9.220070839,-0.103653908,0.022382848,-0.011724349
1689140534344099600,0.802057564,-0.258573771,10.66616821,0.106052071,0.012257273,-0.016254211,-0.272938997,0.299275219,9.222464561,-0.103920363,0.022382848,-0.011724349
1689140534345099600,0.799663365,-0.258573771,10.66377449,0.106052071,0.012257273,-0.016254211,-0.275333196,0.29688102,9.222464561,-0.103920363,0.022116385,-0.011457887
1689140534346099600,0.802057564,-0.260968,10.66856289,0.105785601,0.012257273,-0.016254211,-0.275333196,0.29688102,9.22725296,-0.103920363,0.022116385,-0.011724349
1689140534347099600,0.802057564,-0.258573771,10.66616821,0.105785601,0.012257273,-0.016254211,-0.275333196,0.29688102,9.229647636,-0.103920363,0.022116385,-0.011724349
1689140534348099600,0.804451764,-0.256179571,10.66856289,0.105785601,0.012523737,-0.016254211,-0.272938997,0.294486821,9.224859238,-0.104186833,0.022116385,-0.011990812
1689140534349099600,0.802057564,-0.256179571,10.67095661,0.105519146,0.012523737,-0.016254211,-0.272938997,0.29688102,9.224859238,-0.104453288,0.022116385,-0.011724349
1689140534350099600,0.802057564,-0.253785372,10.66856289,0.105785601,0.012523737,-0.016254211,-0.270544797,0.294486821,9.22725296,-0.104453288,0.022116385,-0.011990812
1689140534351099600,0.799663365,-0.253785372,10.66377449,0.105785601,0.012257273,-0.016254211,-0.270544797,0.29688102,9.234436035,-0.104453288,0.022116385,-0.011724349
1689140534352099600,0.797269166,-0.256179571,10.66137981,0.106052071,0.012257273,-0.016254211,-0.270544797,0.301669419,9.241618156,-0.104186833,0.022382848,-0.011990812
1689140534353099600,0.794874966,-0.256179571,10.65898609,0.106052071,0.012257273,-0.016254211,-0.268150598,0.301669419,9.241618156,-0.104186833,0.022382848,-0.011990812
1689140534354099600,0.797269166,-0.253785372,10.65659142,0.106052071,0.012257273,-0.016254211,-0.265756398,0.301669419,9.241618156,-0.104186833,0.022382848,-0.011990812
1689140534355099600,0.797269166,-0.253785372,10.65419769,0.106052071,0.012257273,-0.016254211,-0.268150598,0.299275219,9.244012833,-0.104186833,0.022382848,-0.011990812
1689140534429049000,0.806845963,-0.258573771,10.65180302,0.105785601,0.011990812,-0.016520673,-0.280121595,0.311246216,9.246406555,-0.104453288,0.021849923,-0.011990812
1689140534430049000,0.809240162,-0.258573771,10.65180302,0.105785601,0.011724349,-0.016520673,-0.280121595,0.313640416,9.244012833,-0.104186833,0.021849923,-0.011990812
1689140534431049000,0.809240162,-0.258573771,10.64940929,0.105785601,0.011724349,-0.016520673,-0.280121595,0.316034615,9.246406555,-0.104186833,0.021849923,-0.011990812
1689140534432049000,0.806845963,-0.258573771,10.65180302,0.105785601,0.011724349,-0.016520673,-0.277727395,0.313640416,9.248801231,-0.104453288,0.02158346,-0.012257273
1689140534433049000,0.806845963,-0.256179571,10.64701462,0.105785601,0.011990812,-0.016520673,-0.275333196,0.313640416,9.246406555,-0.104186833,0.021849923,-0.012257273
1689140534434049000,0.809240162,-0.258573771,10.6398325,0.105785601,0.011990812,-0.016520673,-0.270544797,0.313640416,9.246406555,-0.104186833,0.021849923,-0.012523737
1689140534435049000,0.809240162,-0.258573771,10.63743782,0.105785601,0.012257273,-0.016254211,-0.270544797,0.316034615,9.246406555,-0.103920363,0.022116385,-0.012523737
1689140534436049000,0.809240162,-0.256179571,10.63743782,0.106052071,0.011990812,-0.016254211,-0.272938997,0.313640416,9.248801231,-0.103920363,0.021849923,-0.012523737
1689140534437049000,0.809240162,-0.256179571,10.63743782,0.105785601,0.011990812,-0.016520673,-0.272938997,0.313640416,9.246406555,-0.103920363,0.022116385,-0.012523737
1689140534438049000,0.811634362,-0.253785372,10.63743782,0.105785601,0.011990812,-0.016254211,-0.272938997,0.311246216,9.246406555,-0.103653908,0.022116385,-0.012523737
1689140534439049000,0.814028561,-0.253785372,10.64222622,0.105785601,0.011724349,-0.016254211,-0.270544797,0.311246216,9.246406555,-0.103653908,0.022116385,-0.012523737
1689140534440049000,0.814028561,-0.253785372,10.6446209,0.105785601,0.011724349,-0.016254211,-0.270544797,0.311246216,9.248801231,-0.103653908,0.022116385,-0.012790199
1689140534441049000,0.814028561,-0.253785372,10.64940929,0.106052071,0.011724349,-0.016254211,-0.272938997,0.311246216,9.248801231,-0.103653908,0.022116385,-0.012790199
1689140534442049000,0.811634362,-0.251391172,10.64701462,0.106052071,0.011724349,-0.016520673,-0.272938997,0.308852017,9.251194954,-0.103653908,0.022382848,-0.012523737
1689140534443049000,0.811634362,-0.253785372,10.6446209,0.106052071,0.011724349,-0.016520673,-0.275333196,0.308852017,9.248801231,-0.103653908,0.022116385,-0.012523737
1689140534551630700,0.799663365,-0.253785372,10.65419769,0.106318533,0.012257273,-0.016254211,-0.275333196,0.308852017,9.232041359,-0.103920363,0.021849923,-0.011990812
1689140534552630700,0.802057564,-0.256179571,10.65419769,0.106318533,0.012523737,-0.016520673,-0.272938997,0.311246216,9.232041359,-0.103920363,0.022116385,-0.011724349
1689140534553630700,0.802057564,-0.258573771,10.65419769,0.106318533,0.012257273,-0.016520673,-0.272938997,0.308852017,9.236829758,-0.104186833,0.021849923,-0.011724349
1689140534554630700,0.802057564,-0.258573771,10.65419769,0.106052071,0.012257273,-0.016520673,-0.270544797,0.308852017,9.241618156,-0.104186833,0.022116385,-0.011724349
1689140534555630700,0.802057564,-0.258573771,10.65659142,0.106052071,0.012257273,-0.016520673,-0.270544797,0.308852017,9.239224434,-0.103920363,0.022116385,-0.011724349
1689140534556630700,0.799663365,-0.260968,10.65180302,0.106318533,0.012257273,-0.016254211,-0.272938997,0.313640416,9.236829758,-0.103653908,0.022116385,-0.011724349
1689140534557630700,0.797269166,-0.260968,10.65180302,0.106318533,0.012257273,-0.016254211,-0.275333196,0.313640416,9.234436035,-0.103920363,0.022116385,-0.011724349
1689140534558630700,0.797269166,-0.263362199,10.64940929,0.106318533,0.012257273,-0.016254211,-0.275333196,0.313640416,9.234436035,-0.103920363,0.021849923,-0.011724349
1689140534559630700,0.794874966,-0.263362199,10.65419769,0.106318533,0.011990812,-0.016254211,-0.275333196,0.313640416,9.234436035,-0.103920363,0.02158346,-0.011990812
1689140534560630700,0.794874966,-0.258573771,10.64940929,0.106318533,0.012257273,-0.016254211,-0.275333196,0.313640416,9.239224434,-0.103920363,0.02158346,-0.011990812
1689140534561630700,0.794874966,-0.258573771,10.64701462,0.106318533,0.012257273,-0.016254211,-0.275333196,0.311246216,9.244012833,-0.103920363,0.02158346,-0.011724349
1689140534562630700,0.797269166,-0.258573771,10.6446209,0.106318533,0.012257273,-0.016254211,-0.277727395,0.313640416,9.241618156,-0.104186833,0.021849923,-0.011724349
1689140534563630700,0.802057564,-0.258573771,10.64701462,0.106318533,0.012523737,-0.016520673,-0.275333196,0.311246216,9.241618156,-0.104186833,0.021849923,-0.011457887
1689140534564630700,0.802057564,-0.258573771,10.64701462,0.106318533,0.012257273,-0.016520673,-0.272938997,0.311246216,9.241618156,-0.104186833,0.02158346,-0.011724349
1689140534565630700,0.799663365,-0.258573771,10.64701462,0.106052071,0.012257273,-0.016520673,-0.275333196,0.313640416,9.241618156,-0.104186833,0.021849923,-0.011724349
1689140534694547400,0.797269166,-0.258573771,10.64222622,0.106052071,0.011990812,-0.016254211,-0.270544797,0.311246216,9.234436035,-0.103920363,0.022649311,-0.011990812
1689140534695547400,0.794874966,-0.253785372,10.64701462,0.106052071,0.011990812,-0.016254211,-0.268150598,0.308852017,9.229647636,-0.103920363,0.022649311,-0.011990812
1689140534696547400,0.794874966,-0.253785372,10.64701462,0.106052071,0.011990812,-0.016254211,-0.270544797,0.308852017,9.232041359,-0.103920363,0.022649311,-0.011724349
1689140534697547400,0.792480767,-0.251391172,10.64940929,0.106052071,0.011990812,-0.016254211,-0.270544797,0.311246216,9.234436035,-0.103920363,0.022649311,-0.011724349
1689140534698547400,0.792480767,-0.253785372,10.65180302,0.105785601,0.011990812,-0.016254211,-0.270544797,0.313640416,9.234436035,-0.103920363,0.022649311,-0.011724349
1689140534699547400,0.792480767,-0.256179571,10.65659142,0.105785601,0.012257273,-0.016254211,-0.265756398,0.316034615,9.234436035,-0.103920363,0.022915773,-0.011724349
1689140534700547400,0.787692368,-0.256179571,10.65180302,0.105785601,0.012257273,-0.016254211,-0.268150598,0.316034615,9.239224434,-0.104186833,0.023182238,-0.011457887
1689140534701547400,0.787692368,-0.256179571,10.65419769,0.105785601,0.012257273,-0.016254211,-0.268150598,0.316034615,9.236829758,-0.104186833,0.023182238,-0.011457887
1689140534702547400,0.787692368,-0.253785372,10.65898609,0.105785601,0.011990812,-0.016254211,-0.268150598,0.316034615,9.236829758,-0.104186833,0.023448698,-0.011724349
1689140534703547400,0.787692368,-0.253785372,10.65898609,0.106052071,0.012257273,-0.016254211,-0.268150598,0.316034615,9.236829758,-0.104186833,0.023182238,-0.011724349
1689140534704547400,0.790086567,-0.253785372,10.65659142,0.106052071,0.011990812,-0.016254211,-0.265756398,0.318428814,9.236829758,-0.103920363,0.023448698,-0.011724349
1689140534705547400,0.790086567,-0.256179571,10.65419769,0.106052071,0.011990812,-0.016254211,-0.268150598,0.320823014,9.239224434,-0.104186833,0.023448698,-0.011724349
1689140534706547400,0.790086567,-0.256179571,10.65180302,0.105785601,0.012257273,-0.016254211,-0.270544797,0.320823014,9.236829758,-0.104186833,0.023448698,-0.011724349
1689140534707547400,0.794874966,-0.253785372,10.65180302,0.105785601,0.011990812,-0.016254211,-0.270544797,0.323217243,9.234436035,-0.104186833,0.023448698,-0.011990812
1689140534708547400,0.794874966,-0.256179571,10.65180302,0.106052071,0.011990812,-0.016254211,-0.270544797,0.320823014,9.234436035,-0.104453288,0.023182238,-0.012257273
1689140534899441900,0.802057564,-0.253785372,10.65419769,0.106318533,0.011990812,-0.016520673,-0.280121595,0.308852017,9.232041359,-0.104186833,0.022649311,-0.011990812
1689140534900441900,0.799663365,-0.253785372,10.65659142,0.106052071,0.011990812,-0.016520673,-0.280121595,0.311246216,9.232041359,-0.104186833,0.022382848,-0.011724349
1689140534901441900,0.799663365,-0.251391172,10.65898609,0.106052071,0.011990812,-0.016520673,-0.277727395,0.313640416,9.236829758,-0.103920363,0.022649311,-0.011990812
1689140534902441900,0.802057564,-0.246602774,10.66377449,0.106052071,0.012257273,-0.016520673,-0.277727395,0.311246216,9.234436035,-0.103920363,0.022382848,-0.011990812
1689140534903441900,0.802057564,-0.246602774,10.66616821,0.106052071,0.012257273,-0.016520673,-0.275333196,0.311246216,9.236829758,-0.103920363,0.022382848,-0.011724349
1689140534904441900,0.802057564,-0.248996973,10.66616821,0.106052071,0.012257273,-0.016520673,-0.275333196,0.308852017,9.239224434,-0.104186833,0.022382848,-0.011724349
1689140534905441900,0.802057564,-0.248996973,10.66377449,0.106052071,0.012257273,-0.016520673,-0.275333196,0.311246216,9.229647636,-0.103920363,0.022382848,-0.011724349
1689140534906441900,0.802057564,-0.251391172,10.66137981,0.106052071,0.012257273,-0.016787136,-0.277727395,0.311246216,9.229647636,-0.103920363,0.022382848,-0.011724349
1689140534907441900,0.799663365,-0.251391172,10.65898609,0.105785601,0.012257273,-0.016787136,-0.280121595,0.308852017,9.229647636,-0.103920363,0.022382848,-0.011724349
1689140534908441900,0.802057564,-0.251391172,10.65419769,0.105785601,0.012257273,-0.016520673,-0.277727395,0.308852017,9.22725296,-0.103920363,0.022382848,-0.011990812
1689140534909441900,0.804451764,-0.256179571,10.66377449,0.106052071,0.012257273,-0.016787136,-0.280121595,0.308852017,9.224859238,-0.103920363,0.022382848,-0.011990812
1689140534910441900,0.806845963,-0.258573771,10.66137981,0.106052071,0.012257273,-0.016520673,-0.277727395,0.308852017,9.232041359,-0.103920363,0.022382848,-0.011990812
1689140534911441900,0.806845963,-0.258573771,10.65659142,0.106052071,0.012257273,-0.016520673,-0.277727395,0.308852017,9.229647636,-0.103920363,0.022382848,-0.011990812
1689140534912441900,0.806845963,-0.258573771,10.65419769,0.105785601,0.011990812,-0.016520673,-0.275333196,0.306457818,9.229647636,-0.103920363,0.022116385,-0.011990812
1689140534913441900,0.809240162,-0.256179571,10.65419769,0.105785601,0.011990812,-0.016520673,-0.280121595,0.308852017,9.229647636,-0.103920363,0.022382848,-0.012257273
1689140534971401000,0.799663365,-0.251391172,10.64222622,0.106584989,0.012257273,-0.016520673,-0.265756398,0.29688102,9.236829758,-0.103653908,0.022649311,-0.011724349
1689140534972401000,0.799663365,-0.251391172,10.6446209,0.106584989,0.011990812,-0.016520673,-0.265756398,0.29688102,9.239224434,-0.103653908,0.022649311,-0.012257273
1689140534973401000,0.797269166,-0.253785372,10.64222622,0.106318533,0.011990812,-0.016520673,-0.265756398,0.299275219,9.239224434,-0.103653908,0.022649311,-0.012257273
1689140534974401000,0.799663365,-0.253785372,10.6398325,0.106318533,0.011990812,-0.016520673,-0.268150598,0.299275219,9.236829758,-0.103920363,0.022649311,-0.011990812
1689140534975401000,0.802057564,-0.251391172,10.63743782,0.106318533,0.011990812,-0.016520673,-0.272938997,0.304063618,9.236829758,-0.103920363,0.022649311,-0.011724349
1689140534976401000,0.802057564,-0.253785372,10.6398325,0.106318533,0.011990812,-0.016520673,-0.272938997,0.304063618,9.236829758,-0.103653908,0.022649311,-0.011724349
1689140534977401000,0.802057564,-0.256179571,10.64222622,0.106052071,0.011990812,-0.016254211,-0.275333196,0.306457818,9.234436035,-0.103653908,0.022382848,-0.011724349
1689140534978401000,0.802057564,-0.253785372,10.6398325,0.106052071,0.011990812,-0.016254211,-0.272938997,0.304063618,9.236829758,-0.103653908,0.022382848,-0.011990812
1689140534979401000,0.804451764,-0.251391172,10.63743782,0.105785601,0.011990812,-0.016254211,-0.272938997,0.304063618,9.239224434,-0.103653908,0.022116385,-0.011990812
1689140534980401000,0.804451764,-0.248996973,10.6398325,0.105785601,0.011990812,-0.016520673,-0.272938997,0.301669419,9.244012833,-0.103653908,0.022382848,-0.011724349
1689140534981401000,0.802057564,-0.248996973,10.64222622,0.105785601,0.011990812,-0.016520673,-0.272938997,0.301669419,9.244012833,-0.103920363,0.022382848,-0.011724349
1689140534982401000,0.804451764,-0.248996973,10.64222622,0.105785601,0.011990812,-0.016520673,-0.270544797,0.301669419,9.248801231,-0.103920363,0.022382848,-0.011724349
1689140534983401000,0.804451764,-0.251391172,10.6446209,0.105785601,0.011990812,-0.016254211,-0.270544797,0.304063618,9.248801231,-0.103920363,0.022382848,-0.011724349
1689140534984401000,0.806845963,-0.251391172,10.64222622,0.106052071,0.011990812,-0.016254211,-0.268150598,0.306457818,9.251194954,-0.103920363,0.022382848,-0.011990812
1689140534985401000,0.806845963,-0.253785372,10.64222622,0.106052071,0.011990812,-0.016254211,-0.268150598,0.308852017,9.248801231,-0.103920363,0.022116385,-0.011990812
1689140535050355300,0.799663365,-0.253785372,10.64940929,0.105785601,0.011990812,-0.016254211,-0.280121595,0.311246216,9.236829758,-0.103920363,0.022116385,-0.011990812
1689140535051355300,0.799663365,-0.251391172,10.6446209,0.106052071,0.011724349,-0.016254211,-0.277727395,0.313640416,9.239224434,-0.103920363,0.022116385,-0.011990812
1689140535052355300,0.797269166,-0.251391172,10.64222622,0.106318533,0.011457887,-0.016520673,-0.277727395,0.311246216,9.236829758,-0.103920363,0.022382848,-0.011990812
1689140535053355300,0.797269166,-0.253785372,10.6446209,0.106052071,0.011724349,-0.016520673,-0.277727395,0.311246216,9.239224434,-0.103920363,0.022382848,-0.011724349
1689140535054355300,0.797269166,-0.251391172,10.6446209,0.106052071,0.011724349,-0.016520673,-0.275333196,0.313640416,9.239224434,-0.103920363,0.022116385,-0.011724349
1689140535055355300,0.794874966,-0.251391172,10.6446209,0.106318533,0.011724349,-0.016520673,-0.277727395,0.316034615,9.241618156,-0.103653908,0.021849923,-0.011724349
1689140535056355300,0.794874966,-0.251391172,10.64940929,0.106318533,0.011724349,-0.016520673,-0.277727395,0.316034615,9.239224434,-0.103920363,0.021849923,-0.011724349
1689140535057355300,0.797269166,-0.251391172,10.6446209,0.106318533,0.011724349,-0.016520673,-0.277727395,0.316034615,9.239224434,-0.103920363,0.022116385,-0.011724349
1689140535058355300,0.797269166,-0.251391172,10.64222622,0.106318533,0.011724349,-0.016520673,-0.280121595,0.316034615,9.241618156,-0.103920363,0.022116385,-0.011990812
1689140535059355300,0.797269166,-0.251391172,10.6446209,0.106584989,0.011724349,-0.016520673,-0.280121595,0.318428814,9.239224434,-0.103920363,0.022382848,-0.011990812
1689140535060355300,0.799663365,-0.253785372,10.6446209,0.106318533,0.011724349,-0.016254211,-0.282515794,0.316034615,9.236829758,-0.104186833,0.022382848,-0.011990812
1689140535061355300,0.797269166,-0.253785372,10.6446209,0.106584989,0.011990812,-0.016254211,-0.282515794,0.316034615,9.236829758,-0.104186833,0.022382848,-0.011990812
1689140535062355300,0.797269166,-0.256179571,10.64701462,0.106584989,0.011724349,-0.016254211,-0.280121595,0.316034615,9.234436035,-0.104453288,0.022116385,-0.012257273
1689140535063355300,0.799663365,-0.258573771,10.64940929,0.106584989,0.011724349,-0.016254211,-0.280121595,0.318428814,9.239224434,-0.104453288,0.021849923,-0.012257273
1689140535064355300,0.799663365,-0.260968,10.65180302,0.106584989,0.011724349,-0.015987748,-0.280121595,0.320823014,9.234436035,-0.104453288,0.021849923,-0.012257273
1689140535117010500,0.799663365,-0.256179571,10.65180302,0.105785601,0.011724349,-0.015987748,-0.268150598,0.308852017,9.224859238,-0.104453288,0.022382848,-0.011990812
1689140535118010500,0.802057564,-0.258573771,10.64701462,0.105785601,0.011990812,-0.015987748,-0.272938997,0.308852017,9.22725296,-0.104453288,0.022382848,-0.011990812
1689140535119010500,0.804451764,-0.258573771,10.64222622,0.106052071,0.011990812,-0.015987748,-0.272938997,0.308852017,9.22725296,-0.104453288,0.022382848,-0.011990812
1689140535120010500,0.804451764,-0.256179571,10.6446209,0.106052071,0.011724349,-0.016254211,-0.272938997,0.308852017,9.224859238,-0.104719758,0.022649311,-0.011990812
1689140535121010500,0.804451764,-0.253785372,10.6446209,0.106052071,0.011724349,-0.016254211,-0.275333196,0.308852017,9.229647636,-0.104453288,0.022649311,-0.011990812
1689140535122010500,0.802057564,-0.253785372,10.6446209,0.106052071,0.011724349,-0.015987748,-0.275333196,0.311246216,9.232041359,-0.104719758,0.022382848,-0.012257273
1689140535123010500,0.802057564,-0.253785372,10.6446209,0.106052071,0.011990812,-0.015987748,-0.277727395,0.313640416,9.234436035,-0.104453288,0.022382848,-0.012257273
1689140535124010500,0.799663365,-0.251391172,10.64701462,0.106052071,0.011990812,-0.015987748,-0.277727395,0.311246216,9.239224434,-0.104453288,0.022382848,-0.012257273
1689140535125010500,0.799663365,-0.251391172,10.6446209,0.106318533,0.011990812,-0.015987748,-0.277727395,0.308852017,9.241618156,-0.104453288,0.022116385,-0.012523737
1689140535126010500,0.799663365,-0.253785372,10.64701462,0.106318533,0.011990812,-0.016254211,-0.275333196,0.308852017,9.244012833,-0.104453288,0.022382848,-0.012257273
1689140535127010500,0.799663365,-0.253785372,10.6446209,0.106318533,0.011990812,-0.016254211,-0.277727395,0.311246216,9.244012833,-0.104453288,0.022116385,-0.012257273
1689140535128010500,0.804451764,-0.253785372,10.64701462,0.106318533,0.011990812,-0.016254211,-0.277727395,0.308852017,9.239224434,-0.104453288,0.021849923,-0.012257273
1689140535129010500,0.804451764,-0.251391172,10.64701462,0.106052071,0.011990812,-0.016254211,-0.277727395,0.308852017,9.236829758,-0.104453288,0.022116385,-0.012257273
1689140535130010500,0.806845963,-0.253785372,10.6446209,0.106052071,0.011990812,-0.016520673,-0.280121595,0.308852017,9.241618156,-0.104453288,0.022116385,-0.012257273
1689140535131010500,0.806845963,-0.256179571,10.64701462,0.106318533,0.011990812,-0.016520673,-0.280121595,0.311246216,9.241618156,-0.104453288,0.022116385,-0.012257273
1689140535194943300,0.811634362,-0.258573771,10.64701462,0.106318533,0.011990812,-0.016254211,-0.280121595,0.304063618,9.234436035,-0.103920363,0.022915773,-0.012790199
1689140535195943300,0.814028561,-0.260968,10.64701462,0.106318533,0.012257273,-0.016254211,-0.282515794,0.304063618,9.236829758,-0.103920363,0.023182238,-0.012523737
1689140535196943300,0.811634362,-0.260968,10.64222622,0.106052071,0.012257273,-0.016254211,-0.282515794,0.308852017,9.241618156,-0.103920363,0.023182238,-0.012523737
1689140535197943300,0.804451764,-0.260968,10.64222622,0.106052071,0.012257273,-0.016254211,-0.282515794,0.306457818,9.244012833,-0.103920363,0.023182238,-0.012523737
1689140535198943300,0.806845963,-0.260968,10.64222622,0.105785601,0.012257273,-0.016254211,-0.277727395,0.306457818,9.241618156,-0.103920363,0.023182238,-0.012523737
1689140535199943300,0.804451764,-0.260968,10.6446209,0.105785601,0.012523737,-0.015987748,-0.280121595,0.306457818,9.244012833,-0.103920363,0.023182238,-0.012523737
1689140535200943300,0.802057564,-0.258573771,10.63743782,0.105785601,0.012257273,-0.015987748,-0.280121595,0.308852017,9.241618156,-0.103920363,0.023182238,-0.012523737
1689140535201943300,0.799663365,-0.260968,10.6398325,0.105519146,0.012257273,-0.015987748,-0.280121595,0.308852017,9.239224434,-0.103920363,0.023182238,-0.012257273
1689140535202943300,0.802057564,-0.260968,10.6398325,0.105519146,0.011990812,-0.015987748,-0.277727395,0.308852017,9.244012833,-0.103920363,0.022649311,-0.012523737
1689140535203943300,0.804451764,-0.260968,10.64222622,0.105519146,0.011990812,-0.016254211,-0.277727395,0.306457818,9.248801231,-0.103920363,0.022649311,-0.012523737
1689140535204943300,0.804451764,-0.263362199,10.63743782,0.105785601,0.011990812,-0.016254211,-0.277727395,0.301669419,9.248801231,-0.103920363,0.022915773,-0.012257273
