,timestamp_leitura,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z
7,1688394071.0659573,0.359130263,-0.088585466,10.6350441,0.106052071,0.011457887,-0.015987748
8,1688394071.0659573,0.361524463,-0.086191259,10.63743782,0.106052071,0.011724349,-0.015987748
9,1688394071.0659573,0.363918662,-0.088585466,10.63743782,0.106052071,0.011724349,-0.015987748
10,1688394071.0659573,0.366312861,-0.090979666,10.6350441,0.106318533,0.011724349,-0.015987748
11,1688394071.0659573,0.366312861,-0.090979666,10.6398325,0.106052071,0.011724349,-0.015987748
12,1688394071.0659573,0.368707061,-0.093373865,10.6446209,0.106052071,0.011990812,-0.015987748
13,1688394071.0659573,0.366312861,-0.090979666,10.64701462,0.106318533,0.011990812,-0.015987748
14,1688394071.0659573,0.363918662,-0.093373865,10.64701462,0.106318533,0.011990812,-0.015987748
0,1688394071.0949414,0.361524463,-0.093373865,10.63264942,0.106052071,0.011457887,-0.016254211
1,1688394071.0949414,0.361524463,-0.093373865,10.6398325,0.106052071,0.011457887,-0.016254211
2,1688394071.0949414,0.363918662,-0.093373865,10.6398325,0.106318533,0.011191424,-0.016254211
3,1688394071.0949414,0.363918662,-0.093373865,10.64222622,0.106584989,0.011191424,-0.016254211
4,1688394071.0949414,0.361524463,-0.098162271,10.64701462,0.106584989,0.011191424,-0.016254211
5,1688394071.0949414,0.361524463,-0.098162271,10.64940929,0.106584989,0.011457887,-0.016254211
6,1688394071.0949414,0.361524463,-0.098162271,10.64940929,0.106584989,0.011457887,-0.016254211
7,1688394071.0949414,0.361524463,-0.095768064,10.65180302,0.106318533,0.011191424,-0.016254211
8,1688394071.0949414,0.363918662,-0.095768064,10.64940929,0.106584989,0.011191424,-0.016254211
9,1688394071.0949414,0.361524463,-0.095768064,10.65419769,0.106584989,0.011191424,-0.016254211
10,1688394071.0949414,0.363918662,-0.098162271,10.64940929,0.106584989,0.011191424,-0.016254211
11,1688394071.0949414,0.366312861,-0.095768064,10.6446209,0.106584989,0.011191424,-0.015987748
12,1688394071.0949414,0.366312861,-0.093373865,10.6350441,0.106584989,0.010924961,-0.016254211
13,1688394071.0949414,0.366312861,-0.090979666,10.6350441,0.106584989,0.010924961,-0.016254211
14,1688394071.0949414,0.361524463,-0.093373865,10.62786102,0.106584989,0.010924961,-0.016254211
0,1688394071.1229248,0.356736064,-0.093373865,10.6302557,0.105785601,0.011457887,-0.016787136
1,1688394071.1229248,0.356736064,-0.095768064,10.6302557,0.105785601,0.011191424,-0.016520673
2,1688394071.1229248,0.356736064,-0.098162271,10.6350441,0.105519146,0.011457887,-0.016520673
3,1688394071.1229248,0.351947635,-0.093373865,10.6398325,0.105519146,0.011457887,-0.016520673
4,1688394071.1229248,0.351947635,-0.090979666,10.64222622,0.105785601,0.011191424,-0.016254211
5,1688394071.1229248,0.351947635,-0.088585466,10.6446209,0.106052071,0.011191424,-0.016254211
6,1688394071.1229248,0.354341865,-0.088585466,10.64701462,0.106052071,0.011457887,-0.016520673
7,1688394071.1229248,0.359130263,-0.086191259,10.65180302,0.106052071,0.011191424,-0.016520673
8,1688394071.1229248,0.361524463,-0.090979666,10.65419769,0.105785601,0.011191424,-0.016520673
9,1688394071.1229248,0.356736064,-0.090979666,10.64940929,0.105785601,0.011191424,-0.016520673
10,1688394071.1229248,0.359130263,-0.090979666,10.64701462,0.106052071,0.011191424,-0.016520673
11,1688394071.1229248,0.359130263,-0.088585466,10.64701462,0.106052071,0.011457887,-0.016520673
12,1688394071.1229248,0.359130263,-0.090979666,10.64701462,0.106052071,0.011191424,-0.016520673
13,1688394071.1229248,0.361524463,-0.090979666,10.64701462,0.106052071,0.011191424,-0.016520673
14,1688394071.1229248,0.363918662,-0.088585466,10.64701462,0.106052071,0.010924961,-0.016254211
0,1688394071.148915,0.344765037,-0.088585466,10.66616821,0.106584989,0.010924961,-0.016520673
1,1688394071.148915,0.344765037,-0.086191259,10.66137981,0.106584989,0.010924961,-0.016520673
2,1688394071.148915,0.344765037,-0.088585466,10.65659142,0.106584989,0.010658499,-0.016520673
3,1688394071.148915,0.349553436,-0.090979666,10.64940929,0.106851459,0.010392036,-0.016254211
4,1688394071.148915,0.349553436,-0.088585466,10.64222622,0.106851459,0.010392036,-0.016520673
5,1688394071.148915,0.349553436,-0.090979666,10.63264942,0.106851459,0.010392036,-0.016520673
6,1688394071.148915,0.347159237,-0.088585466,10.6206789,0.106584989,0.010392036,-0.016254211
7,1688394071.148915,0.344765037,-0.086191259,10.60870743,0.106584989,0.010658499,-0.016254211
8,1688394071.148915,0.342370838,-0.088585466,10.60391903,0.106584989,0.010658499,-0.016254211
9,1688394071.148915,0.339976639,-0.090979666,10.60391903,0.106851459,0.010658499,-0.016254211
10,1688394071.148915,0.339976639,-0.090979666,10.60631371,0.106851459,0.010658499,-0.015987748
11,1688394071.148915,0.339976639,-0.093373865,10.61349583,0.106851459,0.010658499,-0.015987748
12,1688394071.148915,0.342370838,-0.090979666,10.6158905,0.106851459,0.010924961,-0.016254211
13,1688394071.148915,0.344765037,-0.088585466,10.62307262,0.106851459,0.010924961,-0.016254211
14,1688394071.148915,0.347159237,-0.090979666,10.6302557,0.106584989,0.010924961,-0.015987748
0,1688394071.1798918,0.347159237,-0.093373865,10.6446209,0.106318533,0.011457887,-0.016254211
1,1688394071.1798918,0.347159237,-0.093373865,10.6446209,0.106052071,0.011457887,-0.016254211
2,1688394071.1798918,0.344765037,-0.093373865,10.64940929,0.106052071,0.011724349,-0.015987748
3,1688394071.1798918,0.344765037,-0.095768064,10.65898609,0.105785601,0.011457887,-0.016254211
4,1688394071.1798918,0.349553436,-0.093373865,10.66616821,0.105519146,0.011191424,-0.016254211
5,1688394071.1798918,0.347159237,-0.095768064,10.66377449,0.105519146,0.011191424,-0.016254211
6,1688394071.1798918,0.349553436,-0.098162271,10.65898609,0.105519146,0.011191424,-0.016254211
7,1688394071.1798918,0.349553436,-0.098162271,10.66377449,0.105519146,0.011191424,-0.016254211
8,1688394071.1798918,0.349553436,-0.098162271,10.66616821,0.105519146,0.010924961,-0.016254211
9,1688394071.1798918,0.351947635,-0.10055647,10.66856289,0.105519146,0.010924961,-0.016254211
10,1688394071.1798918,0.351947635,-0.10295067,10.66137981,0.106052071,0.010924961,-0.016254211
11,1688394071.1798918,0.351947635,-0.105344877,10.65659142,0.106052071,0.010924961,-0.016254211
12,1688394071.1798918,0.349553436,-0.10295067,10.65659142,0.106052071,0.011191424,-0.016520673
13,1688394071.1798918,0.347159237,-0.10055647,10.65898609,0.106052071,0.011191424,-0.016520673
14,1688394071.1798918,0.347159237,-0.098162271,10.65659142,0.106052071,0.011191424,-0.016254211
0,1688394071.2098775,0.359130263,-0.088585466,10.65180302,0.106318533,0.011724349,-0.016787136
1,1688394071.2098775,0.356736064,-0.086191259,10.65180302,0.106318533,0.011457887,-0.016787136
2,1688394071.2098775,0.356736064,-0.086191259,10.65180302,0.106318533,0.011724349,-0.016787136
3,1688394071.2098775,0.356736064,-0.086191259,10.65659142,0.106318533,0.011457887,-0.016520673
4,1688394071.2098775,0.359130263,-0.088585466,10.65659142,0.106318533,0.011191424,-0.016520673
5,1688394071.2098775,0.359130263,-0.088585466,10.65419769,0.106318533,0.011457887,-0.016787136
6,1688394071.2098775,0.361524463,-0.088585466,10.65419769,0.106052071,0.011457887,-0.016787136
7,1688394071.2098775,0.361524463,-0.088585466,10.64940929,0.106052071,0.011457887,-0.016520673
8,1688394071.2098775,0.356736064,-0.090979666,10.64940929,0.106052071,0.011457887,-0.016520673
9,1688394071.2098775,0.359130263,-0.088585466,10.64940929,0.106052071,0.011457887,-0.016520673
10,1688394071.2098775,0.359130263,-0.090979666,10.64701462,0.106052071,0.011724349,-0.016254211
11,1688394071.2098775,0.354341865,-0.093373865,10.6446209,0.106318533,0.011457887,-0.016254211
12,1688394071.2098775,0.351947635,-0.095768064,10.64222622,0.106052071,0.011457887,-0.016520673
13,1688394071.2098775,0.351947635,-0.095768064,10.64701462,0.105785601,0.011457887,-0.016520673
14,1688394071.2098775,0.351947635,-0.095768064,10.64701462,0.105785601,0.011457887,-0.016520673
0,1688394071.2418575,0.359130263,-0.093373865,10.6446209,0.106318533,0.011457887,-0.016520673
1,1688394071.2418575,0.359130263,-0.093373865,10.64701462,0.106318533,0.011191424,-0.016520673
2,1688394071.2418575,0.359130263,-0.093373865,10.64940929,0.106318533,0.011191424,-0.016520673
3,1688394071.2418575,0.356736064,-0.093373865,10.64940929,0.106052071,0.011191424,-0.016254211
4,1688394071.2418575,0.356736064,-0.093373865,10.65419769,0.106052071,0.011191424,-0.016254211
5,1688394071.2418575,0.356736064,-0.095768064,10.65419769,0.106318533,0.011191424,-0.016520673
6,1688394071.2418575,0.356736064,-0.095768064,10.65180302,0.106318533,0.011191424,-0.016254211
7,1688394071.2418575,0.356736064,-0.098162271,10.64940929,0.106584989,0.011457887,-0.016254211
8,1688394071.2418575,0.356736064,-0.098162271,10.64940929,0.106584989,0.011191424,-0.016520673
9,1688394071.2418575,0.354341865,-0.098162271,10.64940929,0.106584989,0.011457887,-0.016254211
10,1688394071.2418575,0.354341865,-0.095768064,10.64940929,0.106584989,0.011457887,-0.016254211
11,1688394071.2418575,0.356736064,-0.095768064,10.64940929,0.106584989,0.011457887,-0.015987748
12,1688394071.2418575,0.359130263,-0.093373865,10.64940929,0.106318533,0.011191424,-0.015987748
13,1688394071.2418575,0.359130263,-0.090979666,10.65180302,0.106584989,0.011457887,-0.016254211
14,1688394071.2418575,0.359130263,-0.088585466,10.65180302,0.106584989,0.011457887,-0.015987748
0,1688394071.3198116,0.356736064,-0.095768064,10.63743782,0.106052071,0.011457887,-0.016520673
1,1688394071.3198116,0.356736064,-0.095768064,10.63743782,0.106318533,0.011724349,-0.016254211
2,1688394071.3198116,0.361524463,-0.095768064,10.6350441,0.106318533,0.011990812,-0.016254211
3,1688394071.3198116,0.361524463,-0.098162271,10.63264942,0.106318533,0.011990812,-0.016254211
4,1688394071.3198116,0.359130263,-0.098162271,10.6302557,0.106318533,0.011990812,-0.016254211
5,1688394071.3198116,0.356736064,-0.10055647,10.6302557,0.106318533,0.011990812,-0.015987748
6,1688394071.3198116,0.359130263,-0.10295067,10.62786102,0.106052071,0.011724349,-0.016254211
7,1688394071.3198116,0.359130263,-0.10055647,10.62786102,0.106052071,0.011724349,-0.016254211
8,1688394071.3198116,0.361524463,-0.10055647,10.63264942,0.106318533,0.011724349,-0.015987748
9,1688394071.3198116,0.361524463,-0.098162271,10.63264942,0.106318533,0.011724349,-0.015987748
10,1688394071.3198116,0.359130263,-0.10055647,10.6398325,0.106052071,0.011457887,-0.016254211
11,1688394071.3198116,0.359130263,-0.10055647,10.64222622,0.106052071,0.011457887,-0.016254211
12,1688394071.3198116,0.359130263,-0.098162271,10.6398325,0.105785601,0.011457887,-0.016254211
13,1688394071.3198116,0.359130263,-0.095768064,10.63743782,0.105785601,0.011191424,-0.015987748
14,1688394071.3198116,0.351947635,-0.093373865,10.63743782,0.106052071,0.010924961,-0.016254211
0,1688394071.3487957,0.363918662,-0.090979666,10.64940929,0.106584989,0.011457887,-0.016520673
1,1688394071.3487957,0.366312861,-0.093373865,10.64940929,0.106584989,0.011191424,-0.016520673
2,1688394071.3487957,0.368707061,-0.093373865,10.64940929,0.106584989,0.011191424,-0.016520673
3,1688394071.3487957,0.366312861,-0.093373865,10.64701462,0.106584989,0.011191424,-0.016520673
4,1688394071.3487957,0.366312861,-0.093373865,10.64940929,0.106584989,0.010924961,-0.016254211
5,1688394071.3487957,0.368707061,-0.093373865,10.6446209,0.106584989,0.010924961,-0.016254211
6,1688394071.3487957,0.368707061,-0.093373865,10.64222622,0.106584989,0.011191424,-0.016254211
7,1688394071.3487957,0.363918662,-0.095768064,10.63743782,0.106318533,0.011191424,-0.016254211
8,1688394071.3487957,0.363918662,-0.095768064,10.63743782,0.106584989,0.011191424,-0.016254211
9,1688394071.3487957,0.361524463,-0.095768064,10.6350441,0.106584989,0.011457887,-0.016520673
10,1688394071.3487957,0.359130263,-0.095768064,10.6398325,0.106584989,0.011457887,-0.016520673
11,1688394071.3487957,0.356736064,-0.093373865,10.6398325,0.106584989,0.011457887,-0.016520673
12,1688394071.3487957,0.354341865,-0.090979666,10.6398325,0.106318533,0.011457887,-0.016520673
13,1688394071.3487957,0.356736064,-0.090979666,10.64222622,0.106318533,0.011457887,-0.016520673
14,1688394071.3487957,0.359130263,-0.088585466,10.64940929,0.106584989,0.011457887,-0.016520673
0,1688394071.377779,0.347159237,-0.076614454,10.64940929,0.106318533,0.011724349,-0.016254211
1,1688394071.377779,0.344765037,-0.076614454,10.64940929,0.106584989,0.011724349,-0.016520673
2,1688394071.377779,0.344765037,-0.076614454,10.65180302,0.106584989,0.011724349,-0.016254211
3,1688394071.377779,0.344765037,-0.079008654,10.65419769,0.106584989,0.011457887,-0.016254211
4,1688394071.377779,0.344765037,-0.079008654,10.65659142,0.106584989,0.011457887,-0.016520673
5,1688394071.377779,0.344765037,-0.079008654,10.65898609,0.106318533,0.011457887,-0.016254211
6,1688394071.377779,0.342370838,-0.079008654,10.65898609,0.106584989,0.011457887,-0.016520673
7,1688394071.377779,0.344765037,-0.079008654,10.65419769,0.106318533,0.011457887,-0.016520673
8,1688394071.377779,0.347159237,-0.081402861,10.65419769,0.106584989,0.011724349,-0.016520673
9,1688394071.377779,0.347159237,-0.079008654,10.65659142,0.106584989,0.011457887,-0.016520673
10,1688394071.377779,0.349553436,-0.079008654,10.65898609,0.106584989,0.011724349,-0.016254211
11,1688394071.377779,0.347159237,-0.081402861,10.65898609,0.106584989,0.011457887,-0.016254211
12,1688394071.377779,0.349553436,-0.086191259,10.65898609,0.106584989,0.011457887,-0.016254211
13,1688394071.377779,0.351947635,-0.086191259,10.65898609,0.106584989,0.011457887,-0.016254211
14,1688394071.377779,0.351947635,-0.086191259,10.65659142,0.106318533,0.011457887,-0.016520673
0,1688394071.4057636,0.354341865,-0.090979666,10.64222622,0.106318533,0.011191424,-0.016254211
1,1688394071.4057636,0.356736064,-0.090979666,10.64222622,0.106318533,0.011191424,-0.016254211
2,1688394071.4057636,0.354341865,-0.090979666,10.63743782,0.106318533,0.011191424,-0.016254211
3,1688394071.4057636,0.354341865,-0.090979666,10.6350441,0.106318533,0.010924961,-0.016254211
4,1688394071.4057636,0.354341865,-0.088585466,10.6350441,0.106052071,0.010924961,-0.016254211
5,1688394071.4057636,0.351947635,-0.088585466,10.6350441,0.106318533,0.010924961,-0.016254211
6,1688394071.4057636,0.351947635,-0.086191259,10.6350441,0.106318533,0.010924961,-0.016254211
7,1688394071.4057636,0.351947635,-0.086191259,10.6398325,0.106318533,0.010658499,-0.016254211
8,1688394071.4057636,0.351947635,-0.086191259,10.6350441,0.106318533,0.010658499,-0.016254211
9,1688394071.4057636,0.349553436,-0.086191259,10.6350441,0.106052071,0.010658499,-0.016254211
10,1688394071.4057636,0.351947635,-0.086191259,10.6350441,0.106052071,0.010658499,-0.016254211
11,1688394071.4057636,0.349553436,-0.086191259,10.63743782,0.106318533,0.010658499,-0.016520673
12,1688394071.4057636,0.349553436,-0.088585466,10.63743782,0.106318533,0.010658499,-0.016520673
13,1688394071.4057636,0.347159237,-0.088585466,10.6350441,0.106318533,0.010924961,-0.016254211
14,1688394071.4057636,0.349553436,-0.086191259,10.63743782,0.106318533,0.011191424,-0.016520673
0,1688394071.4357686,0.354341865,-0.088585466,10.6398325,0.106318533,0.011191424,-0.016254211
1,1688394071.4357686,0.354341865,-0.088585466,10.64222622,0.106584989,0.011191424,-0.016254211
2,1688394071.4357686,0.354341865,-0.088585466,10.64701462,0.106584989,0.011191424,-0.016254211
3,1688394071.4357686,0.354341865,-0.088585466,10.64701462,0.106584989,0.011191424,-0.015987748
4,1688394071.4357686,0.351947635,-0.088585466,10.64940929,0.106584989,0.010924961,-0.015987748
5,1688394071.4357686,0.356736064,-0.086191259,10.64940929,0.106851459,0.011191424,-0.016254211
6,1688394071.4357686,0.356736064,-0.088585466,10.64940929,0.107117914,0.011191424,-0.015987748
7,1688394071.4357686,0.354341865,-0.088585466,10.64940929,0.106851459,0.011191424,-0.015987748
8,1688394071.4357686,0.354341865,-0.088585466,10.65419769,0.106851459,0.011457887,-0.015987748
9,1688394071.4357686,0.351947635,-0.088585466,10.65180302,0.106851459,0.011457887,-0.015987748
10,1688394071.4357686,0.354341865,-0.088585466,10.65659142,0.106851459,0.011457887,-0.016254211
11,1688394071.4357686,0.354341865,-0.088585466,10.65419769,0.106851459,0.011191424,-0.016254211
12,1688394071.4357686,0.351947635,-0.090979666,10.65419769,0.106851459,0.010924961,-0.016254211
