,timestamp,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,right_data_flex_1,right_data_flex_2,right_data_flex_3,right_data_flex_4,right_data_flex_5
0,1693677833858510100,-0.113724582,2.407369852,10.22563553,0.054091886,-0.027179174,0.038370594,17,41,-19,-20,52
1,1693677833859510100,-0.111330383,2.410961151,10.22563553,0.053825419,-0.027312404,0.038370594,20,39,-25,-26,52
2,1693677833860510100,-0.110133275,2.41694665,10.22683239,0.054225113,-0.027312404,0.038237367,19,33,-33,-23,45
3,1693677833861510100,-0.105344877,2.41455245,10.22922707,0.054225113,-0.027179174,0.037970904,19,33,-32,-16,54
4,1693677833862510100,-0.10295067,2.41574955,10.23042393,0.054225113,-0.026779478,0.037970904,18,33,-25,-27,53
0,1693677833884512600,-0.106541976,2.419340849,10.21845245,0.053825419,-0.026513018,0.03757121,11,40,-20,-20,52
1,1693677833885512600,-0.104147777,2.41694665,10.21486187,0.053692192,-0.026513018,0.03757121,14,31,-29,-24,50
2,1693677833886512600,-0.107739076,2.41574955,10.21246719,0.053692192,-0.026646247,0.037704438,7,30,-19,-21,52
3,1693677833887512600,-0.106541976,2.41455245,10.21605873,0.053692192,-0.02691271,0.037704438,17,33,-24,-28,55
4,1693677833888512600,-0.106541976,2.41694665,10.21725559,0.053825419,-0.027045943,0.037837673,15,31,-29,-19,50
0,1693677833905486600,-0.110133275,2.422932148,10.21366405,0.054091886,-0.027445635,0.03757121,10,30,-22,-24,49
1,1693677833906486600,-0.111330383,2.422932148,10.21725559,0.053958651,-0.027312404,0.03757121,9,40,-24,-20,40
2,1693677833907486600,-0.116118781,2.421735048,10.21605873,0.053958651,-0.027045943,0.03757121,17,33,-29,-15,48
3,1693677833908486600,-0.114921682,2.421735048,10.21366405,0.053958651,-0.026513018,0.03757121,17,35,-24,-20,54
4,1693677833909486600,-0.114921682,2.418143749,10.21725559,0.054091886,-0.026379786,0.037437979,17,30,-25,-18,51
0,1693677833925474000,-0.106541976,2.41455245,10.21725559,0.053825419,-0.027578866,0.038237367,15,38,-29,-20,52
1,1693677833926474000,-0.108936176,2.41335535,10.22324085,0.053825419,-0.02797856,0.038370594,13,41,-28,-27,46
