timestamp,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z,left_data_flex_1,left_data_flex_2,left_data_flex_3,left_data_flex_4,left_data_flex_5,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,right_data_flex_1,right_data_flex_2,right_data_flex_3,right_data_flex_4,right_data_flex_5
1693678278308652100,-31.0,0.0,3.0,-1.0,2.0,-7.0,-28.0,-7.0,1.022324085,-0.860715508,10.22802925,-0.059820827,0.000133231,-0.007993874,-30.0,39.0,76.0,0.0,-16.0,-0.108936176,2.419340849,10.23042393,0.0528928,-0.027578866,0.037970904,20.0,39.0,-29.0,-26.0,52.0
1693678278311649900,40.0,3.0,2.0,-2.0,-2.0,-2.0,-10.0,-17.0,1.022324085,-0.860715508,10.22802925,-0.059820827,0.000133231,-0.007993874,-30.0,39.0,76.0,0.0,-16.0,-0.108936176,2.419340849,10.23042393,0.0528928,-0.027578866,0.037970904,20.0,39.0,-29.0,-26.0,52.0
1693678278327641300,-21.0,-3.0,-1.0,-6.0,0.0,10.0,-8.0,31.0,1.022324085,-0.860715508,10.22802925,-0.059820827,0.000133231,-0.007993874,-30.0,39.0,76.0,0.0,-16.0,-0.108936176,2.419340849,10.23042393,0.0528928,-0.027578866,0.037970904,20.0,39.0,-29.0,-26.0,52.0
1693678278329640500,-5.0,2.0,1.0,-2.0,-2.0,-10.0,6.0,13.0,1.022324085,-0.860715508,10.22802925,-0.059820827,0.000133231,-0.007993874,-30.0,39.0,76.0,0.0,-16.0,-0.108936176,2.419340849,10.23042393,0.0528928,-0.027578866,0.037970904,20.0,39.0,-29.0,-26.0,52.0
1693678278331638600,-25.0,-5.0,3.0,3.0,2.0,2.0,18.0,-1.0,1.022324085,-0.860715508,10.22802925,-0.059820827,0.000133231,-0.007993874,-30.0,39.0,76.0,0.0,-16.0,-0.108936176,2.419340849,10.23042393,0.0528928,-0.027578866,0.037970904,20.0,39.0,-29.0,-26.0,52.0
1693678278335640000,-59.0,-4.0,3.0,4.0,10.0,11.0,11.0,-19.0,1.022324085,-0.860715508,10.22802925,-0.059820827,0.000133231,-0.007993874,-30.0,39.0,76.0,0.0,-16.0,-0.108936176,2.419340849,10.23042393,0.0528928,-0.027578866,0.037970904,20.0,39.0,-29.0,-26.0,52.0
1693678278340633700,66.0,4.0,-1.0,2.0,1.0,12.0,-22.0,16.0,1.022324085,-0.860715508,10.22802925,-0.059820827,0.000133231,-0.007993874,-30.0,39.0,76.0,0.0,-16.0,-0.108936176,2.419340849,10.23042393,0.0528928,-0.027578866,0.037970904,20.0,39.0,-29.0,-26.0,52.0
1693678278342629400,66.0,4.0,-1.0,2.0,1.0,12.0,-22.0,16.0,1.023521185,-0.867898107,10.22324085,-0.06008729,0.000666156,-0.007727412,-31.0,33.0,76.0,6.0,-15.0,-0.107739076,2.41455245,10.22324085,0.052759573,-0.027712099,0.038237367,10.0,30.0,-27.0,-28.0,51.0
1693678278343629400,66.0,4.0,-1.0,2.0,1.0,12.0,-22.0,16.0,1.025915384,-0.870292306,10.22443867,-0.059954058,0.000532925,-0.007727412,-32.0,32.0,85.0,2.0,-18.0,-0.108936176,2.41574955,10.22443867,0.052759573,-0.027578866,0.038104136,20.0,41.0,-19.0,-24.0,52.0
1693678278344629400,66.0,4.0,-1.0,2.0,1.0,12.0,-22.0,16.0,1.023521185,-0.869095206,10.22683239,-0.06008729,0.000666156,-0.007727412,-32.0,33.0,80.0,6.0,-20.0,-0.106541976,2.41574955,10.22204399,0.0528928,-0.027445635,0.037970904,15.0,34.0,-23.0,-22.0,55.0
