,timestamp,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,right_data_flex_1,right_data_flex_2,right_data_flex_3,right_data_flex_4,right_data_flex_5
0,1693677806576500900,-0.107739076,2.41574955,10.22204399,0.053692192,-0.026646247,0.037704438,18,39,-23,-27,52
1,1693677806577500900,-0.107739076,2.41694665,10.21486187,0.053692192,-0.026779478,0.037970904,19,35,-24,-20,49
2,1693677806578500900,-0.108936176,2.41574955,10.21605873,0.053692192,-0.026779478,0.037970904,20,42,-28,-23,53
3,1693677806579500900,-0.110133275,2.41335535,10.21605873,0.053825419,-0.026513018,0.037970904,19,39,-21,-23,54
4,1693677806580500900,-0.110133275,2.41455245,10.22084713,0.053958651,-0.026513018,0.037837673,13,37,-23,-25,46
0,1693677806605486700,-0.113724582,2.409764051,10.23281765,0.053958651,-0.026779478,0.037970904,20,39,-29,-22,48
1,1693677806606486700,-0.112527482,2.410961151,10.23401546,0.054091886,-0.026779478,0.038104136,17,43,-22,-20,54
2,1693677806607486700,-0.110133275,2.410961151,10.23401546,0.054091886,-0.026646247,0.038104136,15,37,-28,-28,55
3,1693677806608486700,-0.110133275,2.412158251,10.22922707,0.054091886,-0.026646247,0.038104136,23,31,-28,-26,50
4,1693677806609486700,-0.111330383,2.412158251,10.23042393,0.054225113,-0.026646247,0.037970904,10,31,-29,-32,49
0,1693677806634467800,-0.106541976,2.418143749,10.21725559,0.054225113,-0.026779478,0.038237367,18,43,-27,-20,54
1,1693677806635467800,-0.105344877,2.41335535,10.21366405,0.054225113,-0.026779478,0.038237367,13,36,-25,-24,50
2,1693677806636467800,-0.10055647,2.412158251,10.21366405,0.054358348,-0.02691271,0.038104136,17,43,-27,-26,51
3,1693677806637467800,-0.10295067,2.412158251,10.21486187,0.054358348,-0.026779478,0.038237367,20,32,-24,-29,48
4,1693677806638467800,-0.104147777,2.41335535,10.21845245,0.054358348,-0.027179174,0.038237367,15,31,-31,-28,48
0,1693677806654455600,-0.107739076,2.41574955,10.23281765,0.053692192,-0.026379786,0.038237367,20,36,-24,-22,51
1,1693677806655455600,-0.107739076,2.412158251,10.23281765,0.053692192,-0.026113322,0.038237367,9,32,-23,-24,50
2,1693677806656455600,-0.108936176,2.410961151,10.23401546,0.053692192,-0.026113322,0.038237367,21,37,-29,-18,50
3,1693677806657455600,-0.106541976,2.412158251,10.23281765,0.053692192,-0.026246555,0.037970904,9,35,-28,-30,45
4,1693677806658455600,-0.108936176,2.408566952,10.22683239,0.053558957,-0.026113322,0.038104136,17,39,-27,-20,52
0,1693677806675445600,-0.113724582,2.41574955,10.21366405,0.054091886,-0.027045943,0.037704438,10,36,-24,-30,51
1,1693677806676445600,-0.114921682,2.41694665,10.21366405,0.054091886,-0.027045943,0.037837673,13,30,-16,-22,51
2,1693677806677445600,-0.112527482,2.418143749,10.21246719,0.053958651,-0.027045943,0.038104136,6,29,-28,-23,48
3,1693677806678445600,-0.112527482,2.418143749,10.21246719,0.053825419,-0.026646247,0.038104136,14,36,-22,-27,54
4,1693677806679445600,-0.111330383,2.41574955,10.20887566,0.054091886,-0.026646247,0.038104136,15,33,-21,-27,52
0,1693677806696431300,-0.116118781,2.419340849,10.22324085,0.053825419,-0.02691271,0.037437979,18,29,-25,-23,50
1,1693677806697431300,-0.111330383,2.418143749,10.22443867,0.053825419,-0.02691271,0.037704438,23,30,-30,-18,55
2,1693677806698431300,-0.108936176,2.41694665,10.21965027,0.053692192,-0.02691271,0.037704438,10,31,-24,-23,52
3,1693677806699431300,-0.107739076,2.41455245,10.21845245,0.053825419,-0.026779478,0.037837673,10,33,-25,-20,50
4,1693677806700431300,-0.107739076,2.41335535,10.21486187,0.053825419,-0.026646247,0.037704438,20,41,-23,-19,54
0,1693677806716420400,-0.106541976,2.41335535,10.21127033,0.054091886,-0.027179174,0.037970904,19,40,-28,-22,53
1,1693677806717420400,-0.107739076,2.41335535,10.21127033,0.054091886,-0.027179174,0.037970904,6,37,-29,-26,48
2,1693677806718420400,-0.104147777,2.41455245,10.21127033,0.054225113,-0.027179174,0.037970904,20,30,-21,-23,53
3,1693677806719420400,-0.10175357,2.41694665,10.21486187,0.054225113,-0.027179174,0.037970904,20,34,-24,-20,51
4,1693677806720420400,-0.10175357,2.419340849,10.21127033,0.054225113,-0.027045943,0.037970904,13,41,-20,-20,50
0,1693677806735409200,-0.106541976,2.412158251,10.21486187,0.054091886,-0.026779478,0.038237367,15,33,-31,-24,48
1,1693677806736409200,-0.105344877,2.412158251,10.21845245,0.053958651,-0.026779478,0.038104136,5,33,-24,-23,52
2,1693677806737409200,-0.106541976,2.408566952,10.21845245,0.053958651,-0.026779478,0.038104136,15,31,-23,-27,49
3,1693677806738409200,-0.108936176,2.409764051,10.22084713,0.054091886,-0.026779478,0.038104136,17,32,-21,-24,45
4,1693677806739409200,-0.111330383,2.412158251,10.22324085,0.054091886,-0.026779478,0.037970904,20,37,-27,-23,53
0,1693677806754399600,-0.112527482,2.41694665,10.21246719,0.053958651,-0.027045943,0.038104136,17,33,-28,-27,41
1,1693677806755399600,-0.112527482,2.41694665,10.21366405,0.053958651,-0.027045943,0.038237367,17,32,-25,-24,50
2,1693677806756399600,-0.111330383,2.41694665,10.21366405,0.054091886,-0.027045943,0.038104136,13,36,-21,-28,50
3,1693677806757399600,-0.110133275,2.418143749,10.22084713,0.054225113,-0.02691271,0.037704438,22,41,-18,-20,55
4,1693677806758399600,-0.108936176,2.41574955,10.22324085,0.053958651,-0.02691271,0.03757121,13,40,-23,-23,52
0,1693677806772390700,-0.112527482,2.41455245,10.21725559,0.053958651,-0.026513018,0.037437979,20,35,-24,-30,50
1,1693677806773390700,-0.114921682,2.41574955,10.21725559,0.053958651,-0.026379786,0.037437979,13,39,-22,-18,54
2,1693677806774390700,-0.113724582,2.420537949,10.21845245,0.053958651,-0.026513018,0.037437979,14,39,-23,-19,55
3,1693677806775390700,-0.111330383,2.420537949,10.22204399,0.053825419,-0.026379786,0.037304748,20,39,-24,-20,55
4,1693677806776390700,-0.111330383,2.420537949,10.22084713,0.053825419,-0.026246555,0.037304748,20,40,-28,-16,54
0,1693677806791377700,-0.106541976,2.41694665,10.21007347,0.053958651,-0.026513018,0.038370594,20,33,-25,-19,50
1,1693677806792377700,-0.107739076,2.41574955,10.21246719,0.053692192,-0.026646247,0.038237367,19,41,-21,-24,41
2,1693677806793377700,-0.110133275,2.412158251,10.21007347,0.053692192,-0.026513018,0.038237367,18,31,-18,-17,54
3,1693677806794377700,-0.107739076,2.409764051,10.21127033,0.053825419,-0.026779478,0.038370594,19,35,-23,-19,53
4,1693677806795377700,-0.106541976,2.410961151,10.21127033,0.053958651,-0.026646247,0.038237367,20,36,-27,-29,51
0,1693677806808376900,-0.107739076,2.412158251,10.21725559,0.054225113,-0.026779478,0.037837673,20,31,-21,-21,55
1,1693677806809376900,-0.107739076,2.412158251,10.21366405,0.053958651,-0.026646247,0.037704438,20,43,-33,-19,55
2,1693677806810376900,-0.107739076,2.412158251,10.21127033,0.053825419,-0.026646247,0.037837673,17,39,-21,-24,55
3,1693677806811376900,-0.108936176,2.412158251,10.21366405,0.054091886,-0.026779478,0.037970904,14,44,-24,-19,52
4,1693677806812376900,-0.108936176,2.412158251,10.21246719,0.054091886,-0.026646247,0.038237367,17,31,-24,-24,47
0,1693677806830361400,-0.105344877,2.406172752,10.21486187,0.054491576,-0.02691271,0.038104136,19,37,-19,-24,48
1,1693677806831361400,-0.104147777,2.410961151,10.21605873,0.054358348,-0.027045943,0.037970904,20,34,-19,-27,51
2,1693677806832361400,-0.106541976,2.409764051,10.22084713,0.054358348,-0.027045943,0.037837673,15,43,-27,-26,46
3,1693677806833361400,-0.105344877,2.410961151,10.22084713,0.054358348,-0.027179174,0.037970904,20,37,-24,-24,50
4,1693677806834361400,-0.105344877,2.409764051,10.22084713,0.054358348,-0.02691271,0.037970904,9,37,-31,-26,52
0,1693677806848354000,-0.105344877,2.41694665,10.21725559,0.054624807,-0.027179174,0.038104136,11,43,-21,-16,55
1,1693677806849354000,-0.108936176,2.41694665,10.21605873,0.054491576,-0.027045943,0.038237367,18,35,-22,-24,52
2,1693677806850354000,-0.112527482,2.419340849,10.21486187,0.054491576,-0.027179174,0.038104136,15,33,-23,-22,48
3,1693677806851354000,-0.111330383,2.422932148,10.21605873,0.054358348,-0.027179174,0.038104136,16,41,-29,-22,45
4,1693677806852354000,-0.107739076,2.421735048,10.21605873,0.054225113,-0.027045943,0.038104136,13,33,-23,-24,52
0,1693677806866342000,-0.098162271,2.41335535,10.22084713,0.053692192,-0.025980091,0.037837673,17,41,-25,-22,51
1,1693677806867342000,-0.10175357,2.410961151,10.22084713,0.053692192,-0.025980091,0.037970904,9,37,-24,-29,57
2,1693677806868342000,-0.10175357,2.409764051,10.22204399,0.053825419,-0.025846859,0.037837673,16,31,-28,-27,45
3,1693677806869342000,-0.104147777,2.409764051,10.21965027,0.053958651,-0.026113322,0.037837673,8,38,-32,-24,48
4,1693677806870342000,-0.105344877,2.406172752,10.21965027,0.054091886,-0.026379786,0.037704438,13,40,-20,-20,50
0,1693677806882349200,-0.10055647,2.420537949,10.22443867,0.053825419,-0.026513018,0.038237367,14,40,-19,-23,51
1,1693677806883349200,-0.10295067,2.422932148,10.22683239,0.053558957,-0.026513018,0.038104136,19,35,-23,-26,52
2,1693677806884349200,-0.104147777,2.422932148,10.22683239,0.053425729,-0.026379786,0.038104136,20,36,-32,-23,51
3,1693677806885349200,-0.110133275,2.419340849,10.22563553,0.053558957,-0.026379786,0.038104136,10,36,-27,-33,54
4,1693677806886349200,-0.112527482,2.418143749,10.22443867,0.053558957,-0.026113322,0.037837673,13,37,-28,-28,53
0,1693677806900324400,-0.099359371,2.412158251,10.19929886,0.053292494,-0.026513018,0.037970904,14,37,-27,-27,48
1,1693677806901324400,-0.095768064,2.41574955,10.2028904,0.053425729,-0.026646247,0.037970904,17,31,-25,-33,45
2,1693677806902324400,-0.094570965,2.418143749,10.2028904,0.053425729,-0.026646247,0.037970904,18,37,-24,-26,51
3,1693677806903324400,-0.096965171,2.421735048,10.20887566,0.053425729,-0.026513018,0.037837673,17,35,-27,-28,49
4,1693677806904324400,-0.10055647,2.419340849,10.21007347,0.053159267,-0.026646247,0.037837673,14,43,-20,-18,54
0,1693677806916496200,-0.10295067,2.418143749,10.22443867,0.054091886,-0.026379786,0.037970904,14,35,-24,-27,48
1,1693677806917496200,-0.10055647,2.41574955,10.22683239,0.054091886,-0.026246555,0.037837673,13,41,-27,-24,52
2,1693677806918496200,-0.098162271,2.41574955,10.22563553,0.054358348,-0.026379786,0.037837673,14,34,-22,-23,52
3,1693677806919496200,-0.098162271,2.41574955,10.22683239,0.054358348,-0.026513018,0.037970904,11,35,-29,-20,53
4,1693677806920496200,-0.10055647,2.41574955,10.22563553,0.054225113,-0.026513018,0.038104136,20,47,-19,-24,54
0,1693677806934486500,-0.122104287,2.41335535,10.21965027,0.053958651,-0.027578866,0.037837673,17,32,-23,-28,49
1,1693677806935486500,-0.119710088,2.412158251,10.21725559,0.053958651,-0.027445635,0.037704438,24,31,-20,-28,45
2,1693677806936486500,-0.118512981,2.41335535,10.21845245,0.054091886,-0.027578866,0.037837673,13,32,-16,-27,52
3,1693677806937486500,-0.117315881,2.41335535,10.21486187,0.053825419,-0.027445635,0.037970904,11,45,-17,-23,55
4,1693677806938486500,-0.118512981,2.41455245,10.21725559,0.053692192,-0.027179174,0.038237367,25,35,-23,-28,47
0,1693677806954474200,-0.108936176,2.41574955,10.20767879,0.054091886,-0.027179174,0.037837673,15,41,-24,-24,48
1,1693677806955474200,-0.110133275,2.418143749,10.20408726,0.053958651,-0.027179174,0.037837673,16,40,-33,-24,54
2,1693677806956474200,-0.110133275,2.418143749,10.2028904,0.053825419,-0.027045943,0.037837673,19,46,-22,-24,50
3,1693677806957474200,-0.112527482,2.420537949,10.20528507,0.053958651,-0.027045943,0.037837673,19,40,-23,-26,52
4,1693677806958474200,-0.113724582,2.419340849,10.20408726,0.053692192,-0.026779478,0.037704438,15,40,-24,-23,49
0,1693677806972472900,-0.107739076,2.418143749,10.21127033,0.054091886,-0.027045943,0.038770292,10,33,-19,-18,53
1,1693677806973472900,-0.110133275,2.41694665,10.21605873,0.054091886,-0.027312404,0.038770292,16,35,-20,-23,50
2,1693677806974472900,-0.108936176,2.421735048,10.21845245,0.054225113,-0.027312404,0.038637057,20,30,-9,-23,56
3,1693677806975472900,-0.105344877,2.422932148,10.21845245,0.053825419,-0.02691271,0.038637057,19,39,-22,-24,54
4,1693677806976472900,-0.10295067,2.422932148,10.22204399,0.053692192,-0.026513018,0.038637057,13,37,-29,-28,53
0,1693677806992452700,-0.107739076,2.41455245,10.21486187,0.053692192,-0.026379786,0.037970904,19,41,-18,-26,53
1,1693677806993452700,-0.10295067,2.41694665,10.21486187,0.053825419,-0.026513018,0.038104136,19,41,-21,-27,55
2,1693677806994452700,-0.10175357,2.41694665,10.21007347,0.053825419,-0.026646247,0.037970904,18,34,-21,-20,50
3,1693677806995452700,-0.10055647,2.418143749,10.20887566,0.053958651,-0.026646247,0.038104136,17,33,-29,-18,46
4,1693677806996452700,-0.10175357,2.418143749,10.20767879,0.053825419,-0.026513018,0.038104136,14,29,-25,-31,48
0,1693677807019513900,-0.10055647,2.41455245,10.21845245,0.053692192,-0.026779478,0.038370594,19,40,-23,-22,55
1,1693677807020513900,-0.104147777,2.41455245,10.22204399,0.053692192,-0.027045943,0.038503829,14,31,-29,-27,50
2,1693677807021513900,-0.10175357,2.41574955,10.22204399,0.053958651,-0.02691271,0.038503829,17,39,-21,-23,52
3,1693677807022513900,-0.096965171,2.41694665,10.22443867,0.053825419,-0.027045943,0.038503829,19,33,-25,-28,48
4,1693677807023513900,-0.096965171,2.41694665,10.22443867,0.053958651,-0.027045943,0.038503829,20,32,-20,-20,55
0,1693677807042501900,-0.099359371,2.41455245,10.22084713,0.054225113,-0.026646247,0.038104136,9,30,-23,-18,48
1,1693677807043501900,-0.10055647,2.41335535,10.22324085,0.054225113,-0.026646247,0.037837673,22,36,-28,-23,57
2,1693677807044501900,-0.10295067,2.410961151,10.22922707,0.054225113,-0.026513018,0.037837673,11,33,-25,-26,49
3,1693677807045501900,-0.105344877,2.41335535,10.22802925,0.054091886,-0.026513018,0.037970904,15,40,-23,-22,54
4,1693677807046501900,-0.10295067,2.41574955,10.22324085,0.053958651,-0.026646247,0.037970904,20,40,-20,-23,49
0,1693677807068486600,-0.111330383,2.421735048,10.20887566,0.054225113,-0.026646247,0.037837673,20,40,-17,-20,51
1,1693677807069486600,-0.107739076,2.421735048,10.21127033,0.054225113,-0.026646247,0.038104136,17,45,-24,-24,52
2,1693677807070486600,-0.105344877,2.421735048,10.21486187,0.054225113,-0.026646247,0.038104136,15,33,-29,-22,53
3,1693677807071486600,-0.10055647,2.422932148,10.21605873,0.054091886,-0.026646247,0.037970904,19,33,-23,-26,48
4,1693677807072486600,-0.099359371,2.422932148,10.21486187,0.053825419,-0.026646247,0.037837673,15,36,-24,-22,53
0,1693677807091451200,-0.105344877,2.420537949,10.21127033,0.053692192,-0.02571363,0.037171517,20,39,-23,-26,49
1,1693677807092451200,-0.106541976,2.419340849,10.20767879,0.053292494,-0.025180703,0.037038282,17,37,-25,-29,48
2,1693677807093451200,-0.108936176,2.419340849,10.21127033,0.0528928,-0.024914242,0.037171517,20,35,-31,-24,52
3,1693677807094451200,-0.111330383,2.418143749,10.20887566,0.0528928,-0.025313934,0.037304748,18,40,-25,-20,52
4,1693677807095451200,-0.108936176,2.41574955,10.20528507,0.053159267,-0.025580399,0.037437979,19,45,-19,-22,54
0,1693677807112440200,-0.106541976,2.41455245,10.22443867,0.054358348,-0.027445635,0.038104136,20,35,-23,-21,50
1,1693677807113440200,-0.107739076,2.41335535,10.22563553,0.054225113,-0.027179174,0.037970904,19,30,-21,-23,53
2,1693677807114440200,-0.104147777,2.409764051,10.22443867,0.053958651,-0.026513018,0.03757121,20,31,-22,-27,51
3,1693677807115440200,-0.104147777,2.409764051,10.22204399,0.053692192,-0.026113322,0.037437979,21,40,-19,-18,55
4,1693677807116440200,-0.106541976,2.410961151,10.21965027,0.053558957,-0.025580399,0.03757121,23,41,-19,-19,51
0,1693677807131429100,-0.108936176,2.408566952,10.20887566,0.054225113,-0.027179174,0.038370594,20,30,-24,-23,42
1,1693677807132429100,-0.110133275,2.408566952,10.21007347,0.054225113,-0.027312404,0.038503829,10,34,-23,-19,55
2,1693677807133429100,-0.110133275,2.410961151,10.21127033,0.054225113,-0.027312404,0.038503829,17,41,-20,-22,51
3,1693677807134429100,-0.110133275,2.409764051,10.21486187,0.054358348,-0.027179174,0.038503829,15,45,-21,-18,49
4,1693677807135429100,-0.108936176,2.412158251,10.20887566,0.054225113,-0.027312404,0.038370594,13,36,-23,-23,53
0,1693677807148441500,-0.113724582,2.410961151,10.21007347,0.053558957,-0.026513018,0.037970904,20,35,-24,-26,48
1,1693677807149441500,-0.116118781,2.410961151,10.21246719,0.053692192,-0.026646247,0.038104136,20,39,-23,-22,52
2,1693677807150441500,-0.118512981,2.410961151,10.20887566,0.053692192,-0.02691271,0.038104136,22,46,-25,-21,55
3,1693677807151441500,-0.118512981,2.412158251,10.20528507,0.053558957,-0.02691271,0.038237367,20,36,-24,-24,54
4,1693677807152441500,-0.116118781,2.41335535,10.20648193,0.053692192,-0.027179174,0.038104136,13,32,-22,-30,53
0,1693677807167429400,-0.10295067,2.41335535,10.22443867,0.054091886,-0.026246555,0.037837673,17,43,-19,-24,54
1,1693677807168429400,-0.105344877,2.41455245,10.22922707,0.054225113,-0.026379786,0.037837673,13,39,-18,-19,46
2,1693677807169429400,-0.105344877,2.412158251,10.22563553,0.054225113,-0.026646247,0.037837673,19,33,-25,-18,55
3,1693677807170429400,-0.106541976,2.41335535,10.22324085,0.054225113,-0.026646247,0.037704438,20,33,-20,-22,50
4,1693677807171429400,-0.106541976,2.41335535,10.22802925,0.054491576,-0.026513018,0.037837673,17,35,-29,-22,48
0,1693677807185397500,-0.10055647,2.404975653,10.22802925,0.054225113,-0.027045943,0.037970904,15,36,-31,-20,54
1,1693677807186397500,-0.10175357,2.407369852,10.22084713,0.053425729,-0.026646247,0.038104136,20,39,-21,-23,54
2,1693677807187397500,-0.10295067,2.410961151,10.21605873,0.053558957,-0.026646247,0.037970904,18,36,-25,-22,50
3,1693677807188397500,-0.10175357,2.412158251,10.21845245,0.054225113,-0.026513018,0.037704438,21,42,-20,-21,52
4,1693677807189397500,-0.10295067,2.409764051,10.22922707,0.054624807,-0.026379786,0.037704438,20,30,-25,-22,45
0,1693677807204386800,-0.112527482,2.41574955,10.22324085,0.053958651,-0.026246555,0.038237367,21,39,-19,-22,50
1,1693677807205386800,-0.111330383,2.41694665,10.22683239,0.054225113,-0.026379786,0.038104136,17,35,-21,-19,48
2,1693677807206386800,-0.114921682,2.41455245,10.22683239,0.054358348,-0.026513018,0.037970904,16,31,-26,-24,50
3,1693677807207386800,-0.114921682,2.41455245,10.22802925,0.054091886,-0.026779478,0.037837673,20,36,-31,-27,49
4,1693677807208386800,-0.113724582,2.412158251,10.22802925,0.053958651,-0.026779478,0.037837673,17,35,-21,-20,51
0,1693677807288338500,-0.104147777,2.418143749,10.21845245,0.053958651,-0.026246555,0.03757121,19,43,-20,-24,48
1,1693677807289338500,-0.107739076,2.418143749,10.21845245,0.053692192,-0.026379786,0.037837673,19,33,-25,-24,50
2,1693677807290338500,-0.106541976,2.41574955,10.21605873,0.053825419,-0.026513018,0.037837673,23,44,-17,-29,52
3,1693677807291338500,-0.10055647,2.41574955,10.22084713,0.054091886,-0.026379786,0.037704438,15,27,-27,-23,50
4,1693677807292338500,-0.098162271,2.41455245,10.21725559,0.054225113,-0.026513018,0.03757121,20,29,-19,-19,57
0,1693677807336311100,-0.111330383,2.41694665,10.23162079,0.054491576,-0.027045943,0.038237367,14,39,-28,-22,51
1,1693677807337311100,-0.110133275,2.41694665,10.23281765,0.054358348,-0.027312404,0.038104136,17,40,-21,-20,52
2,1693677807338311100,-0.107739076,2.41455245,10.23042393,0.054225113,-0.02691271,0.037970904,14,41,-21,-18,46
3,1693677807339311100,-0.108936176,2.41335535,10.23042393,0.053958651,-0.026646247,0.037970904,17,32,-23,-19,50
4,1693677807340311100,-0.108936176,2.41335535,10.22922707,0.053825419,-0.026379786,0.037970904,20,37,-31,-26,50
0,1693677807355299800,-0.107739076,2.409764051,10.20408726,0.053958651,-0.026513018,0.038104136,17,33,-25,-26,49
1,1693677807356299800,-0.107739076,2.409764051,10.2028904,0.054225113,-0.026779478,0.038104136,20,29,-21,-24,50
2,1693677807357299800,-0.108936176,2.409764051,10.2028904,0.054358348,-0.026779478,0.037970904,15,34,-29,-24,51
3,1693677807358299800,-0.111330383,2.412158251,10.2028904,0.054491576,-0.026646247,0.037970904,15,44,-25,-22,48
4,1693677807359299800,-0.110133275,2.41335535,10.21246719,0.054491576,-0.026379786,0.037970904,20,42,-25,-20,52
0,1693677807373292100,-0.112527482,2.41455245,10.23401546,0.054358348,-0.026646247,0.037837673,17,43,-21,-25,52
1,1693677807374292100,-0.110133275,2.41574955,10.24000072,0.054358348,-0.026646247,0.037970904,11,43,-29,-29,50
2,1693677807375292100,-0.107739076,2.41694665,10.24359226,0.054225113,-0.026646247,0.038104136,20,34,-23,-17,52
3,1693677807376292100,-0.107739076,2.41574955,10.24000072,0.054091886,-0.026513018,0.038104136,13,47,-17,-30,51
4,1693677807377292100,-0.107739076,2.418143749,10.23760605,0.053958651,-0.026379786,0.038104136,20,40,-23,-22,48
0,1693677807393282000,-0.108936176,2.41455245,10.22563553,0.053958651,-0.026646247,0.037970904,19,35,-25,-28,46
1,1693677807394282000,-0.111330383,2.41574955,10.22683239,0.054091886,-0.026779478,0.037970904,15,33,-27,-24,48
2,1693677807395282000,-0.111330383,2.41574955,10.22084713,0.053958651,-0.026513018,0.037837673,17,35,-21,-18,51
3,1693677807396282000,-0.111330383,2.41335535,10.21845245,0.054091886,-0.026779478,0.037970904,14,30,-21,-17,55
4,1693677807397282000,-0.112527482,2.410961151,10.21965027,0.054491576,-0.027312404,0.038104136,17,40,-29,-22,55
0,1693677807416264200,-0.116118781,2.409764051,10.22324085,0.054225113,-0.026646247,0.037970904,19,39,-24,-20,55
1,1693677807417264200,-0.113724582,2.408566952,10.21965027,0.054358348,-0.026513018,0.037837673,17,39,-21,-22,54
2,1693677807418264200,-0.114921682,2.406172752,10.22324085,0.054225113,-0.026646247,0.037837673,18,40,-25,-22,53
3,1693677807419264200,-0.114921682,2.406172752,10.22324085,0.054225113,-0.026646247,0.037837673,14,37,-27,-27,52
4,1693677807420264200,-0.113724582,2.406172752,10.22324085,0.054225113,-0.026646247,0.037704438,19,35,-19,-21,55
0,1693677807434254700,-0.108936176,2.41335535,10.21486187,0.054358348,-0.026379786,0.03757121,20,43,-18,-26,53
1,1693677807435254700,-0.105344877,2.41574955,10.21366405,0.054358348,-0.026513018,0.037437979,19,38,-23,-24,53
2,1693677807436254700,-0.106541976,2.41694665,10.21605873,0.054091886,-0.026513018,0.037437979,14,36,-31,-24,44
3,1693677807437254700,-0.106541976,2.41694665,10.21725559,0.054091886,-0.026513018,0.037304748,17,43,-24,-28,49
4,1693677807438254700,-0.105344877,2.41455245,10.21725559,0.054225113,-0.026513018,0.037437979,20,40,-24,-19,55
0,1693677807453245500,-0.111330383,2.41574955,10.22922707,0.054091886,-0.026779478,0.037704438,15,31,-23,-24,52
1,1693677807454245500,-0.112527482,2.41694665,10.23281765,0.054358348,-0.026779478,0.037837673,15,43,-20,-19,55
2,1693677807455245500,-0.111330383,2.41694665,10.23401546,0.054225113,-0.026779478,0.03757121,13,48,-28,-19,52
3,1693677807456245500,-0.112527482,2.41455245,10.23521233,0.054358348,-0.02691271,0.037704438,13,30,-19,-24,53
4,1693677807457245500,-0.111330383,2.412158251,10.23640919,0.054225113,-0.027179174,0.03757121,10,31,-25,-24,49
0,1693677807473234800,-0.119710088,2.408566952,10.23640919,0.054358348,-0.026779478,0.037970904,18,46,-21,-24,54
1,1693677807474234800,-0.116118781,2.410961151,10.24000072,0.054358348,-0.026779478,0.037970904,13,44,-22,-29,51
2,1693677807475234800,-0.117315881,2.41455245,10.23880386,0.054358348,-0.026779478,0.037970904,18,31,-24,-24,52
3,1693677807476234800,-0.117315881,2.41455245,10.23880386,0.054491576,-0.026779478,0.037970904,20,30,-25,-23,53
4,1693677807477234800,-0.113724582,2.418143749,10.23760605,0.054225113,-0.026646247,0.037970904,14,32,-24,-24,52
0,1693677807494220600,-0.108936176,2.41455245,10.21725559,0.054225113,-0.027445635,0.038370594,17,35,-29,-20,51
1,1693677807495220600,-0.107739076,2.41455245,10.21605873,0.054491576,-0.027578866,0.038237367,15,33,-21,-20,52
2,1693677807496220600,-0.106541976,2.41694665,10.21845245,0.054491576,-0.027578866,0.038237367,14,32,-28,-24,52
3,1693677807497220600,-0.106541976,2.419340849,10.21965027,0.054491576,-0.027445635,0.038370594,17,39,-23,-19,49
4,1693677807498220600,-0.106541976,2.419340849,10.21965027,0.054491576,-0.027312404,0.038104136,20,39,-23,-23,55
0,1693677807515656200,-0.114921682,2.409764051,10.22802925,0.053825419,-0.02691271,0.038104136,20,46,-24,-20,55
1,1693677807516656200,-0.116118781,2.412158251,10.23521233,0.053958651,-0.02691271,0.038104136,13,40,-21,-27,51
2,1693677807517656200,-0.113724582,2.410961151,10.23760605,0.053692192,-0.027045943,0.038237367,21,36,-25,-18,43
3,1693677807518656200,-0.112527482,2.407369852,10.23521233,0.053692192,-0.027045943,0.038370594,17,34,-24,-26,50
4,1693677807519656200,-0.110133275,2.406172752,10.23042393,0.053558957,-0.027179174,0.038370594,20,43,-21,-17,55
0,1693677807534668100,-0.108936176,2.420537949,10.23162079,0.053958651,-0.027045943,0.038104136,13,36,-27,-19,54
1,1693677807535668100,-0.108936176,2.419340849,10.23042393,0.053958651,-0.027179174,0.038104136,22,41,-21,-19,52
2,1693677807536668100,-0.107739076,2.419340849,10.22922707,0.054091886,-0.027312404,0.037970904,16,37,-21,-20,55
3,1693677807537668100,-0.110133275,2.420537949,10.22563553,0.054358348,-0.027578866,0.037970904,19,37,-21,-19,55
4,1693677807538668100,-0.108936176,2.420537949,10.22324085,0.054358348,-0.027445635,0.037970904,22,45,-19,-19,54
0,1693677807554633900,-0.111330383,2.410961151,10.21845245,0.054225113,-0.026779478,0.038237367,16,33,-22,-20,49
1,1693677807555633900,-0.110133275,2.412158251,10.21605873,0.054358348,-0.026646247,0.038104136,20,44,-24,-24,50
2,1693677807556633900,-0.111330383,2.410961151,10.21845245,0.054225113,-0.026646247,0.038370594,19,39,-20,-16,55
3,1693677807557633900,-0.111330383,2.412158251,10.21486187,0.054091886,-0.026646247,0.038370594,19,46,-23,-17,55
4,1693677807558633900,-0.111330383,2.412158251,10.21366405,0.054091886,-0.026646247,0.038370594,19,44,-23,-33,53
0,1693677807574621800,-0.113724582,2.408566952,10.21246719,0.054491576,-0.026513018,0.038370594,20,34,-21,-24,52
1,1693677807575621800,-0.111330383,2.410961151,10.21605873,0.054358348,-0.026513018,0.038370594,17,48,-24,-22,48
2,1693677807576621800,-0.107739076,2.41335535,10.22084713,0.054358348,-0.026379786,0.038237367,21,46,-14,-17,53
3,1693677807577621800,-0.111330383,2.41455245,10.21845245,0.054358348,-0.026379786,0.038104136,20,37,-23,-27,52
4,1693677807578621800,-0.110133275,2.41574955,10.21845245,0.054225113,-0.026513018,0.037970904,15,33,-21,-22,53
0,1693677807603607000,-0.099359371,2.41694665,10.21605873,0.054091886,-0.026646247,0.037704438,20,36,-23,-22,52
