,timestamp,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,right_data_flex_1,right_data_flex_2,right_data_flex_3,right_data_flex_4,right_data_flex_5
0,1693677730957011700,-0.113724582,2.41455245,10.20887566,0.054491576,-0.026646247,0.037970904,19,40,-23,-27,53
1,1693677730958011700,-0.114921682,2.41335535,10.21127033,0.054358348,-0.026379786,0.037970904,19,36,-27,-27,45
2,1693677730959011700,-0.113724582,2.410961151,10.21246719,0.054491576,-0.026513018,0.037970904,13,31,-28,-32,49
3,1693677730960011700,-0.116118781,2.410961151,10.21246719,0.054758042,-0.026646247,0.038237367,17,40,-23,-27,52
4,1693677730961011700,-0.114921682,2.412158251,10.21486187,0.054758042,-0.02691271,0.038104136,10,46,-30,-24,37
0,1693677730987993400,-0.116118781,2.410961151,10.21246719,0.054758042,-0.026379786,0.038104136,17,35,-29,-24,49
1,1693677730988993400,-0.116118781,2.408566952,10.21127033,0.05489127,-0.026246555,0.038237367,10,35,-24,-22,50
2,1693677730989993400,-0.116118781,2.408566952,10.21366405,0.05489127,-0.026246555,0.038237367,17,31,-29,-22,54
3,1693677730990993400,-0.117315881,2.407369852,10.21605873,0.054758042,-0.025980091,0.038370594,18,35,-18,-26,51
4,1693677730991993400,-0.114921682,2.409764051,10.22084713,0.054758042,-0.026113322,0.038237367,17,55,-20,-23,53
0,1693677731010979500,-0.119710088,2.420537949,10.22802925,0.054758042,-0.026113322,0.03757121,17,40,-29,-27,48
1,1693677731011979500,-0.118512981,2.420537949,10.23042393,0.054758042,-0.026113322,0.037437979,9,33,-23,-22,50
2,1693677731012979500,-0.117315881,2.419340849,10.22563553,0.054758042,-0.025846859,0.03757121,18,34,-25,-27,53
3,1693677731013979500,-0.116118781,2.418143749,10.22802925,0.054624807,-0.025846859,0.037704438,18,39,-21,-23,54
4,1693677731014979500,-0.113724582,2.419340849,10.22443867,0.054624807,-0.026113322,0.037704438,13,39,-21,-23,51
0,1693677731037964000,-0.106541976,2.424129248,10.20169353,0.054624807,-0.02691271,0.03757121,21,39,-27,-22,45
1,1693677731038964000,-0.105344877,2.422932148,10.19929886,0.054624807,-0.026779478,0.037437979,20,31,-21,-26,49
2,1693677731039964000,-0.105344877,2.424129248,10.20169353,0.054624807,-0.02691271,0.03757121,15,37,-21,-28,53
