timestamp,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7
1.6951621648636795e+18,-1.0,-1.0,-1.0,-2.0,0.0,-1.0,0.0,0.0
1.6951621648636795e+18,-2.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0
1.6951621648646794e+18,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6951621648646794e+18,0.0,1.0,-1.0,0.0,0.0,-1.0,1.0,-1.0
1.6951621648676787e+18,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,0.0
1.6951621648676787e+18,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0
1.695162164868677e+18,1.0,0.0,-1.0,-2.0,0.0,-2.0,-1.0,0.0
1.695162164868677e+18,0.0,-4.0,-3.0,1.0,-2.0,-1.0,-1.0,-2.0
1.695162164868677e+18,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0
1.695162164869679e+18,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0
1.6951621648766743e+18,0.0,-1.0,-2.0,0.0,-1.0,1.0,0.0,-2.0
1.6951621648766743e+18,-2.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
1.695162164894665e+18,1.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,-1.0
1.6951621648956646e+18,-1.0,0.0,-1.0,-2.0,-1.0,-3.0,-1.0,-1.0
1.6951621649186473e+18,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0
1.6951621649186473e+18,0.0,1.0,1.0,0.0,2.0,-3.0,1.0,1.0
1.695162164919647e+18,-1.0,0.0,0.0,-1.0,-2.0,1.0,-1.0,-2.0
1.695162164919647e+18,-2.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,0.0
1.6951621649326403e+18,-1.0,0.0,-1.0,0.0,-3.0,-1.0,-1.0,-1.0
1.6951621649326403e+18,0.0,-1.0,0.0,1.0,-1.0,-1.0,-2.0,0.0
1.6951621649326403e+18,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0
1.6951621649326403e+18,1.0,-1.0,-2.0,-2.0,-1.0,1.0,0.0,0.0
1.6951621649406372e+18,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0
1.6951621649406372e+18,0.0,0.0,-2.0,-2.0,-1.0,-2.0,0.0,-2.0
1.6951621649556268e+18,0.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0
1.6951621649556268e+18,-1.0,-2.0,0.0,0.0,-1.0,0.0,0.0,-1.0
1.6951621649726177e+18,-1.0,-2.0,0.0,0.0,-3.0,-1.0,0.0,-2.0
1.6951621649726177e+18,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0
1.6951621649746163e+18,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,-2.0
