timestamp,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z,left_data_flex_1,left_data_flex_2,left_data_flex_3,left_data_flex_4,left_data_flex_5,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,right_data_flex_1,right_data_flex_2,right_data_flex_3,right_data_flex_4,right_data_flex_5
1695163406281614700,-9.033323288,-1.690306425,-1.017535686,-0.0042634,-0.060486984,0.340272576,0,55,-8,26,2686,-8.773551941,3.867832899,1.11689508,-0.150418073,0.025180703,0.024781011,-60,-31,-29,33,162
1695163406282614700,-9.039308548,-1.695094824,-1.021126986,-0.011058193,-0.064084224,0.343070447,-1,57,-3,26,2686,-8.774748802,3.861847401,1.119289279,-0.154947937,0.024248086,0.029310873,-63,-29,-29,35,161
1695163406283614700,-9.044096947,-1.697489023,-1.018732786,-0.016387442,-0.066482387,0.345068902,0,51,-6,24,2686,-8.780735016,3.849876404,1.126471877,-0.158145472,0.022249617,0.034506891,-62,-29,-29,32,160
1695163406284614700,-9.046490669,-1.702277422,-1.018732786,-0.022116385,-0.069280244,0.346667677,-1,54,-6,27,2686,-8.785523415,3.837905407,1.127668977,-0.160010725,0.019584993,0.03996937,-61,-28,-29,31,160
1695163406285614700,-9.047688484,-1.705868721,-1.019929886,-0.028111791,-0.071678407,0.348266453,-1,52,-5,24,2686,-8.789113998,3.82713151,1.132457376,-0.160543635,0.017453292,0.044099543,-64,-24,-30,33,158
1695163406357739000,-9.149441719,-1.983596087,-1.049857497,-0.073277183,-0.124571204,0.348266453,-1,53,-6,30,2686,-8.869319916,3.451241732,1.058237195,0.07820674,-0.153082699,0.224361405,-60,-27,-33,31,160
1695163406358739000,-9.153033257,-1.995567083,-1.045069098,-0.070079632,-0.126436442,0.347600311,0,54,-7,24,2686,-8.864531517,3.446453333,1.045069098,0.096725874,-0.162408888,0.233421117,-62,-28,-31,31,160
1695163406359739000,-9.156624794,-2.006340981,-1.039083481,-0.06674885,-0.127901986,0.34693414,-1,53,-6,28,2686,-8.859743118,3.444059134,1.031900883,0.114978559,-0.170535982,0.241814688,-67,-30,-32,32,158
1695163406360739000,-9.162610054,-2.021903276,-1.04147768,-0.063151613,-0.129234299,0.346267998,-1,53,-6,27,2686,-8.85495472,3.440467834,1.019929886,0.132565081,-0.178396642,0.250075042,-62,-33,-28,32,161
1695163406361739000,-9.168595314,-2.030282974,-1.047463298,-0.059154671,-0.130433381,0.345601827,0,49,-6,25,2686,-8.850166321,3.438073635,1.010353088,0.149485439,-0.185591117,0.257802457,-63,-28,-33,31,160
1695163406393696000,-9.242815971,-2.098517895,-1.127668977,-0.053958651,-0.162009194,0.277653903,1,51,-6,28,2686,-8.712499619,3.53503871,0.914585054,0.232088804,-0.185591117,0.307764143,-64,-28,-29,33,161
1695163406394696000,-9.234436035,-2.096123695,-1.133654475,-0.056889739,-0.163741201,0.270459414,-1,50,-6,28,2686,-8.704120636,3.536235809,0.909796655,0.223961711,-0.181594178,0.305232793,-62,-30,-29,32,161
1695163406395696000,-9.223662376,-2.091335297,-1.138442874,-0.060753446,-0.164807037,0.26339817,-1,55,-8,29,2686,-8.702922821,3.530250311,0.903811157,0.215168446,-0.177464008,0.302301675,-60,-25,-26,34,160
1695163406396696000,-9.212887764,-2.087743998,-1.140837073,-0.064883612,-0.165339977,0.256070435,0,54,-6,28,2686,-8.70172596,3.526659012,0.908599555,0.205842257,-0.173333839,0.298837662,-61,-31,-27,33,158
1695163406397696000,-9.199720383,-2.081758261,-1.15161097,-0.069679938,-0.165339977,0.248609498,-1,57,-6,29,2686,-8.702922821,3.524264812,0.905008256,0.195849925,-0.169203669,0.295107216,-62,-29,-28,31,162
1695163406426699700,-9.010578156,-2.027888775,-1.218648672,-0.257003069,-0.090597242,0.108583458,4,57,-5,28,2686,-8.722076416,3.251325846,0.806845963,0.06261868,-0.106584989,0.172401235,-62,-29,-31,34,156
1695163406427699700,-9.006986618,-2.035071373,-1.215057373,-0.265529871,-0.086733535,0.101921894,0,53,-6,30,2686,-8.719682693,3.236960649,0.797269166,0.063151613,-0.104453288,0.164407358,-61,-25,-28,32,160
1695163406428699700,-9.001001358,-2.043451071,-1.219845772,-0.273124039,-0.083269522,0.095393561,-1,54,-5,28,2686,-8.713697433,3.227383852,0.796072066,0.064350687,-0.102454826,0.156679943,-61,-25,-30,32,160
1695163406429699700,-8.997409821,-2.054224968,-1.224634171,-0.279785603,-0.07993874,0.089131698,2,53,-6,28,2686,-8.711302757,3.216609955,0.791283667,0.065949462,-0.100456357,0.148819283,-61,-27,-30,36,160
1695163406430699700,-8.995016098,-2.066195965,-1.22583127,-0.285514534,-0.076874427,0.083003066,0,51,-5,26,2686,-8.711302757,3.207033157,0.788889468,0.068214394,-0.098591112,0.140958652,-61,-29,-28,32,160
1695163406459681400,-9.017760277,-2.120065689,-1.295263171,-0.292176098,-0.043833077,-0.007594181,-1,49,-7,25,2686,-8.675390244,3.295618534,0.81761986,0.0976585,-0.042101074,-0.024781011,-62,-25,-30,34,161
1695163406460681400,-9.021351814,-2.11647439,-1.30005157,-0.290177643,-0.04103522,-0.011191424,2,55,-6,29,2686,-8.672995567,3.303998232,0.815225661,0.096459419,-0.038370594,-0.033441041,-61,-27,-28,32,162
1695163406461681400,-9.022548676,-2.11767149,-1.302445769,-0.288045943,-0.038237367,-0.014255743,0,52,-6,29,2686,-8.670601845,3.309983969,0.811634362,0.094594181,-0.034773353,-0.042234302,-61,-31,-29,33,162
1695163406462681400,-9.027337074,-2.120065689,-1.310825467,-0.285514534,-0.035039816,-0.016920367,1,51,-5,24,2686,-8.667010307,3.320757866,0.810437262,0.092862174,-0.031176111,-0.050894335,-61,-27,-25,35,164
