timestamp,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z,left_data_flex_1,left_data_flex_2,left_data_flex_3,left_data_flex_4,left_data_flex_5,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,right_data_flex_1,right_data_flex_2,right_data_flex_3,right_data_flex_4,right_data_flex_5
1693678310234166100,-1.0,1.0,1.0,1.0,-2.0,-1.0,0.0,0.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310236166500,2.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310238162600,-1.0,-2.0,0.0,-1.0,-3.0,-3.0,0.0,0.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310239162400,0.0,-1.0,-1.0,0.0,-1.0,-2.0,-1.0,1.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310253154300,-5.0,-4.0,-5.0,-9.0,0.0,2.0,1.0,-2.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310254153900,6.0,9.0,10.0,18.0,10.0,7.0,0.0,1.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310256151800,-2.0,-1.0,-4.0,-7.0,-9.0,-6.0,-2.0,-2.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310258151400,1.0,-2.0,-3.0,-2.0,2.0,-4.0,-1.0,1.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310259151200,17.0,5.0,3.0,-2.0,-3.0,0.0,1.0,13.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310260150600,10.0,-1.0,-8.0,-17.0,-10.0,-2.0,-1.0,-9.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310268147200,-44.0,-14.0,1.0,16.0,15.0,3.0,-2.0,-8.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310270144600,0.0,6.0,-1.0,-7.0,-16.0,0.0,-2.0,-2.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310271144400,-2.0,-4.0,-9.0,-5.0,-2.0,-9.0,1.0,5.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310272143900,25.0,2.0,7.0,17.0,23.0,11.0,2.0,25.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310274144200,31.0,4.0,-4.0,-11.0,-22.0,-3.0,0.0,-9.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310276141400,-66.0,-8.0,-13.0,-11.0,3.0,-5.0,-10.0,-48.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310278141200,-10.0,4.0,25.0,14.0,-8.0,-5.0,4.0,5.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310281139200,-11.0,-4.0,-7.0,-5.0,-34.0,-5.0,1.0,-5.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310299130800,-2.0,-6.0,-27.0,-13.0,38.0,4.0,-3.0,16.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310309121700,27.0,19.0,68.0,19.0,-21.0,7.0,7.0,17.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310310121800,0.0,-9.0,-22.0,-23.0,-40.0,11.0,-6.0,-17.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310311121300,-13.0,4.0,12.0,-8.0,-78.0,-32.0,2.0,2.0,1.016338587,-0.861912608,10.22802925,-0.060353752,0.000266462,-0.007727412,-24.0,39.0,84.0,7.0,-8.0,-0.114921682,2.421735048,10.22324085,0.052359879,-0.027845331,0.037970904,15.0,32.0,-28.0,-23.0,45.0
1693678310313118500,-13.0,4.0,12.0,-8.0,-78.0,-32.0,2.0,2.0,1.022324085,-0.861912608,10.23042393,-0.060353752,0.000399694,-0.007594181,-18.0,41.0,74.0,5.0,-12.0,-0.110133275,2.419340849,10.21845245,0.052226644,-0.027445635,0.038104136,13.0,35.0,-19.0,-24.0,52.0
1693678310314118500,-13.0,4.0,12.0,-8.0,-78.0,-32.0,2.0,2.0,1.022324085,-0.865503907,10.23042393,-0.060220521,0.000266462,-0.007594181,-30.0,43.0,85.0,12.0,-12.0,-0.111330383,2.420537949,10.22084713,0.052359879,-0.027445635,0.037970904,20.0,36.0,-24.0,-24.0,55.0
