,data,device,sensor,timestamp
0,221,2,1,23353872
1,0,2,1,23361504
2,89,2,5,23368624
3,53,2,1,23375914
4,0,2,4,23383292
5,240,2,3,23390498
6,0,2,2,23398050
7,270,2,4,23405254
8,0,2,2,23412806
9,193,2,5,23420012
10,0,2,4,23427564
11,59,2,1,23434768
12,102,2,5,23442146
13,0,2,1,23449698
14,250,2,2,23456904
15,0,2,1,23464456
16,263,2,4,23471660
17,0,2,3,23479212
18,176,2,2,23486416
19,0,2,4,23493968
20,49,2,4,23501172
21,124,2,3,23508552
22,0,2,1,23516104
