,timestamp_leitura,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z
0,2023-04-21 20:16:16.052390,-3.110068083,-1.017535686,9.916783333,0.104719758,0.009326187,-0.016787136
1,2023-04-21 20:16:16.052390,-3.110068083,-1.017535686,9.916783333,0.104453288,0.009326187,-0.016787136
2,2023-04-21 20:16:16.052390,-3.107673883,-1.019929886,9.916783333,0.104453288,0.009326187,-0.016787136
3,2023-04-21 20:16:16.052390,-3.105279684,-1.019929886,9.919178009,0.104453288,0.009326187,-0.016520673
4,2023-04-21 20:16:16.052390,-3.102885485,-1.022324085,9.92636013,0.104453288,0.009592649,-0.016520673
5,2023-04-21 20:16:16.052390,-3.100491285,-1.019929886,9.928754807,0.104453288,0.009592649,-0.016520673
6,2023-04-21 20:16:16.052390,-3.102885485,-1.022324085,9.92636013,0.104453288,0.009859112,-0.016254211
7,2023-04-21 20:16:16.052390,-3.102885485,-1.024718285,9.92636013,0.104719758,0.009859112,-0.016254211
8,2023-04-21 20:16:16.052390,-3.098097086,-1.022324085,9.921571732,0.104453288,0.009859112,-0.016254211
9,2023-04-21 20:16:16.052390,-3.095702887,-1.022324085,9.919178009,0.104719758,0.009859112,-0.016520673
10,2023-04-21 20:16:16.052390,-3.098097086,-1.022324085,9.919178009,0.104719758,0.009859112,-0.016254211
11,2023-04-21 20:16:16.052390,-3.100491285,-1.019929886,9.91438961,0.104719758,0.009859112,-0.016520673
12,2023-04-21 20:16:16.052390,-3.100491285,-1.017535686,9.911994934,0.104719758,0.009859112,-0.016520673
13,2023-04-21 20:16:16.052390,-3.098097086,-1.012747288,9.909601212,0.104719758,0.009859112,-0.016520673
14,2023-04-21 20:16:16.052390,-3.100491285,-1.012747288,9.902418137,0.104719758,0.009859112,-0.016520673
0,2023-04-21 20:16:16.098296,-3.107673883,-1.000776291,9.897629738,0.105252676,0.011191424,-0.016787136
1,2023-04-21 20:16:16.098296,-3.110068083,-1.000776291,9.892841339,0.105252676,0.010924961,-0.016787136
2,2023-04-21 20:16:16.098296,-3.107673883,-1.000776291,9.890447617,0.104986221,0.010924961,-0.017053599
3,2023-04-21 20:16:16.098296,-3.105279684,-1.000776291,9.892841339,0.104719758,0.010924961,-0.017053599
4,2023-04-21 20:16:16.098296,-3.105279684,-1.000776291,9.897629738,0.104719758,0.010924961,-0.017053599
5,2023-04-21 20:16:16.098296,-3.105279684,-1.000776291,9.897629738,0.104453288,0.010658499,-0.017053599
6,2023-04-21 20:16:16.098296,-3.105279684,-1.000776291,9.897629738,0.104453288,0.010658499,-0.017053599
7,2023-04-21 20:16:16.098296,-3.105279684,-0.998382092,9.904812813,0.104186833,0.010392036,-0.016787136
8,2023-04-21 20:16:16.098296,-3.105279684,-0.995987892,9.909601212,0.103920363,0.010392036,-0.016787136
9,2023-04-21 20:16:16.098296,-3.105279684,-0.998382092,9.911994934,0.104186833,0.010392036,-0.016787136
10,2023-04-21 20:16:16.098296,-3.107673883,-1.00317049,9.91438961,0.103920363,0.010125575,-0.016787136
11,2023-04-21 20:16:16.098296,-3.105279684,-1.00556469,9.909601212,0.104186833,0.010125575,-0.017053599
12,2023-04-21 20:16:16.098296,-3.105279684,-1.007958889,9.909601212,0.103920363,0.010125575,-0.016787136
13,2023-04-21 20:16:16.098296,-3.102885485,-1.007958889,9.909601212,0.103920363,0.010125575,-0.016787136
14,2023-04-21 20:16:16.098296,-3.100491285,-1.010353088,9.911994934,0.104186833,0.010125575,-0.016787136
0,2023-04-21 20:16:16.135114,-3.105279684,-1.015141487,9.897629738,0.104719758,0.010658499,-0.017053599
1,2023-04-21 20:16:16.135114,-3.105279684,-1.012747288,9.892841339,0.104453288,0.010392036,-0.017053599
2,2023-04-21 20:16:16.135114,-3.105279684,-1.012747288,9.88805294,0.104453288,0.010392036,-0.017053599
3,2023-04-21 20:16:16.135114,-3.105279684,-1.015141487,9.890447617,0.104453288,0.010392036,-0.017053599
4,2023-04-21 20:16:16.135114,-3.102885485,-1.015141487,9.892841339,0.104719758,0.010392036,-0.017053599
5,2023-04-21 20:16:16.135114,-3.102885485,-1.012747288,9.890447617,0.104719758,0.010392036,-0.016787136
6,2023-04-21 20:16:16.135114,-3.100491285,-1.012747288,9.892841339,0.104719758,0.010392036,-0.016787136
7,2023-04-21 20:16:16.135114,-3.105279684,-1.012747288,9.890447617,0.104719758,0.010125575,-0.016787136
8,2023-04-21 20:16:16.135114,-3.107673883,-1.012747288,9.895236015,0.104453288,0.010125575,-0.016787136
9,2023-04-21 20:16:16.135114,-3.107673883,-1.015141487,9.895236015,0.104453288,0.010125575,-0.016787136
10,2023-04-21 20:16:16.135114,-3.105279684,-1.012747288,9.892841339,0.104453288,0.010125575,-0.017053599
11,2023-04-21 20:16:16.135114,-3.105279684,-1.012747288,9.895236015,0.104453288,0.009859112,-0.017053599
12,2023-04-21 20:16:16.135114,-3.105279684,-1.015141487,9.897629738,0.104453288,0.010125575,-0.017053599
13,2023-04-21 20:16:16.135114,-3.102885485,-1.015141487,9.900024414,0.104453288,0.010125575,-0.017053599
14,2023-04-21 20:16:16.135114,-3.102885485,-1.015141487,9.904812813,0.104453288,0.010125575,-0.017053599
0,2023-04-21 20:16:16.170095,-3.098097086,-1.017535686,9.895236015,0.104186833,0.010658499,-0.016787136
1,2023-04-21 20:16:16.170095,-3.102885485,-1.017535686,9.897629738,0.104186833,0.010658499,-0.016787136
